kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.tags,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,contentDetails.contentRating.ytRating
youtube#video,i5FEIyJ94zgOfUdZLqp4NCyRGlY,a2tfZF-rxLg,2022-01-02T06:05:27Z,UCKQswX0ViskRF08pjOh1Ubw,❤Amber Heard❤ hot status,,https://i.ytimg.com/vi/a2tfZF-rxLg/default.jpg,120,90,https://i.ytimg.com/vi/a2tfZF-rxLg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/a2tfZF-rxLg/hqdefault.jpg,480,360,TKM Talkies,22,none,❤Amber Heard❤ hot status,,PT31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,10,0,0,0,,,,,,,,
youtube#video,6dH7lZR6IjXew75Ky0KM0uk_xHQ,dMUEF6M8-wE,2012-06-18T07:19:19Z,UCC3H_iSfCSR3XNlpooBb9qA,Amber Heard- Nylon TV Commercial, ,https://i.ytimg.com/vi/dMUEF6M8-wE/default.jpg,120,90,https://i.ytimg.com/vi/dMUEF6M8-wE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dMUEF6M8-wE/hqdefault.jpg,480,360,Jesus Reyes,24,none,Amber Heard- Nylon TV Commercial, ,PT1M27S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,3996,17,0,2,https://i.ytimg.com/vi/dMUEF6M8-wE/sddefault.jpg,640.0,480.0,"['Amber', 'Heard-', 'Nylon', 'TV-', 'Hollywood', 'Television (Industry)', 'fashion', 'funny']",,,,
youtube#video,8xBjbjoZn6lj8Ts0M53V2caSq60,EktwqHFQwfQ,2019-11-28T19:54:45Z,UCbgdM65XMRiJAlaaGo4HzOA,Meg Myers - Desire | Amber Heard en London Fields | (Sub español),"Nada me pertenece, este sólo es un video echo con el propósito de entretener.

Película: London Fields.

Canción: Desire - Meg Myers

Edit: Power Director.

Espero que les haya gustado, no olviden darle like y suscribirse que me ayuda un montón y me motiva a seguir haciendo vídeos.

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use""",https://i.ytimg.com/vi/EktwqHFQwfQ/default.jpg,120,90,https://i.ytimg.com/vi/EktwqHFQwfQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EktwqHFQwfQ/hqdefault.jpg,480,360,Spanishlyrics - subs&edits,10,none,Meg Myers - Desire | Amber Heard en London Fields | (Sub español),"Nada me pertenece, este sólo es un video echo con el propósito de entretener.

Película: London Fields.

Canción: Desire - Meg Myers

Edit: Power Director.

Espero que les haya gustado, no olviden darle like y suscribirse que me ayuda un montón y me motiva a seguir haciendo vídeos.

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use""",PT4M42S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,38897,1239,0,52,https://i.ytimg.com/vi/EktwqHFQwfQ/sddefault.jpg,640.0,480.0,['Lyrics Letra Edit Amber Heard #Traducción #Peliculas Rock #Hollywood'],https://i.ytimg.com/vi/EktwqHFQwfQ/maxresdefault.jpg,1280.0,720.0,
youtube#video,oe-zHjotbMdqmjMoaXEw7y4NbFw,HbohrsRzLVY,2022-01-01T05:53:10Z,UCZlNbEnzLktVP2f9ehbLhZg,Amber Heard status ||Aquaman|| Amber heard || #shorts#painx #youtubeshorts #foryou #trending_shorts,Amber Heard status ||Aquaman|| Amber heard || #shorts#painx #youtubeshorts #foryou #trending_shorts #dc #aquaman #amberheard #whatsappstatus,https://i.ytimg.com/vi/HbohrsRzLVY/default.jpg,120,90,https://i.ytimg.com/vi/HbohrsRzLVY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HbohrsRzLVY/hqdefault.jpg,480,360,Pain x 3,24,none,Amber Heard status ||Aquaman|| Amber heard || #shorts#painx #youtubeshorts #foryou #trending_shorts,Amber Heard status ||Aquaman|| Amber heard || #shorts#painx #youtubeshorts #foryou #trending_shorts #dc #aquaman #amberheard #whatsappstatus,PT22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1,1,0,0,,,,"['#shorts', '#viral', '#like', '#youtubeshorts', '#trending', '#painx', '#fyp', '#reels', '#love', '#amberheard', '#aquaman', '#jasonmamoa', '#shortsvideo', '#short', '#viralvideo', '#youtube']",,,,
youtube#video,vKbmbVqeLUp7RVzzTGHAAl09IkM,vz6b7XLgiT4,2022-01-02T14:21:22Z,UCfjQD3V6hfrHanrbJtgAuDQ,Aye! It's Amber Heard- Personally I support Johnny Depp!!,Whom do you support? Comment below.,https://i.ytimg.com/vi/vz6b7XLgiT4/default.jpg,120,90,https://i.ytimg.com/vi/vz6b7XLgiT4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vz6b7XLgiT4/hqdefault.jpg,480,360,Florenza,27,none,Aye! It's Amber Heard- Personally I support Johnny Depp!!,Whom do you support? Comment below.,PT41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,22,0,0,0,https://i.ytimg.com/vi/vz6b7XLgiT4/sddefault.jpg,640.0,480.0,,https://i.ytimg.com/vi/vz6b7XLgiT4/maxresdefault.jpg,1280.0,720.0,
youtube#video,mQYUMYgRJriVpT9ZCpFo50QNrfY,xRPLN4yMz40,2018-12-11T12:34:32Z,UCqYw-CTd1dU2yGI71sEyqNw,"""Aquaman"" stars Jason Momoa, Amber Heard at Director James Wan, nasa Pilipinas","#ChikaMinute: Nasa bansa ngayon ang mga bida at direktor ng pelikulang ""Aquaman"" sa pangunguna ni Jason Momoa. Nagkuwento rin sila sa challenges na pinagdaanan nila sa paggawa ng pelikula. Maki-chika tayo kay Nelson Canlas. 

24 Oras is GMA Network’s flagship newscast, anchored by Mike Enriquez, Mel Tiangco and Vicky Morales. It airs on GMA-7 Mondays to Fridays at 6:30 PM (PHL Time) and on weekends at 5:30 PM. For more videos from 24 Oras, visit http://www.gmanetwork.com/24oras.

GMA promotes healthy debate and conversation online.  Any abusive language that does not facilitate productive discourse will be blocked from this post. 
   
GMA upholds ethical standards of fairness, objectivity, accuracy, transparency, balance and independence. 

Walang Kinikilingan, Walang Pinoprotektahan, Serbisyong totoo lamang.
 
Subscribe to the GMA News channel: https://www.youtube.com/user/gmanews

Visit the GMA News and Public Affairs Portal: http://www.gmanews.tv

Connect with us on:
Facebook: http://www.facebook.com/gmanews
Twitter: http://www.twitter.com/gmanews",https://i.ytimg.com/vi/xRPLN4yMz40/default.jpg,120,90,https://i.ytimg.com/vi/xRPLN4yMz40/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xRPLN4yMz40/hqdefault.jpg,480,360,GMA News,25,none,"""Aquaman"" stars Jason Momoa, Amber Heard at Director James Wan, nasa Pilipinas","#ChikaMinute: Nasa bansa ngayon ang mga bida at direktor ng pelikulang ""Aquaman"" sa pangunguna ni Jason Momoa. Nagkuwento rin sila sa challenges na pinagdaanan nila sa paggawa ng pelikula. Maki-chika tayo kay Nelson Canlas. 

24 Oras is GMA Network’s flagship newscast, anchored by Mike Enriquez, Mel Tiangco and Vicky Morales. It airs on GMA-7 Mondays to Fridays at 6:30 PM (PHL Time) and on weekends at 5:30 PM. For more videos from 24 Oras, visit http://www.gmanetwork.com/24oras.

GMA promotes healthy debate and conversation online.  Any abusive language that does not facilitate productive discourse will be blocked from this post. 
   
GMA upholds ethical standards of fairness, objectivity, accuracy, transparency, balance and independence. 

Walang Kinikilingan, Walang Pinoprotektahan, Serbisyong totoo lamang.
 
Subscribe to the GMA News channel: https://www.youtube.com/user/gmanews

Visit the GMA News and Public Affairs Portal: http://www.gmanews.tv

Connect with us on:
Facebook: http://www.facebook.com/gmanews
Twitter: http://www.twitter.com/gmanews",PT2M29S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,3989,52,0,3,https://i.ytimg.com/vi/xRPLN4yMz40/sddefault.jpg,640.0,480.0,"['GMA', 'GMA 7', 'GMA News', 'GMA Network', 'GMA News Philippines', 'GMA News Online', 'GMA News and Public Affairs', 'GMA Public Affairs', 'Philippine News', 'Filipino News', '24 Oras', '24 Oras GMA News', 'December 11 2018', 'December 11 2018 news', '20181211', '20181211 news', '24 Oras December 11 2018', 'Mike Enriquez', 'Atom Araullo', 'Vicky Morales', 'Iya Villania', 'Aquaman', 'Jason Momoa', 'news']",,,,
youtube#video,muffzf0j8ZBUWTreH67gnDAFcL0,YChwLu0_pgI,2022-01-01T23:30:06Z,UCDW5KMEpTMdywB9KKewA7EQ,Amber Heard,Amber Heard Feet Soles from America film “Drive Angry”.,https://i.ytimg.com/vi/YChwLu0_pgI/default.jpg,120,90,https://i.ytimg.com/vi/YChwLu0_pgI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/YChwLu0_pgI/hqdefault.jpg,480,360,Holly Bolly Lolly Feet,22,none,Amber Heard,Amber Heard Feet Soles from America film “Drive Angry”.,PT1M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,91,2,0,1,,,,,,,,ytAgeRestricted
