kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage
youtube#video,omdNr0weY01oqAELQTpxI5Xtd5c,9_kQHWXTeOM,2011-10-30T19:24:03Z,UCNC5qIq4Qgxdqjo34xdppqg,AMBER HEARD IS A BADASS // Do it like a dude!!!,Hope U like it...,https://i.ytimg.com/vi/9_kQHWXTeOM/default.jpg,120,90,https://i.ytimg.com/vi/9_kQHWXTeOM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9_kQHWXTeOM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9_kQHWXTeOM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/9_kQHWXTeOM/maxresdefault.jpg,1280.0,720.0,xxozera. ♡,"['amber', 'heard', 'drive', 'angry', 'do', 'it', 'like', 'dude', 'jesse', 'vampire', 'academy', 'lissa', 'dragomir', 'movie', 'song', 'love', 'sing', 'actress']",1,none,AMBER HEARD IS A BADASS // Do it like a dude!!!,Hope U like it...,PT48S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2377,30,0,5,
youtube#video,GfHgX9uKR2HDA5nRV4DS-pK3Wy0,F99PXGimUXk,2019-05-01T14:31:33Z,UCfXvYe6zC2hdm3Pe4I9MQJA,Official Trailer|  LONDON FIELDS   Amber Heard   Thriller Mystery Movie,,https://i.ytimg.com/vi/F99PXGimUXk/default.jpg,120,90,https://i.ytimg.com/vi/F99PXGimUXk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/F99PXGimUXk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/F99PXGimUXk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/F99PXGimUXk/maxresdefault.jpg,1280.0,720.0,Stephen Meek,,17,none,Official Trailer|  LONDON FIELDS   Amber Heard   Thriller Mystery Movie,,PT2M12S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,363,1,0,0,
youtube#video,aD2qkujw8ssiVurOwvZShLsTJZ0,IfEbGpUk1Mo,2015-02-06T10:07:12Z,UCA441Lqtii30FLOXBGDXJDw,Johnny Depp sposa Amber Heard,"Mark Whalberg in Deepwater Horizon.
Elijah Wood sul set con Nicolas Cage.
Keanu Reeves e Christina Hendricks in The Neon Demon.
Chris Pratt è un Cowboy Ninja Viking.
Johnny Depp sposa Amber Heard.

Seguimi su:
www.visionair.fm
www.youtube.com/user/VISIONAIRLauraBuffa
www.facebook.com/VISIONAIRLauraBuffa
+VISIONAIR- Laura Buffa
@VISIONAIRLauraB

Benvenuti all'appuntamento con le VISIONews, le notizie dal mondo del cinema a cura di VISIONAIR.

Spazio ai nuovi progetti in questa edizione delle VISIONews. Iniziamo da Mark Whalberg che verrà diretto da Peter Berg in ""Deepwater Horizon"". Si tratta di un film basato sugli eventi reali accaduti durante una fuoriuscita di petrolio nel Golfo del Messico il 20 aprile del 2010. I tecnici che, in quel momento, si trovarono sulla piattaforma Deepwater Horizon riuscirono ad evitare un enorme disastro ecologico. L'uscita nelle sale americane è prevista per  il 30 settembre 2016.

Intanto sono iniziate le riprese di ""The Trust"". Elijah Wood ha raggiunto sul set, a Las Vegas, Nicolas Cage per ricoprire un ruolo che, all'inizio, doveva essere affidato a Jack Huston. 
L'attore ha probabilmente dovuto rinunciare alla parte in quanto è stato scritturato per il ruolo principale nell'imminente ""Ben Hur"". Nel film Wood e Cage vestono i panni di due poliziotti corrotti che scoprono una cassaforte nascosta mentre lavorano nella sezione del dipartimento di polizia che riguarda le prove. 

Mentre Keanu Reeves e Christina Hendricks raggiungono la protagonista, Elle Fanning, nel cast di ""The Neon Demon"", film horror diretto da Nicolas Winding Refn. La trama è ancora top secret. Le riprese inizieranno in marzo.

Cambiamo decisamente genere con i registi David Leitch e Chad Stahelski che sono in trattative per dirigere l’attore del momento, Chris Pratt, in ""Cowboy Ninja Viking"". Il film, targato Universal, è tratto dall'omonima graphic novel di A.J. Lieberman e  racconta di un uomo che soffre di un disturbo di personalità multipla e viene inserito in un programma governativo per essere trasformato in un supersoldato con le caratteristiche di un cowboy, un ninja e un vichingo.  

Per finire chiudiamo con la cronaca rosa. Matrimonio a sorpresa per Johnny Depp e Amber Heard che si sarebbero sposati con rito civile a Los Angeles. L'attrice texana nel 2010 aveva fatto coming out come bisessuale. Depp si era già sposato nell'83 con la truccatrice Anne Allison ma divorziò solo dopo due anni. L'attore ha avuto due figli con la cantante francese Vanessa Paradis.

Per il momento è tutto da Laura Buffa… ma se volete rimanere sempre aggiornati sulle novità dal mondo del cinema, venite a trovarmi sul sito www.visionair.fm. A presto e… buon cinema a tutti!",https://i.ytimg.com/vi/IfEbGpUk1Mo/default.jpg,120,90,https://i.ytimg.com/vi/IfEbGpUk1Mo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IfEbGpUk1Mo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/IfEbGpUk1Mo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/IfEbGpUk1Mo/maxresdefault.jpg,1280.0,720.0,VISIONAIR - Laura Buffa,"['Amber Heard (Celebrity)', 'Johnny Depp (Celebrity)', 'Film (Media Genre)', 'News (TV Genre)', 'Mark Whalberg', 'Elijah Wood (Celebrity)', 'Nicolas Cage (Celebrity)', 'Keanu Reeves (Celebrity)', 'Elle Fanning (Celebrity)', 'Christina Hendricks (TV Actor)', 'Nicolas Windin Refn', 'Chris Pratt (Celebrity)']",24,none,Johnny Depp sposa Amber Heard,"Mark Whalberg in Deepwater Horizon.
Elijah Wood sul set con Nicolas Cage.
Keanu Reeves e Christina Hendricks in The Neon Demon.
Chris Pratt è un Cowboy Ninja Viking.
Johnny Depp sposa Amber Heard.

Seguimi su:
www.visionair.fm
www.youtube.com/user/VISIONAIRLauraBuffa
www.facebook.com/VISIONAIRLauraBuffa
+VISIONAIR- Laura Buffa
@VISIONAIRLauraB

Benvenuti all'appuntamento con le VISIONews, le notizie dal mondo del cinema a cura di VISIONAIR.

Spazio ai nuovi progetti in questa edizione delle VISIONews. Iniziamo da Mark Whalberg che verrà diretto da Peter Berg in ""Deepwater Horizon"". Si tratta di un film basato sugli eventi reali accaduti durante una fuoriuscita di petrolio nel Golfo del Messico il 20 aprile del 2010. I tecnici che, in quel momento, si trovarono sulla piattaforma Deepwater Horizon riuscirono ad evitare un enorme disastro ecologico. L'uscita nelle sale americane è prevista per  il 30 settembre 2016.

Intanto sono iniziate le riprese di ""The Trust"". Elijah Wood ha raggiunto sul set, a Las Vegas, Nicolas Cage per ricoprire un ruolo che, all'inizio, doveva essere affidato a Jack Huston. 
L'attore ha probabilmente dovuto rinunciare alla parte in quanto è stato scritturato per il ruolo principale nell'imminente ""Ben Hur"". Nel film Wood e Cage vestono i panni di due poliziotti corrotti che scoprono una cassaforte nascosta mentre lavorano nella sezione del dipartimento di polizia che riguarda le prove. 

Mentre Keanu Reeves e Christina Hendricks raggiungono la protagonista, Elle Fanning, nel cast di ""The Neon Demon"", film horror diretto da Nicolas Winding Refn. La trama è ancora top secret. Le riprese inizieranno in marzo.

Cambiamo decisamente genere con i registi David Leitch e Chad Stahelski che sono in trattative per dirigere l’attore del momento, Chris Pratt, in ""Cowboy Ninja Viking"". Il film, targato Universal, è tratto dall'omonima graphic novel di A.J. Lieberman e  racconta di un uomo che soffre di un disturbo di personalità multipla e viene inserito in un programma governativo per essere trasformato in un supersoldato con le caratteristiche di un cowboy, un ninja e un vichingo.  

Per finire chiudiamo con la cronaca rosa. Matrimonio a sorpresa per Johnny Depp e Amber Heard che si sarebbero sposati con rito civile a Los Angeles. L'attrice texana nel 2010 aveva fatto coming out come bisessuale. Depp si era già sposato nell'83 con la truccatrice Anne Allison ma divorziò solo dopo due anni. L'attore ha avuto due figli con la cantante francese Vanessa Paradis.

Per il momento è tutto da Laura Buffa… ma se volete rimanere sempre aggiornati sulle novità dal mondo del cinema, venite a trovarmi sul sito www.visionair.fm. A presto e… buon cinema a tutti!",PT2M55S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,203,0,0,0,
youtube#video,G9mj2aXFa8iWOfLtHi-ECXdM3rM,JdA9_mtXYME,2013-08-13T03:04:40Z,UCqFzWxSCi39LnW1JKFR3efg,Weekend Update: Get in the Cage with Nicolas Cage and Nicolas Cage - SNL,"Nicolas Cage gets in the cage with Nicolas Cage (Andy Samberg) to show they've sort of perfected cloning so he can star in every movie ever made and explain the keys to a good Nicolas Cage action movie. [Season 37, 2012]

#SNL

Subscribe to SNL: https://goo.gl/tUsXwM

Get more SNL: http://www.nbc.com/saturday-night-live
Full Episodes: http://www.nbc.com/saturday-night-liv...

Like SNL: https://www.facebook.com/snl
Follow SNL: https://twitter.com/nbcsnl
SNL Tumblr: http://nbcsnl.tumblr.com/
SNL Instagram: http://instagram.com/nbcsnl
SNL Pinterest: http://www.pinterest.com/nbcsnl/",https://i.ytimg.com/vi/JdA9_mtXYME/default.jpg,120,90,https://i.ytimg.com/vi/JdA9_mtXYME/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JdA9_mtXYME/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JdA9_mtXYME/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/JdA9_mtXYME/maxresdefault.jpg,1280.0,720.0,Saturday Night Live,"['season 37', 'Seth Meyers', '2012', '2010s', 'SNL', 'Saturday Night Live', 'Get In the Cage', 'surprise guests', 'Andy Samberg', 'Nicolas Cage', 'movies', 'cloning', 'actor', 'famous', 'SNL throwback', 'snl 2010s', 'classic', 'snl classic', 'live', 'new york', 'comedy', 'sketch', 'funny', 'hilarious', 'late night', 'weekend update', 'host', 'guest', 'laugh', 'impersonation', 'Nicholas Cage', 'Nick Cage', 'action movie', 'face off']",24,none,Weekend Update: Get in the Cage with Nicolas Cage and Nicolas Cage - SNL,"Nicolas Cage gets in the cage with Nicolas Cage (Andy Samberg) to show they've sort of perfected cloning so he can star in every movie ever made and explain the keys to a good Nicolas Cage action movie. [Season 37, 2012]

#SNL

Subscribe to SNL: https://goo.gl/tUsXwM

Get more SNL: http://www.nbc.com/saturday-night-live
Full Episodes: http://www.nbc.com/saturday-night-liv...

Like SNL: https://www.facebook.com/snl
Follow SNL: https://twitter.com/nbcsnl
SNL Tumblr: http://nbcsnl.tumblr.com/
SNL Instagram: http://instagram.com/nbcsnl
SNL Pinterest: http://www.pinterest.com/nbcsnl/",PT5M12S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,7294668,101243,0,3252,
youtube#video,AvhHkGF0gILNq4YTvrvGCdHR5Lk,jfWHN7Sc7zE,2021-11-17T20:15:03Z,UC_NYODKbzJlStH0oTXbVdvw,A Man Who Escaped From Hell Comes Back To Earth To Save His Family(Spoilers),"spoilers: 8:30

Nicolas Cage
Milton
Amber Heard
Piper
William Fichtner
Accountant

Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.

drive angry recapped
drive angry explained
drive angry full movie

best movies only, best movie recapped, detective recapped, sci fi movies,sci fi review,sci fi summary,movie review,movie summary,Movies Under 10 minutes,science fiction movie,movie trailer, full movie,Daniel,trailer,daniel CC,Daniel CC movie review,Netflix, Story Recapped, Story, Recapped, Story Recapped Movie review, Story Recapped Explained, Story Recapped Channel, Movie recap, Story recap, Movie recaps, horror movie review, true scary stories, horror stories, mr. nightmare, creepypasta, creepy stories, true horror stories, horror, scary, Movie summary, Movie Recap, sci fi movies,sci fi review,sci fi summary, movie review,movie summary,Movies Under 10 minutes,science fiction movie,movie trailer,horror movie review,full movie,Daniel,trailer,daniel CC,Daniel CC movie review,Netflix, Story Recapped, Story, Recapped, Story Recapped Movie review, Story Recapped Explained, Story Recapped Channel , detective recapped",https://i.ytimg.com/vi/jfWHN7Sc7zE/default.jpg,120,90,https://i.ytimg.com/vi/jfWHN7Sc7zE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jfWHN7Sc7zE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jfWHN7Sc7zE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/jfWHN7Sc7zE/maxresdefault.jpg,1280.0,720.0,Best movies recapped,,22,none,A Man Who Escaped From Hell Comes Back To Earth To Save His Family(Spoilers),"spoilers: 8:30

Nicolas Cage
Milton
Amber Heard
Piper
William Fichtner
Accountant

Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.

drive angry recapped
drive angry explained
drive angry full movie

best movies only, best movie recapped, detective recapped, sci fi movies,sci fi review,sci fi summary,movie review,movie summary,Movies Under 10 minutes,science fiction movie,movie trailer, full movie,Daniel,trailer,daniel CC,Daniel CC movie review,Netflix, Story Recapped, Story, Recapped, Story Recapped Movie review, Story Recapped Explained, Story Recapped Channel, Movie recap, Story recap, Movie recaps, horror movie review, true scary stories, horror stories, mr. nightmare, creepypasta, creepy stories, true horror stories, horror, scary, Movie summary, Movie Recap, sci fi movies,sci fi review,sci fi summary, movie review,movie summary,Movies Under 10 minutes,science fiction movie,movie trailer,horror movie review,full movie,Daniel,trailer,daniel CC,Daniel CC movie review,Netflix, Story Recapped, Story, Recapped, Story Recapped Movie review, Story Recapped Explained, Story Recapped Channel , detective recapped",PT12M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,44,0,0,0,en
youtube#video,P5RmI9NnLBytqzR3vOLHlui5PzE,Mp8Bl4oDB1c,2011-03-01T12:11:52Z,UC52X5wxOL_s5yw0dQk7NtgA,Nicolas Cage's 3D Road Rage,"Nicolas Cage, William Fichtner and Amber Heard talk about shooting their new action film, 'Drive Angry,' in 3D and explain why this format was essential for telling the story. (Mar.1)",https://i.ytimg.com/vi/Mp8Bl4oDB1c/default.jpg,120,90,https://i.ytimg.com/vi/Mp8Bl4oDB1c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Mp8Bl4oDB1c/hqdefault.jpg,480,360,,,,,,,Associated Press,"['UK', 'DRIVE', 'associated press', 'AP', 'AP youtube', 'associated press youtube', 'AP online', 'ap associated press', 'ap news', 'associated press style', 'news', 'breaking news', 'latest news', 'business', 'finance', 'politics', 'local news', 'commentary', 'reports', 'breaking', 'current affairs', 'top news', 'headlines', 'news today']",24,none,Nicolas Cage's 3D Road Rage,"Nicolas Cage, William Fichtner and Amber Heard talk about shooting their new action film, 'Drive Angry,' in 3D and explain why this format was essential for telling the story. (Mar.1)",PT1M59S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,5421,13,0,,en-US
youtube#video,rlrMVBD-YQBuYy_l-pHFVtgAdik,p92lVcy_M-c,2011-02-02T13:26:20Z,UCl01THIfTUqU2lMVgNG7mBQ,Hell Driver - Bande-annonce - VOST,"Au cinéma le 23 mars 2011
Réalisé par : Patrick Lussier
Avec : Nicolas Cage, Billy Burke, Amber Heard
Synopsis : Milton est prêt à tout pour rattraper les fanatiques qui ont assassiné sa fille et kidnappé le bébé de celle-ci pour le sacrifier à la prochaine pleine lune. Avec la séduisante Piper, il se lance à la poursuite de Jonah King et ses adeptes, du Colorado à la Louisiane. Pourtant, le chasseur pourrait bien devenir le gibier... Un homme mystérieux aux pouvoirs surnaturels, le Comptable, est lui-même à la recherche de Milton. 
Alors que la route devient le théâtre d'une véritable vendetta, une course-poursuite en cache une autre. Milton pourra-t-il rattraper King avant que le Comptable ne lui mette la main dessus ? Carburant à la rage et au bolide, Milton va poursuivre sa mission. Il n'a que trois jours...",https://i.ytimg.com/vi/p92lVcy_M-c/default.jpg,120,90,https://i.ytimg.com/vi/p92lVcy_M-c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/p92lVcy_M-c/hqdefault.jpg,480,360,,,,,,,Metropolitan Films,"['hell', 'driver', '3D', 'drive', 'angry', 'nicolas', 'cage', 'nanard', 'cinéma', 'amber', 'heard', 'metropolitan', 'filmexport', 'moumoute', 'cheveux', 'calvitie', 'enfer', 'mort', 'satan']",1,none,Hell Driver - Bande-annonce - VOST,"Au cinéma le 23 mars 2011
Réalisé par : Patrick Lussier
Avec : Nicolas Cage, Billy Burke, Amber Heard
Synopsis : Milton est prêt à tout pour rattraper les fanatiques qui ont assassiné sa fille et kidnappé le bébé de celle-ci pour le sacrifier à la prochaine pleine lune. Avec la séduisante Piper, il se lance à la poursuite de Jonah King et ses adeptes, du Colorado à la Louisiane. Pourtant, le chasseur pourrait bien devenir le gibier... Un homme mystérieux aux pouvoirs surnaturels, le Comptable, est lui-même à la recherche de Milton. 
Alors que la route devient le théâtre d'une véritable vendetta, une course-poursuite en cache une autre. Milton pourra-t-il rattraper King avant que le Comptable ne lui mette la main dessus ? Carburant à la rage et au bolide, Milton va poursuivre sa mission. Il n'a que trois jours...",PT2M8S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,13895,6,0,0,
youtube#video,s0Sh3Y1d5sd8xt_ewfZrjNUTR0Y,pKTiEJhnDGE,2019-04-20T10:36:47Z,UCWakNxsVKysIG1Ggqe5v4Mw,Johnny Depp vuelve a la guerra contra Amber Heard con una demanda millonaria,"..............................................
👍 ¡gracias por mirar! no te olvides de gustar y compartir el video! no se olvide de suscribirse!",https://i.ytimg.com/vi/pKTiEJhnDGE/default.jpg,120,90,https://i.ytimg.com/vi/pKTiEJhnDGE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pKTiEJhnDGE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/pKTiEJhnDGE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/pKTiEJhnDGE/maxresdefault.jpg,1280.0,720.0,Noticias del Lara,"['Johnny Depp', 'Hollywood', 'Actores', 'Amber Heard', 'Celebrities']",25,none,Johnny Depp vuelve a la guerra contra Amber Heard con una demanda millonaria,"..............................................
👍 ¡gracias por mirar! no te olvides de gustar y compartir el video! no se olvide de suscribirse!",PT4M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,75,2,0,1,
youtube#video,hux4X9Rjix65SQRwa0Ov7H7BtAM,S0igiQA5jvI,2012-10-07T12:20:43Z,UCCG1QCy_XfZ97sfnfMQXy-Q,Darker Than Amber (1970) Brutal Fight Scene,"UPDATE: Full movie is now on my channel https://www.youtube.com/watch?v=YpjvnlIxrmE

Brutal fight scene between Travis McGee (Rod Taylor) and Terry Bartell (William Smith) from the rare 1970 movie Darker Than Amber, currently unavailable on DVD.

Possibly the most realistic fight scene in a movie, both actors have admitted that most of the fight was real.

Can anyone let me know if this is the full, uncut, version of the fight or cut version.

Taken from an old VHS tape, I taped this movie off ITV (Granada) in 1995, it hasn't been shown on terrestrial television since.

No copyright infringement intended.  The audio and visual content in this video belongs to the relevant owners.",https://i.ytimg.com/vi/S0igiQA5jvI/default.jpg,120,90,https://i.ytimg.com/vi/S0igiQA5jvI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/S0igiQA5jvI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/S0igiQA5jvI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/S0igiQA5jvI/maxresdefault.jpg,1280.0,720.0,rukk77,"['Darker', 'Than', 'Amber', '1970', 'Movie', 'Scene', 'Fight', 'Brutal', 'Fights']",1,none,Darker Than Amber (1970) Brutal Fight Scene,"UPDATE: Full movie is now on my channel https://www.youtube.com/watch?v=YpjvnlIxrmE

Brutal fight scene between Travis McGee (Rod Taylor) and Terry Bartell (William Smith) from the rare 1970 movie Darker Than Amber, currently unavailable on DVD.

Possibly the most realistic fight scene in a movie, both actors have admitted that most of the fight was real.

Can anyone let me know if this is the full, uncut, version of the fight or cut version.

Taken from an old VHS tape, I taped this movie off ITV (Granada) in 1995, it hasn't been shown on terrestrial television since.

No copyright infringement intended.  The audio and visual content in this video belongs to the relevant owners.",PT3M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,66237,391,0,161,
youtube#video,uaMOy5nqCtq-uhDfdmM9tGopLNQ,sohWtPN0I1k,2016-08-23T10:23:12Z,UCC6cbJnWJrSNv3KDsHEOdBQ,Johnny Depp and Amber Heard,"Johnny depp and Amber Heard
- Compensair позволяет получить до €600 компенсации в случае отмены или задержки рейса, а также при отказе в посадке. https://goo.su/22tI
- Качественное Дистанционное образование Skillbox по направлениям:
Веб-дизайн;  Интернет-маркетинг; Программирование;  Менеджмент;-Бизнес. https://goo.su/22Tf
- Часы «Молнии» - символ надежности, точности и безупречной репутации. , выдерживают экстремальные температуры и нагрузки  https://goo.su/22te
- Онлайн- займ на карту без отказов  https://goo.su/22jR
 - Закрытый клуб знакомств LinkYou  , где собираются люди с высокой мотивацией познакомиться  https://goo.su/22TH",https://i.ytimg.com/vi/sohWtPN0I1k/default.jpg,120,90,https://i.ytimg.com/vi/sohWtPN0I1k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sohWtPN0I1k/hqdefault.jpg,480,360,https://i.ytimg.com/vi/sohWtPN0I1k/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/sohWtPN0I1k/maxresdefault.jpg,1280.0,720.0,Sara Berg,"['переезд', 'отдых', 'Johnny Depp and Amber Heard', 'Johnny Depp', 'Amber Heard', 'Vanessa Paradise', 'Lili Rose Depp', 'Дети Деппа', 'Джонни Депп', 'Ванесса Паради', 'Эмбер Херд', 'Дочь Джонни Деппа']",22,none,Johnny Depp and Amber Heard,"Johnny depp and Amber Heard
- Compensair позволяет получить до €600 компенсации в случае отмены или задержки рейса, а также при отказе в посадке. https://goo.su/22tI
- Качественное Дистанционное образование Skillbox по направлениям:
Веб-дизайн;  Интернет-маркетинг; Программирование;  Менеджмент;-Бизнес. https://goo.su/22Tf
- Часы «Молнии» - символ надежности, точности и безупречной репутации. , выдерживают экстремальные температуры и нагрузки  https://goo.su/22te
- Онлайн- займ на карту без отказов  https://goo.su/22jR
 - Закрытый клуб знакомств LinkYou  , где собираются люди с высокой мотивацией познакомиться  https://goo.su/22TH",PT2M13S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,37,0,0,0,ru
