kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage
youtube#video,QvzgiTI5-JQ3JSJm-5axQPU_UBg,4EkcCsxknn8,2019-09-25T21:59:44Z,UCACRim7l0tmc5lhNnDQyUvQ,Judge in Amber Guyger's murder trial gets visibly upset after learning DA took part in TV interview,"During a hearing Monday before testimony began in the first day of Amber Guyger's murder trial, state District Judge Tammy Kemp was visibly upset to learn that Dallas County District Attorney John Creuzot had taken part in an interview about the case on TV the night before.

Guyger's defense attorneys questioned whether Creuzot violated a gag order by discussing the case in an interview with KDFW-TV (Channel 4). The gag order prevents prosecutors and the defense from speaking publicly about the case.

Read more - https://www.dallasnews.com/news/courts/2019/09/23/dallas-county-da-spoke-about-amber-guyger-case-on-eve-of-murder-trial-much-to-judge-s-dismay/

Subscribe:
https://www.youtube.com/user/tdmnvid?sub_confirmation=1

Watch more videos like this
https://www.youtube.com/user/tdmnvid

Learn More:
Website: http://www.dallasnews.com/
Twitter: https://twitter.com/search?q=the%20dallas%20morning%20news&src=tyah
Facebook: https://www.facebook.com/dallasmorningnews/?ref=aymt_homepage_panel",https://i.ytimg.com/vi/4EkcCsxknn8/default.jpg,120,90,https://i.ytimg.com/vi/4EkcCsxknn8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4EkcCsxknn8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4EkcCsxknn8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/4EkcCsxknn8/maxresdefault.jpg,1280.0,720.0,The Dallas Morning News,"['The', 'Dallas', 'Morning', 'News', 'amber guyger', 'amber guyger murder trial', 'botham', 'botham jean']",25,none,Judge in Amber Guyger's murder trial gets visibly upset after learning DA took part in TV interview,"During a hearing Monday before testimony began in the first day of Amber Guyger's murder trial, state District Judge Tammy Kemp was visibly upset to learn that Dallas County District Attorney John Creuzot had taken part in an interview about the case on TV the night before.

Guyger's defense attorneys questioned whether Creuzot violated a gag order by discussing the case in an interview with KDFW-TV (Channel 4). The gag order prevents prosecutors and the defense from speaking publicly about the case.

Read more - https://www.dallasnews.com/news/courts/2019/09/23/dallas-county-da-spoke-about-amber-guyger-case-on-eve-of-murder-trial-much-to-judge-s-dismay/

Subscribe:
https://www.youtube.com/user/tdmnvid?sub_confirmation=1

Watch more videos like this
https://www.youtube.com/user/tdmnvid

Learn More:
Website: http://www.dallasnews.com/
Twitter: https://twitter.com/search?q=the%20dallas%20morning%20news&src=tyah
Facebook: https://www.facebook.com/dallasmorningnews/?ref=aymt_homepage_panel",en,PT1M5S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,355492,1764,0,736,
youtube#video,grpKkzqK2xAqeQD5AlkPyvzhD58,bFctIS_wCx0,2019-10-09T02:11:48Z,UCjdFEWKS9_hWWO5tuPgf2bA,"Botham Jean and Joshua Brown,  Murder of The Innocent","On September 6, 2018, off-duty Dallas Police Department patrol officer Amber Guyger 
entered the Dallas, Texas, apartment of Botham Jean and fatally shot him. 
Guyger said that she had entered the apartment believing it was her own and that she shot Jean believing he was a burglar.

 The fact that Guyger, a white police officer, shot and killed Jean, an unarmed black man, and was initially only charged with manslaughter resulted in protests and accusations of racial bias 

On October 1, 2019, Guyger was found guilty of murder.
 The next day, she received a sentence of ten years in prison

Joshua Brown, Brown, 28, testified in Guyger’s trial about the September 2018 night that Jean was killed, saying he was in a hallway on the fourth floor, where he and Jean lived. 

He said he heard what sounded like “two people meeting by surprise” and then two gunshots.

Brown, who became emotional at times and used his T-shirt and tissues to wipe his tears, said he had met Jean, a 26-year-old accountant from the Caribbean island nation of St Lucia, for the first time earlier that day., 

Benjamin Crump is an attorney known for his involvement in a number of high-profile civil rights cases, 

 Trayvon Martin,
 an unarmed teenager who was shot by a neighborhood watch captain in 2012, 

 Michael Brown,  was killed by
 a Missouri Police officer in 2014",https://i.ytimg.com/vi/bFctIS_wCx0/default.jpg,120,90,https://i.ytimg.com/vi/bFctIS_wCx0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bFctIS_wCx0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bFctIS_wCx0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/bFctIS_wCx0/maxresdefault.jpg,1280.0,720.0,Mizta Truth,,22,none,"Botham Jean and Joshua Brown,  Murder of The Innocent","On September 6, 2018, off-duty Dallas Police Department patrol officer Amber Guyger 
entered the Dallas, Texas, apartment of Botham Jean and fatally shot him. 
Guyger said that she had entered the apartment believing it was her own and that she shot Jean believing he was a burglar.

 The fact that Guyger, a white police officer, shot and killed Jean, an unarmed black man, and was initially only charged with manslaughter resulted in protests and accusations of racial bias 

On October 1, 2019, Guyger was found guilty of murder.
 The next day, she received a sentence of ten years in prison

Joshua Brown, Brown, 28, testified in Guyger’s trial about the September 2018 night that Jean was killed, saying he was in a hallway on the fourth floor, where he and Jean lived. 

He said he heard what sounded like “two people meeting by surprise” and then two gunshots.

Brown, who became emotional at times and used his T-shirt and tissues to wipe his tears, said he had met Jean, a 26-year-old accountant from the Caribbean island nation of St Lucia, for the first time earlier that day., 

Benjamin Crump is an attorney known for his involvement in a number of high-profile civil rights cases, 

 Trayvon Martin,
 an unarmed teenager who was shot by a neighborhood watch captain in 2012, 

 Michael Brown,  was killed by
 a Missouri Police officer in 2014",,PT8M15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,31,1,0,0,
youtube#video,AsNp_tsMSHSUBVkB84JQXRWoAcw,k0Br18kvgTw,2021-07-19T21:01:42Z,UCJUlXaVvAANWo4NJMZ_yT7Q,Searching For Imbeciles: Past and Present - Episode 2,"In this episode, Agent Josiah talks about why he thinks Amber Heard is a liar and Johnny Depp is an innocent actor. Enjoy!

Don't forget to follow me on social media
Youtube: https://www.youtube.com/channel/UCJUlXaVvAANWo4NJMZ_yT7Q/videos?view_as=subscriber
Facebook: https://www.facebook.com/profile.php?...
Twitter: https://twitter.com/JocsonJosiah
Instagram: https://instagram.com/josiahbubbaca?i...
Internet Archive. Org: https://archive.org/details/@theoriginalbubbajocson_gmail_com",https://i.ytimg.com/vi/k0Br18kvgTw/default.jpg,120,90,https://i.ytimg.com/vi/k0Br18kvgTw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/k0Br18kvgTw/hqdefault.jpg,480,360,,,,,,,The Original Josiah Jocson,,24,none,Searching For Imbeciles: Past and Present - Episode 2,"In this episode, Agent Josiah talks about why he thinks Amber Heard is a liar and Johnny Depp is an innocent actor. Enjoy!

Don't forget to follow me on social media
Youtube: https://www.youtube.com/channel/UCJUlXaVvAANWo4NJMZ_yT7Q/videos?view_as=subscriber
Facebook: https://www.facebook.com/profile.php?...
Twitter: https://twitter.com/JocsonJosiah
Instagram: https://instagram.com/josiahbubbaca?i...
Internet Archive. Org: https://archive.org/details/@theoriginalbubbajocson_gmail_com",,PT9M27S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,26,1,0,0,
youtube#video,o3UbR9mUs8cm3JLJf64ovEmIWSw,KKvY26ota3w,2020-04-04T21:05:11Z,UCMrpRnyBJhgVBy3rm0K4P5w,Amber Heard is depressed!? Gotta believe her and not mean ol' Johnny!,"The main stream media is now forced to show the truth, that Johnny Depp is not the monster Amber Heard made him out to be!

Upgrade to a Ridge Wallet and get 10% off with free worldwide shipping by using this link. Remember to use the code FLASH
Here is the link: https://www.ridgewallet.com/?utm_source=referral&utm_medium=FLASH

Check out my store! 
https://teespring.com/stores/yellowflash-merch

Check out my Patreon! 
https://www.patreon.com/yellowflashcomics
Check out my Twitch! 
https://www.twitch.tv/yellowflashcomics
Follow me on Twitter!
@yellowflashguy
#justiceforjohnny #johnnydepp #amberheard   Johnny Depp Pirates of the Caribbean",https://i.ytimg.com/vi/KKvY26ota3w/default.jpg,120,90,https://i.ytimg.com/vi/KKvY26ota3w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KKvY26ota3w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/KKvY26ota3w/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/KKvY26ota3w/maxresdefault.jpg,1280.0,720.0,YellowFlash 2,"['YellowFlash', 'YellowFlash 2', 'YellowFlash2', 'Yellow Flash', 'Yellow Flash 2', 'Amber Heard', 'Johnny Depp', 'Amber Heard and Johnny Depp', 'Johnny Depp and Amber Heard', 'Amber Heard Aquaman', 'Amber Heard Aquaman 2', 'Amber Heard lawsuit', 'Johnny Depp lawsuit', 'Aquaman', 'Aquaman 2', 'Pirates 6', 'Pirates of the Caribbean', 'Pirates of the Caribbean 6', 'Johnny Depp Pirates of the Caribbean 6', 'Johnny Depp Pirates of the Caribbean', 'JusticeForJohnny', 'Justice for Johnny', 'New Warriors', 'Marvel New Warriors', 'Marvel']",24,none,Amber Heard is depressed!? Gotta believe her and not mean ol' Johnny!,"The main stream media is now forced to show the truth, that Johnny Depp is not the monster Amber Heard made him out to be!

Upgrade to a Ridge Wallet and get 10% off with free worldwide shipping by using this link. Remember to use the code FLASH
Here is the link: https://www.ridgewallet.com/?utm_source=referral&utm_medium=FLASH

Check out my store! 
https://teespring.com/stores/yellowflash-merch

Check out my Patreon! 
https://www.patreon.com/yellowflashcomics
Check out my Twitch! 
https://www.twitch.tv/yellowflashcomics
Follow me on Twitter!
@yellowflashguy
#justiceforjohnny #johnnydepp #amberheard   Johnny Depp Pirates of the Caribbean",,PT7M12S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,121969,5200,0,915,
youtube#video,HhIWpyFodVR680-fL3SjCghTm7k,lorq8fVaD28,2021-08-05T15:28:33Z,UCRWauV8jYnFsa259py09OXw,Goin’ Deep Show 1816,"Kid and Kleen dive straight onto the Trevor Bauer story, bring up Bill Cosby being released, Hottie Amber Heard squirting out a child and of course its Midgetfest 2021 for Mr. Kleen. Kleen suggests we get payed to spank off so we can buy new cars. Listen in. Go Deep. 

 DETAILED TIMELINE 

 1:00 Personal time - hit thegds.com

 2:00 Availability of episodes

 3:00 Pay yourself to masturbate

 4:00 The bush brothers

 5:00 MLB fucked up athletes

 6:00 He’s a stud pitcher

 7:00 Kleen blew his shoulder out masturbating

 8:00 Masturbation right handed

 9:00 Feel pleasure then I won’t

 10:00 He said he’s innocent still

 11:00 Blind Cosby 

 12:00 Day full of disappointments 

 13:00 I have a friend named Bill

 14:00 She is the bar that sets the hot crazy matrix 

 15:00 Amber Heard gives birth 

 16:00 NBA - Anal-ist

 17:00 Steamy bondage fest 

 18:00 Why would I want to fuck those disgusting things 

 19:00 Final Words -  

 Go Deep.",https://i.ytimg.com/vi/lorq8fVaD28/default.jpg,120,90,https://i.ytimg.com/vi/lorq8fVaD28/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lorq8fVaD28/hqdefault.jpg,480,360,https://i.ytimg.com/vi/lorq8fVaD28/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/lorq8fVaD28/maxresdefault.jpg,1280.0,720.0,Goin' Deep,"['kid', 'kleen']",24,none,Goin’ Deep Show 1816,"Kid and Kleen dive straight onto the Trevor Bauer story, bring up Bill Cosby being released, Hottie Amber Heard squirting out a child and of course its Midgetfest 2021 for Mr. Kleen. Kleen suggests we get payed to spank off so we can buy new cars. Listen in. Go Deep. 

 DETAILED TIMELINE 

 1:00 Personal time - hit thegds.com

 2:00 Availability of episodes

 3:00 Pay yourself to masturbate

 4:00 The bush brothers

 5:00 MLB fucked up athletes

 6:00 He’s a stud pitcher

 7:00 Kleen blew his shoulder out masturbating

 8:00 Masturbation right handed

 9:00 Feel pleasure then I won’t

 10:00 He said he’s innocent still

 11:00 Blind Cosby 

 12:00 Day full of disappointments 

 13:00 I have a friend named Bill

 14:00 She is the bar that sets the hot crazy matrix 

 15:00 Amber Heard gives birth 

 16:00 NBA - Anal-ist

 17:00 Steamy bondage fest 

 18:00 Why would I want to fuck those disgusting things 

 19:00 Final Words -  

 Go Deep.",,PT20M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2,1,0,3,
youtube#video,gdGjLNx-8dTlDttqgoRKWYxkghw,LYCi3EYPKYs,2020-12-08T02:52:53Z,UCbuoY5QST59i2EB9bm2sE1Q,Innocent until proven Guilty,Chel tells Nick and Colton about all the Johnny Depp and Amber Heard drama. Nick poops while fishing. Colton talks about the time he went to Olive Garden for his birthday. Chel looses her dignity on a hike. Logan makes a small guest appearance to tell his side of the story.,https://i.ytimg.com/vi/LYCi3EYPKYs/default.jpg,120,90,https://i.ytimg.com/vi/LYCi3EYPKYs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LYCi3EYPKYs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LYCi3EYPKYs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/LYCi3EYPKYs/maxresdefault.jpg,1280.0,720.0,Thots with Chel Podcast,,22,none,Innocent until proven Guilty,Chel tells Nick and Colton about all the Johnny Depp and Amber Heard drama. Nick poops while fishing. Colton talks about the time he went to Olive Garden for his birthday. Chel looses her dignity on a hike. Logan makes a small guest appearance to tell his side of the story.,,PT43M20S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,8,1,0,0,
youtube#video,Z1ttPQXhObBjlmZzkhunE_5nDck,n66O28BOvGo,2021-06-10T15:15:06Z,UC-lZTlG05ETwyjDS1JQCv3w,"""JOHNNY'S INNOCENT!"" THIS MADE Raven Symone Support Johnny Depp | Celebrity Craze","THIS MADE Raven Symone Supports Johnny Depp | Celebrity Craze

#AmberHeardJail​ #AmberHeard​ #AmberHeardCourt​ #JusticeForJohnny #JusticeforJohnnyDepp
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/n66O28BOvGo/default.jpg,120,90,https://i.ytimg.com/vi/n66O28BOvGo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/n66O28BOvGo/hqdefault.jpg,480,360,,,,,,,Celebrity Craze,"['celebrity craze', 'celebrity', 'amber heard', 'amber heard raven symone', 'binge watch', 'bingewatch', 'celebrity breaking news', 'latest celebrity', 'celeb news', 'johnny depp', 'amber heard johnny depp', 'johnny depp interview', 'amber heard johnny depp fight video', 'amber heard interview', 'amber heard channel', 'johnny depp news', 'johnny depp fired', 'johnny depp appeal', 'johnny depp amber heard', 'depp heard', 'amber heard fired', 'justice for johnny depp', 'viral vision', 'the umbrella guy', 'crazed culture']",24,none,"""JOHNNY'S INNOCENT!"" THIS MADE Raven Symone Support Johnny Depp | Celebrity Craze","THIS MADE Raven Symone Supports Johnny Depp | Celebrity Craze

#AmberHeardJail​ #AmberHeard​ #AmberHeardCourt​ #JusticeForJohnny #JusticeforJohnnyDepp
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",en-US,PT8M15S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1661,93,0,11,en-US
youtube#video,TzK0eh_K9wCusQHhzA8dqjRRd4A,n7Sk1zHUmVg,2020-02-16T12:12:46Z,UCINkiRtGr7SN-6O-bO9xXfw,Sex scene .18+🔞   LONDON FIELDS _Official _Trailer _2018 | Amber Heard | Thriller Mystery Movie720p,Sex scene .18+🔞   LONDON FIELDS Official Trailer 2018 | Amber Heard | .if you want to see more videos from Hollywood trailer so please subscribe 🙏 our channel for more videos.,https://i.ytimg.com/vi/n7Sk1zHUmVg/default.jpg,120,90,https://i.ytimg.com/vi/n7Sk1zHUmVg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/n7Sk1zHUmVg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/n7Sk1zHUmVg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/n7Sk1zHUmVg/maxresdefault.jpg,1280.0,720.0,Hollywood Trailer,,22,none,Sex scene .18+🔞   LONDON FIELDS _Official _Trailer _2018 | Amber Heard | Thriller Mystery Movie720p,Sex scene .18+🔞   LONDON FIELDS Official Trailer 2018 | Amber Heard | .if you want to see more videos from Hollywood trailer so please subscribe 🙏 our channel for more videos.,,PT2M10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,8605,11,0,1,
youtube#video,RVhmViK7wU433cZO1CSvt_rYCh8,UZGvBwam-bQ,2020-07-29T02:39:32Z,UCBuZpRzNypzNMINEMw3dlRA,Amber Heard Is NOT Innocent,#justiceforjohnnydepp #johnnydepp,https://i.ytimg.com/vi/UZGvBwam-bQ/default.jpg,120,90,https://i.ytimg.com/vi/UZGvBwam-bQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UZGvBwam-bQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/UZGvBwam-bQ/sddefault.jpg,640.0,480.0,,,,Illusionist Rebel,,24,none,Amber Heard Is NOT Innocent,#justiceforjohnnydepp #johnnydepp,,PT2M39S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,92,8,0,2,
youtube#video,KEf0axynVMcKH6OPbmDjRWeVJXg,vwZLr7Zgw5k,2021-09-04T12:15:06Z,UC-lZTlG05ETwyjDS1JQCv3w,Johnny Depp's Huge Wins Makes Amber Heard SALTY - Heard's Lawyers ARE Angry | Celebrity Craze,"Johnny Depp's Huge Wins Makes Amber Heard SALTY - Heard's Lawyers ARE Angry | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/vwZLr7Zgw5k/default.jpg,120,90,https://i.ytimg.com/vi/vwZLr7Zgw5k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vwZLr7Zgw5k/hqdefault.jpg,480,360,,,,,,,Celebrity Craze,"['celebrity craze', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'information overload', 'entertainment news', 'that umbrella guy', 'thatumbrellaguy', 'hollywood life', ""Johnny Depp's Huge Wins Makes Amber Heard SALTY - Heard's Lawyers ARE Angry"", 'justice for johnny depp', 'johnny depp and amber heard', 'depp the sun', 'johnny depp interview', 'amber heard apology']",24,none,Johnny Depp's Huge Wins Makes Amber Heard SALTY - Heard's Lawyers ARE Angry | Celebrity Craze,"Johnny Depp's Huge Wins Makes Amber Heard SALTY - Heard's Lawyers ARE Angry | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",en-US,PT8M3S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,578,37,0,10,en-US
