kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage,contentDetails.contentRating.ytRating
youtube#video,n5wY-2ZZx9iCEphaxRfexZJ2Ivo,3CpnXOZSJjc,2020-11-03T08:11:09Z,UCM4EiYYLHxe2tKskcFMRaTA,The King Stream #5 Johnny Depp LOSES! British Court backs up The Sun and Amber Heard,"Johnny Depp just lost his libal case against The Sun and thus gives Amber Heard the woman that shat in his bed, cut his finger off, and then accused the actor of abusing her the chance to look a stunning and brave QUEEN! Lets just chill and discuss The King Stream. 

Like comment and subscribe 
#johnnydepp 
#amberheard 
#metoo",https://i.ytimg.com/vi/3CpnXOZSJjc/default.jpg,120,90,https://i.ytimg.com/vi/3CpnXOZSJjc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3CpnXOZSJjc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3CpnXOZSJjc/sddefault.jpg,640,480,https://i.ytimg.com/vi/3CpnXOZSJjc/maxresdefault.jpg,1280.0,720.0,Ruby King,24,none,The King Stream #5 Johnny Depp LOSES! British Court backs up The Sun and Amber Heard,"Johnny Depp just lost his libal case against The Sun and thus gives Amber Heard the woman that shat in his bed, cut his finger off, and then accused the actor of abusing her the chance to look a stunning and brave QUEEN! Lets just chill and discuss The King Stream. 

Like comment and subscribe 
#johnnydepp 
#amberheard 
#metoo",PT1H34M34S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,19,1,0,6,,,
youtube#video,vWAClVUH9VCQAmLB2fQQHibxGDk,A_QBUbM38xM,2021-06-22T16:45:28Z,UCOPqUDvaX8EPwQkiNo7tKrQ,Amber Heard Loses Control on TV! *Part 1* #Shorts,,https://i.ytimg.com/vi/A_QBUbM38xM/default.jpg,120,90,https://i.ytimg.com/vi/A_QBUbM38xM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/A_QBUbM38xM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/A_QBUbM38xM/sddefault.jpg,640,480,https://i.ytimg.com/vi/A_QBUbM38xM/maxresdefault.jpg,1280.0,720.0,Viral Vision Shorts,22,none,Amber Heard Loses Control on TV! *Part 1* #Shorts,,PT33S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1451,13,0,1,"['#JohnnyDepp', '#Depp', '#AmberHeard', '#CelebrityMoments', '#CelebrityMomentsGoneBad', '#EmbarrasingMoments', '#EmbarrasingCelebrityMoments', '#RealityTV', '#RealityTVGoneBad', '#EmbarrasingRealityTV', '#CaughtOnCameraShorts', '#ViralVision', '#ViralVisionShorts']",,
youtube#video,qO2SVZpBZ0UBL6GQlB9cb0Io5G8,BK0rbzLk0YI,2019-02-07T20:00:02Z,UCWOA1ZGywLbqmigxE4Qlvuw,Walk. Ride. Rodeo. | Official Trailer [HD] | Netflix,"Amberley Snyder (Spencer Locke)’s dreams of a college scholarship and pro rodeo career are brought to a halt when she's involved in a devastating accident. Now unable to use her legs, she refuses to give up on her dreams and instead decides to fight her way back into competitive barrel racing. Based on the incredible true story, Walk. Ride. Rodeo co-stars Missi Pyle, Bailey Chase, Sherri Shepherd, and Max Ehrich.

Watch Walk. Ride. Rodeo. only on Netflix: https://www.netflix.com/title/80995799

SUBSCRIBE: http://bit.ly/29qBUt7

About Netflix:
Netflix is the world's leading internet entertainment service with 130 million memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.

Connect with Netflix Online:
Visit Netflix WEBSITE: http://nflx.it/29BcWb5
Like Netflix Kids on FACEBOOK: http://bit.ly/NetflixFamily
Like Netflix on FACEBOOK: http://bit.ly/29kkAtN
Follow Netflix on TWITTER: http://bit.ly/29gswqd
Follow Netflix on INSTAGRAM: http://bit.ly/29oO4UP
Follow Netflix on TUMBLR: http://bit.ly/29kkemT

Walk. Ride. Rodeo. | Official Trailer [HD] | Netflix
http://youtube.com/netflix",https://i.ytimg.com/vi/BK0rbzLk0YI/default.jpg,120,90,https://i.ytimg.com/vi/BK0rbzLk0YI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BK0rbzLk0YI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/BK0rbzLk0YI/sddefault.jpg,640,480,https://i.ytimg.com/vi/BK0rbzLk0YI/maxresdefault.jpg,1280.0,720.0,Netflix,24,none,Walk. Ride. Rodeo. | Official Trailer [HD] | Netflix,"Amberley Snyder (Spencer Locke)’s dreams of a college scholarship and pro rodeo career are brought to a halt when she's involved in a devastating accident. Now unable to use her legs, she refuses to give up on her dreams and instead decides to fight her way back into competitive barrel racing. Based on the incredible true story, Walk. Ride. Rodeo co-stars Missi Pyle, Bailey Chase, Sherri Shepherd, and Max Ehrich.

Watch Walk. Ride. Rodeo. only on Netflix: https://www.netflix.com/title/80995799

SUBSCRIBE: http://bit.ly/29qBUt7

About Netflix:
Netflix is the world's leading internet entertainment service with 130 million memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.

Connect with Netflix Online:
Visit Netflix WEBSITE: http://nflx.it/29BcWb5
Like Netflix Kids on FACEBOOK: http://bit.ly/NetflixFamily
Like Netflix on FACEBOOK: http://bit.ly/29kkAtN
Follow Netflix on TWITTER: http://bit.ly/29gswqd
Follow Netflix on INSTAGRAM: http://bit.ly/29oO4UP
Follow Netflix on TUMBLR: http://bit.ly/29kkemT

Walk. Ride. Rodeo. | Official Trailer [HD] | Netflix
http://youtube.com/netflix",PT2M36S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,608692,4998,0,376,"['Netflix', 'Trailer', 'Netflix Original Series', 'Netflix Series', 'television', 'movies', 'streaming', 'movies online', 'television online', 'documentary', 'comedy', 'drama', '08282016NtflxUSCAN', 'watch movies', 'wrrmt', 'Amberley Snyder', 'True Story', 'Rodeo', 'Barrel Racing', 'Family', 'Love', 'Faith', 'Country Music', 'universal pictures', 'the rider', 'movie clips', 'tv spot', 'official trailer', 'bella thorne', 'ride trailer', 'bull riding', 'the longest ride', 'ride along', 'film festival', 'trailers hd', 'new trailers', 'jessie t. usher']",en,
youtube#video,AunQ6W-6nVvS7beJFyOQjVJznrg,FRNiDOeuTvI,2021-06-22T21:20:11Z,UCOPqUDvaX8EPwQkiNo7tKrQ,Amber Heard Loses Control on TV *Part 2* #Shorts,,https://i.ytimg.com/vi/FRNiDOeuTvI/default.jpg,120,90,https://i.ytimg.com/vi/FRNiDOeuTvI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FRNiDOeuTvI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FRNiDOeuTvI/sddefault.jpg,640,480,https://i.ytimg.com/vi/FRNiDOeuTvI/maxresdefault.jpg,1280.0,720.0,Viral Vision Shorts,22,none,Amber Heard Loses Control on TV *Part 2* #Shorts,,PT42S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,523,9,0,4,"['#AmberHeard', '#Amber', '#Heard', '#CelebrityMoments', '#CelebrityInterviewsGoneBad', '#CelebrityMomentsGoneBad', '#CelebrityInterviews', '#CaughtOnCameraShorts', '#ViralVision', '#ViralVisionShorts']",,
youtube#video,6wKc3M5_64gDzPA9XyTWwhmQCC4,J8sOwNz7-bI,2021-03-25T19:56:03Z,UCImmd6AO8L9zUniu_oc9QJA,Johnny Depp loses 'wife beater' appeal: UK court rules against actor,"Johnny Depp Latest news #amberhead

 Appeal,Johnny Depp,johnny depp,amber heard,the sun,johnny depp amber heard,#amberheard johnny deppJohnny Depp Loses Libel Suit Appeal
Please like and subscribe to my channel and click the bell icon for new video updates.""  Stay home, save lives.  Disclaimer: Copyright Disclaimer Under Article 107 of the Copyright Act 1976, an allowance is allocated for ""fair use"" for purposes such as criticism, commentary, news reporting, teaching, scholarship, and research.  Fair use is a use permitted under copyright law that may be infringing.  Advice for non-profit, educational, or personal use The balance in favor of fair use
Johnny Depp Loses Libel Suit Appeal,Johnny Depp,johnny depp,amber heard,the sun,johnny depp amber heard,amber heard johnny depp
قناة اخترنا لك أعمال فنية وطبيخ وأنشطة منزلية وانشطة مدرسية وديكورات وصفات اكلات واخر الأخبار وفقرة دينية ومنوعات وخياطة وكذلك شرح مواد تجارية لطلبة المدارس الفنية التجارية",https://i.ytimg.com/vi/J8sOwNz7-bI/default.jpg,120,90,https://i.ytimg.com/vi/J8sOwNz7-bI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/J8sOwNz7-bI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/J8sOwNz7-bI/sddefault.jpg,640,480,,,,اخترنا لك,24,none,Johnny Depp loses 'wife beater' appeal: UK court rules against actor,"Johnny Depp Latest news #amberhead

 Appeal,Johnny Depp,johnny depp,amber heard,the sun,johnny depp amber heard,#amberheard johnny deppJohnny Depp Loses Libel Suit Appeal
Please like and subscribe to my channel and click the bell icon for new video updates.""  Stay home, save lives.  Disclaimer: Copyright Disclaimer Under Article 107 of the Copyright Act 1976, an allowance is allocated for ""fair use"" for purposes such as criticism, commentary, news reporting, teaching, scholarship, and research.  Fair use is a use permitted under copyright law that may be infringing.  Advice for non-profit, educational, or personal use The balance in favor of fair use
Johnny Depp Loses Libel Suit Appeal,Johnny Depp,johnny depp,amber heard,the sun,johnny depp amber heard,amber heard johnny depp
قناة اخترنا لك أعمال فنية وطبيخ وأنشطة منزلية وانشطة مدرسية وديكورات وصفات اكلات واخر الأخبار وفقرة دينية ومنوعات وخياطة وكذلك شرح مواد تجارية لطلبة المدارس الفنية التجارية",PT1M21S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,31,2,0,3,"['Johnny Depp', 'amber heard', 'amber heard johnny depp', 'johnny depp amber heard', 'the sun', 'Johnny Depp Latest news', 'Johnny Depp U.K cases', 'Gal Gadot', 'ben affleck', 'gal gadot', 'City of lies', 'bindi irwin']",ar,
youtube#video,lyWRQU8Tp5670HeKfWgYd3h-pB8,JOImU9DRiOw,2020-11-13T23:32:31Z,UC96TR61djHOWyLsoOeeZoaw,"If Johnny Depp Loses Fantastic Beasts, Amber Heard Loses Aquaman","Clip taken from the Cortright Cast. A weekly podcast about movies, books, writing, and pop culture, living on Alex's main channel: https://www.youtube.com/channel/UCNU2oqvRAs_aE00SmDG_Dng
Podcast: https://www.buzzsprout.com/939238
Twitter: https://twitter.com/Alex_Cortright
Blog: https://alexcortright.wordpress.com/",https://i.ytimg.com/vi/JOImU9DRiOw/default.jpg,120,90,https://i.ytimg.com/vi/JOImU9DRiOw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JOImU9DRiOw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JOImU9DRiOw/sddefault.jpg,640,480,https://i.ytimg.com/vi/JOImU9DRiOw/maxresdefault.jpg,1280.0,720.0,The Cortright Cast,22,none,"If Johnny Depp Loses Fantastic Beasts, Amber Heard Loses Aquaman","Clip taken from the Cortright Cast. A weekly podcast about movies, books, writing, and pop culture, living on Alex's main channel: https://www.youtube.com/channel/UCNU2oqvRAs_aE00SmDG_Dng
Podcast: https://www.buzzsprout.com/939238
Twitter: https://twitter.com/Alex_Cortright
Blog: https://alexcortright.wordpress.com/",PT10M10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,14,0,0,0,"['alex cortright', 'jonathan cortright', 'johnny depp', 'amber heard', 'court case', 'abuse', 'film', 'movie', 'news', 'fantastic beasts', 'jk rowling', 'harry potter', 'aquaman 2']",en-US,
youtube#video,3o46I7D76V872m7405e4t6jnMjM,QJYF2mF9U9Y,2020-11-02T13:34:36Z,UCOsgq0tFqNQOD5koDr9sV_w,Johnny Depp LOSES Case Against Amber Heard,"#TheSun #JohnnyDepp #AmberHeard

Parler: https://parler.com/profile/Arthemesia/posts

DLive: https://dlive.tv/Arthemesia

YouTube Music Channel:

https://www.youtube.com/channel/UCU4KDBmUap2MqrYscIrLcww

YouTube Gaming Channel:

https://www.youtube.com/channel/UCUx8nS10HLRM6oMUeRFBKWQ

Gab:

https://gab.ai/Arthemesia


Minds:

https://www.minds.com/arthemesia


Bitchute:

https://www.bitchute.com/channel/XxoD9PfawsaC/



If you all are feeling generous, here is a donate button (:

https://streamlabs.com/arthemesia",https://i.ytimg.com/vi/QJYF2mF9U9Y/default.jpg,120,90,https://i.ytimg.com/vi/QJYF2mF9U9Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QJYF2mF9U9Y/hqdefault.jpg,480,360,https://i.ytimg.com/vi/QJYF2mF9U9Y/sddefault.jpg,640,480,,,,Arthemesia,24,none,Johnny Depp LOSES Case Against Amber Heard,"#TheSun #JohnnyDepp #AmberHeard

Parler: https://parler.com/profile/Arthemesia/posts

DLive: https://dlive.tv/Arthemesia

YouTube Music Channel:

https://www.youtube.com/channel/UCU4KDBmUap2MqrYscIrLcww

YouTube Gaming Channel:

https://www.youtube.com/channel/UCUx8nS10HLRM6oMUeRFBKWQ

Gab:

https://gab.ai/Arthemesia


Minds:

https://www.minds.com/arthemesia


Bitchute:

https://www.bitchute.com/channel/XxoD9PfawsaC/



If you all are feeling generous, here is a donate button (:

https://streamlabs.com/arthemesia",PT10M42S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,564,46,0,24,"['Johnny', 'Depp', 'Amber', 'Heard', 'UK', 'The', 'Sun', 'Court', 'Case', 'Defamation', 'Lost', 'Lose', 'Loser', 'The Sun']",,
youtube#video,QJoqAyhKlScH6vLl75lj5SxVFXc,r72s-z_K-TY,2021-03-25T14:21:59Z,UCaPuBTFr5KtpeBLFJ4J9JIw,JOHNNY DEPP LOSES HIGH COURT RULING TO APPEAL AGAINST BEATING EX WIFE AMBER HEARD!,,https://i.ytimg.com/vi/r72s-z_K-TY/default.jpg,120,90,https://i.ytimg.com/vi/r72s-z_K-TY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/r72s-z_K-TY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/r72s-z_K-TY/sddefault.jpg,640,480,,,,THE GREAT TRUTH AND RIGHTS TV,22,none,JOHNNY DEPP LOSES HIGH COURT RULING TO APPEAL AGAINST BEATING EX WIFE AMBER HEARD!,,PT9M53S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,34,4,0,0,,,ytAgeRestricted
youtube#video,I0IiChsV0vQSBI09JvHjy5sINOo,U7p942v9Ews,2020-02-24T02:43:41Z,UCEOtZuVe8emWLKRzJIkzVow,Birds of Prey Loses Money / Amber Heard Lies Exposed & Much More!,"The Quartering Daily Podcast 2/18/2020

The Eternals - 00:00
Birds of Prey - 15:24
Amber Heard - 28:07
Sonic - 39:18",https://i.ytimg.com/vi/U7p942v9Ews/default.jpg,120,90,https://i.ytimg.com/vi/U7p942v9Ews/mqdefault.jpg,320,180,https://i.ytimg.com/vi/U7p942v9Ews/hqdefault.jpg,480,360,https://i.ytimg.com/vi/U7p942v9Ews/sddefault.jpg,640,480,https://i.ytimg.com/vi/U7p942v9Ews/maxresdefault.jpg,1280.0,720.0,QuarterCast,24,none,Birds of Prey Loses Money / Amber Heard Lies Exposed & Much More!,"The Quartering Daily Podcast 2/18/2020

The Eternals - 00:00
Birds of Prey - 15:24
Amber Heard - 28:07
Sonic - 39:18",PT54M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1688,128,0,22,,,
youtube#video,7_iC7jgtOS992qQhQSbk6fLsXdU,vKE3ZCrubEg,2022-01-01T23:57:53Z,UCwGlm39Njj5F62tb2K9tvhA,Take up your cross | Arise With Amber (EP20),"Originally released in 2020 on my family channel, The Smiths. 
Visit the River Kelly Fund Website here► https://www.riverkellyfund.org/
New Arise With Amber episodes launch every Sunday at 8am CST!
My Etsy shop ► https://etsy.me/2CHdZFH
Songs of worship I listen to ► https://open.spotify.com/playlist/61O...
Tickets to Granger's Tour► https://GrangerSmith.com/tour
Shop NEW Yee Yee Apparel ► https://YeeYee.com

PO Box if you'd like to send us or the kids something:
The Smiths
4500 Williams Drive
Ste 212 - PMP 304
Georgetown, TX 78633

Our Other Youtube Channels:
New Smiths episodes launch every Tuesday and Thursday at 6pm CST!
Subscribe to my family channel here ▶ http://youtube.com/TheSmithsTV
Granger's Music Channel► https://youtube.com/GrangerSmithMusic
Yee Yee Life► https://youtube.com/yeeyeelife

TALK TO ME ON SOCIAL MEDIA :
AMBER'S:
Instagram► https://instagram.com/amberemilysmith

About this channel: Welcome to my channel. I'm Amber Smith. My husband Granger and I live on a little farm in central Texas with lots of animals and our beautiful, super funny kiddos. We have London, Lincoln, River (who is now with Jesus) and Maverick. This channel is a spin off of our family vlog The Smiths. 

I started Arise, when we lost our son, to share my feelings of loss, grief, love, hope, parenting and my faith journey along the way. We comb through scripture, I share what the Lord puts on my heart, I answer questions and more. My hope through Arise is that something I say makes you want to seek Jesus. He changed my life and my heart when I was in my 30s and I've been sharing the good news ever since. 

Life is hard but God is so good. I pray you are encouraged each week. Make sure you subscribe and hit the notification bell so you don't miss any videos! I can't wait to see you Sunday mornings at 8am central! Welcome to Arise! You are chosen!",https://i.ytimg.com/vi/vKE3ZCrubEg/default.jpg,120,90,https://i.ytimg.com/vi/vKE3ZCrubEg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vKE3ZCrubEg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/vKE3ZCrubEg/sddefault.jpg,640,480,https://i.ytimg.com/vi/vKE3ZCrubEg/maxresdefault.jpg,1280.0,720.0,Amber Emily Smith,22,none,Take up your cross | Arise With Amber (EP20),"Originally released in 2020 on my family channel, The Smiths. 
Visit the River Kelly Fund Website here► https://www.riverkellyfund.org/
New Arise With Amber episodes launch every Sunday at 8am CST!
My Etsy shop ► https://etsy.me/2CHdZFH
Songs of worship I listen to ► https://open.spotify.com/playlist/61O...
Tickets to Granger's Tour► https://GrangerSmith.com/tour
Shop NEW Yee Yee Apparel ► https://YeeYee.com

PO Box if you'd like to send us or the kids something:
The Smiths
4500 Williams Drive
Ste 212 - PMP 304
Georgetown, TX 78633

Our Other Youtube Channels:
New Smiths episodes launch every Tuesday and Thursday at 6pm CST!
Subscribe to my family channel here ▶ http://youtube.com/TheSmithsTV
Granger's Music Channel► https://youtube.com/GrangerSmithMusic
Yee Yee Life► https://youtube.com/yeeyeelife

TALK TO ME ON SOCIAL MEDIA :
AMBER'S:
Instagram► https://instagram.com/amberemilysmith

About this channel: Welcome to my channel. I'm Amber Smith. My husband Granger and I live on a little farm in central Texas with lots of animals and our beautiful, super funny kiddos. We have London, Lincoln, River (who is now with Jesus) and Maverick. This channel is a spin off of our family vlog The Smiths. 

I started Arise, when we lost our son, to share my feelings of loss, grief, love, hope, parenting and my faith journey along the way. We comb through scripture, I share what the Lord puts on my heart, I answer questions and more. My hope through Arise is that something I say makes you want to seek Jesus. He changed my life and my heart when I was in my 30s and I've been sharing the good news ever since. 

Life is hard but God is so good. I pray you are encouraged each week. Make sure you subscribe and hit the notification bell so you don't miss any videos! I can't wait to see you Sunday mornings at 8am central! Welcome to Arise! You are chosen!",PT30M47S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,242,59,0,5,"['amber emily smith', 'amberemilysmith', 'arise with amber', 'arisewithamber', 'youarechosen', 'sunday devotional', 'God is good', 'healing through grief', 'hope in suffering', 'Jesus is Lord', 'how to be saved', 'God loves you', 'theology', 'learning faith', 'christian videos', 'hope in the dark', 'learning the bible', 'the smiths', 'yee yee', 'granger smith', 'coffee and devotions', 'God is real', 'heaven is for real', 'reformed christian', 'born again', 'saved by grace', 'armor of God', 'john piper', 'john macarthur', 'rc sproul']",,
