kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultAudioLanguage,contentDetails.regionRestriction.blocked
youtube#video,LD5TM54S-0dbfXvL-u657gfuCnA,-qgS0IIwAkk,2011-07-18T11:48:44Z,UCGyudXRwZwfHgk1vNyR2zhg,John Carpenter's The Ward | Trailer deutsch / german Full-HD 1080p,"John Carpenter's The Ward | Trailer deutsch / german Full-HD 1080p
Kinostart 29.09.2011

Völlig verstört wird Kristen (AMBER HEARD) in eine psychiatrische Klinik eingeliefert. Die junge, desorientierte Frau kann sich an nichts erinnern -- auch nicht daran, dass sie ein altes Farmhaus in Brand gesetzt haben soll. In der abgeschieden im ländlichen amerikanischen Nordwesten gelegenen Anstalt versucht Dr. Stringer (JARED HARRIS) in einem speziellen Programm, Kristens psychische Barriere zu durchdringen, ihr, wie auch vier jungen Mitpatientinnen, zu helfen. Doch Kristens mentaler Zustand scheint sich nur zu verschlechtern. Nachts, in den düsteren Gängen der vermeintlich sicheren Zuflucht, glaubt Kristen eine Erscheinung wahrzunehmen. Ein Phantom, das sie keine Ruhe finden lässt, in den Augen des Klinikpersonals aber nur in ihrer Einbildung existiert.
Verzweifelt versucht Kristen, Erklärungen für das gespenstische Phänomen zu finden. Was sie entdeckt, lässt ihr das Blut in den Adern gefrieren. Um sich und andere retten zu können, bleibt nur die Flucht. Denn in der Klinik geht der Tod um und sorgt dafür, dass niemand sie je lebend verlässt...

Immer informiert sein was ins Kino kommt:
Abonnieren: http://tinyurl.com/KinotrailerDEabo
Facebook: http://facebook.com/KinotrailerDE
Twitter: http://twitter.com/KinotrailerDE
Blog: http://kinotrailerde.blogspot.com/


John Carpenter, der Fürst der Finsternis, ist zurück. Der Kultregisseur, der mit Filmen wie HALLOWEEN -- DIE NACHT DES GRAUENS oder DAS DING AUS EINER ANDEREN WELT das Horrorgenre dominiert, erweist sich erneut als Großmeister des Terrors. Sein neuer Film THE WARD vereint Psychothriller und Hochspannungsschocker, erfahrene Charakterdarsteller wie Jared Harris (DER SELTSAME FALL DES BENJAMIN BUTTON, NATURAL BORN KILLERS) und talentierte Jungstars. Als kämpferische Heldin glänzt Amber Heard (RUM DIARY, ZOMBIELAND), unterstützt von Lyndsy Fonseca (KICK-ASS, HOW I MET YOUR MOTHER), Danielle Panabaker (FREITAG DER 13., MR. BROOKS -- DER MÖRDER IN DIR) und Mamie Gummer (TAKING WOODSTOCK, STOP-LOSS).",https://i.ytimg.com/vi/-qgS0IIwAkk/default.jpg,120,90,https://i.ytimg.com/vi/-qgS0IIwAkk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-qgS0IIwAkk/hqdefault.jpg,480,360,KinotrailerDE,"['John', ""Carpenter's"", 'The', 'Ward', 'Trailer', 'deutsch', 'german', 'Full-HD', '1080p', 'john', 'trailer', 'official']",1,none,John Carpenter's The Ward | Trailer deutsch / german Full-HD 1080p,"John Carpenter's The Ward | Trailer deutsch / german Full-HD 1080p
Kinostart 29.09.2011

Völlig verstört wird Kristen (AMBER HEARD) in eine psychiatrische Klinik eingeliefert. Die junge, desorientierte Frau kann sich an nichts erinnern -- auch nicht daran, dass sie ein altes Farmhaus in Brand gesetzt haben soll. In der abgeschieden im ländlichen amerikanischen Nordwesten gelegenen Anstalt versucht Dr. Stringer (JARED HARRIS) in einem speziellen Programm, Kristens psychische Barriere zu durchdringen, ihr, wie auch vier jungen Mitpatientinnen, zu helfen. Doch Kristens mentaler Zustand scheint sich nur zu verschlechtern. Nachts, in den düsteren Gängen der vermeintlich sicheren Zuflucht, glaubt Kristen eine Erscheinung wahrzunehmen. Ein Phantom, das sie keine Ruhe finden lässt, in den Augen des Klinikpersonals aber nur in ihrer Einbildung existiert.
Verzweifelt versucht Kristen, Erklärungen für das gespenstische Phänomen zu finden. Was sie entdeckt, lässt ihr das Blut in den Adern gefrieren. Um sich und andere retten zu können, bleibt nur die Flucht. Denn in der Klinik geht der Tod um und sorgt dafür, dass niemand sie je lebend verlässt...

Immer informiert sein was ins Kino kommt:
Abonnieren: http://tinyurl.com/KinotrailerDEabo
Facebook: http://facebook.com/KinotrailerDE
Twitter: http://twitter.com/KinotrailerDE
Blog: http://kinotrailerde.blogspot.com/


John Carpenter, der Fürst der Finsternis, ist zurück. Der Kultregisseur, der mit Filmen wie HALLOWEEN -- DIE NACHT DES GRAUENS oder DAS DING AUS EINER ANDEREN WELT das Horrorgenre dominiert, erweist sich erneut als Großmeister des Terrors. Sein neuer Film THE WARD vereint Psychothriller und Hochspannungsschocker, erfahrene Charakterdarsteller wie Jared Harris (DER SELTSAME FALL DES BENJAMIN BUTTON, NATURAL BORN KILLERS) und talentierte Jungstars. Als kämpferische Heldin glänzt Amber Heard (RUM DIARY, ZOMBIELAND), unterstützt von Lyndsy Fonseca (KICK-ASS, HOW I MET YOUR MOTHER), Danielle Panabaker (FREITAG DER 13., MR. BROOKS -- DER MÖRDER IN DIR) und Mamie Gummer (TAKING WOODSTOCK, STOP-LOSS).",PT1M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,17248,29,0,5,,,,,,,,
youtube#video,_E08xeIm3EixopK9H71z_48ZLbs,0KfZibWs6Rk,2011-10-27T17:12:45Z,UCr1Qy2yZM6zLg3Uw6n14uDQ,The Rum Diary - NY Premiere (3),The Rum Diary Johnny Depp Amber Heard Aaron Eckhart Giovanni Ribisi Richard Jenkins Bruce Robinson premiere,https://i.ytimg.com/vi/0KfZibWs6Rk/default.jpg,120,90,https://i.ytimg.com/vi/0KfZibWs6Rk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0KfZibWs6Rk/hqdefault.jpg,480,360,xlaudepp126,"['The', 'Rum', 'Diary', 'Johnny', 'Depp', 'Amber', 'Heard', 'Aaron', 'Eckhart', 'Giovanni', 'Ribisi', 'Richard', 'Jenkins', 'Bruce', 'Robinson', 'premiere', 'New York City']",22,none,The Rum Diary - NY Premiere (3),The Rum Diary Johnny Depp Amber Heard Aaron Eckhart Giovanni Ribisi Richard Jenkins Bruce Robinson premiere,PT1M48S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1080,5,0,0,,,,,,,,
youtube#video,aprlmhEb-uA3Xpuj73ZuLB-MpfE,0PQFzH4Pjgg,2013-12-26T12:03:48Z,UC26jrxZcA4-Zx4Db6AiiogA,The Rum Diary star Amber Heard is snapped as she leaves the vintage clothes store D,The Rum Diary star Amber Heard is snapped as she leaves the vintage clothes store Decades on Melrose Avenue Los Angeles after a shopping with a friend who accompanies her to her favourite muscle car her 1968 Ford Mustang. She is wearing her hair in a high bun with a bright pink zip up cotton dress teamed with leopard print plimsolls.The actress appears to be babysitting for a family member of friend as she is carrying a young boy in her arms as she rushes past the photographers who are asking persistent questions about her relationship with the recently divorced Hollywood superstar Johnny Depp.,https://i.ytimg.com/vi/0PQFzH4Pjgg/default.jpg,120,90,https://i.ytimg.com/vi/0PQFzH4Pjgg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0PQFzH4Pjgg/hqdefault.jpg,480,360,Achaicus Achan,['The Rum Diary'],27,none,The Rum Diary star Amber Heard is snapped as she leaves the vintage clothes store D,The Rum Diary star Amber Heard is snapped as she leaves the vintage clothes store Decades on Melrose Avenue Los Angeles after a shopping with a friend who accompanies her to her favourite muscle car her 1968 Ford Mustang. She is wearing her hair in a high bun with a bright pink zip up cotton dress teamed with leopard print plimsolls.The actress appears to be babysitting for a family member of friend as she is carrying a young boy in her arms as she rushes past the photographers who are asking persistent questions about her relationship with the recently divorced Hollywood superstar Johnny Depp.,PT26S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,514,2,0,,https://i.ytimg.com/vi/0PQFzH4Pjgg/sddefault.jpg,640.0,480.0,,,,,
youtube#video,sBPayxkhmU1G37IAmqnubwhoBUM,4MgR4gwfPjA,2011-10-01T16:01:46Z,UC6Q9YRD-oq5WZfFm12fWhYg,The Rum Diary - Passion [TV Spot],"The Rum Diary TV Spot ""Passion""
Director: Bruce Robinson
Cast: Johnny Depp, Amber Heard, Aaron Eckhart",https://i.ytimg.com/vi/4MgR4gwfPjA/default.jpg,120,90,https://i.ytimg.com/vi/4MgR4gwfPjA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4MgR4gwfPjA/hqdefault.jpg,480,360,TheStonesDeppfan,"['The', 'Rum', 'Diary', 'TV', 'Spot', 'Passion', 'Bruce', 'Robinson', 'Johnny', 'Depp', 'Aaron', 'Ekchart', 'Amber', 'Heard', 'USA', '2011']",23,none,The Rum Diary - Passion [TV Spot],"The Rum Diary TV Spot ""Passion""
Director: Bruce Robinson
Cast: Johnny Depp, Amber Heard, Aaron Eckhart",PT23S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,2245,13,0,2,https://i.ytimg.com/vi/4MgR4gwfPjA/sddefault.jpg,640.0,480.0,,,,,
youtube#video,clRrggYif5afTHk11j9gyvXUvRc,5gqTYXMkNBE,2011-11-14T18:59:19Z,UCOE2UXE3tVDkCarIfPWuGXA,The Rum Diary on Film 2011,"A featurette on The Rum Diary, including interviews with Johnny Depp, Amber Heard and Bruce Robinson",https://i.ytimg.com/vi/5gqTYXMkNBE/default.jpg,120,90,https://i.ytimg.com/vi/5gqTYXMkNBE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5gqTYXMkNBE/hqdefault.jpg,480,360,AmberLChat9,"['The Rum Diary (film)', 'Amber Heard', 'Johnny Depp', 'Bruce Robinson']",1,none,The Rum Diary on Film 2011,"A featurette on The Rum Diary, including interviews with Johnny Depp, Amber Heard and Bruce Robinson",PT2M52S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,7048,34,0,3,,,,,,,,
youtube#video,IaMxPd9UEP-cZl1vqsCwvCBovqE,8dMaiASm16Y,2016-02-07T08:00:23Z,UC0ELz8wa32z_VX-7F7dUCxA,Johnny Depp Reveals How He Fell in Love with Amber Heard: 'She Was in My Head',"When Johnny Depp met his wife, Amber Heard, for the first time, he knew they had something special. 

The couple, who just celebrated their one-year wedding anniversary, met on the set of 2011's The Rum Diary. And while there were definitely sparks between them while filming, Depp says it wasn't until after they parted ways that he realized how strong his feelings for her really were. 

""She was in my head, so I tracked her down,"" Depp, 52, said onstage at the 31st annual Santa Barbara International Film Festival on Thursday, where he was presented with the Maltin Modern Master Award for his accomplishments in the film industry.",https://i.ytimg.com/vi/8dMaiASm16Y/default.jpg,120,90,https://i.ytimg.com/vi/8dMaiASm16Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8dMaiASm16Y/hqdefault.jpg,480,360,vygahere,"['johnny depp', 'johnny depp and amber', 'johnny depp and amber heard', 'When Johnny Depp met his wife']",24,none,Johnny Depp Reveals How He Fell in Love with Amber Heard: 'She Was in My Head',"When Johnny Depp met his wife, Amber Heard, for the first time, he knew they had something special. 

The couple, who just celebrated their one-year wedding anniversary, met on the set of 2011's The Rum Diary. And while there were definitely sparks between them while filming, Depp says it wasn't until after they parted ways that he realized how strong his feelings for her really were. 

""She was in my head, so I tracked her down,"" Depp, 52, said onstage at the 31st annual Santa Barbara International Film Festival on Thursday, where he was presented with the Maltin Modern Master Award for his accomplishments in the film industry.",PT1M43S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,98,0,0,0,,,,,,,,
youtube#video,O4g_f0utV792Bkz2P1dVwyIYJk8,8fJNpDYPOSk,2011-10-26T20:29:14Z,UCXTcOUK4-Oy933BDO3DbXLQ,Amber Heard Working the Red Carpet at The Rum Diary Premiere,"Amber Heard plays Johnny Depp's love interest in The Rum Diary. She showed up last night to the New York premiere looking stunning in a floor-length, long-sleeved black dress.

Follow Hollywood.TV on Facebook @
facebook.com/hollywoodasithappens",https://i.ytimg.com/vi/8fJNpDYPOSk/default.jpg,120,90,https://i.ytimg.com/vi/8fJNpDYPOSk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8fJNpDYPOSk/hqdefault.jpg,480,360,Hollywood.TV,"['Amber Heard', 'the Rum Diary']",22,none,Amber Heard Working the Red Carpet at The Rum Diary Premiere,"Amber Heard plays Johnny Depp's love interest in The Rum Diary. She showed up last night to the New York premiere looking stunning in a floor-length, long-sleeved black dress.

Follow Hollywood.TV on Facebook @
facebook.com/hollywoodasithappens",PT1M30S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3015,7,0,2,https://i.ytimg.com/vi/8fJNpDYPOSk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8fJNpDYPOSk/maxresdefault.jpg,1280.0,720.0,,
youtube#video,cu9OYNDMLBLhAr4odfbNrCB2__c,8UUrwknylzE,2011-10-14T22:43:03Z,UCr1Qy2yZM6zLg3Uw6n14uDQ,The Rum Diary - LA Premiere,The Rum Diary Johnny Depp Amber Heard Aaron Eckhart Giovanni Ribisi Richard Jenkins Bruce Robinson premiere,https://i.ytimg.com/vi/8UUrwknylzE/default.jpg,120,90,https://i.ytimg.com/vi/8UUrwknylzE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8UUrwknylzE/hqdefault.jpg,480,360,xlaudepp126,"['The', 'Rum', 'Diary', 'Johnny', 'Depp', 'Amber', 'Heard', 'Aaron', 'Eckhart', 'Giovanni', 'Ribisi', 'Richard', 'Jenkins', 'Bruce', 'Robinson', 'premiere']",22,none,The Rum Diary - LA Premiere,The Rum Diary Johnny Depp Amber Heard Aaron Eckhart Giovanni Ribisi Richard Jenkins Bruce Robinson premiere,PT1M28S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,753,2,0,0,,,,,,,,
youtube#video,d_4xzvjfD9NjDK4ERjntYK3gpyo,AV5o7L4_DYU,2010-08-13T03:51:28Z,UCZHq110RoKAjHAfxgN-CTjg,The River Why - The Movie Trailer,"This is the trailer for the movie ""The River Why"", starring Zach Gilford, Amber Heard, Kathleen Quinlan, Dallas Roberts, William Devane and William Hurt. The feature length movie was completed in 2010 and is based on the acclaimed novel of the same name. Directed by Matthew Leutwyler. Produced by Kristi Denton Cohen and Peloton Productions in association with Ambush Entertainment and StopTime Productions. Script by Thomas A. Cohen and John Jay Osborn, Jr. Director of Photography: Crash.",https://i.ytimg.com/vi/AV5o7L4_DYU/default.jpg,120,90,https://i.ytimg.com/vi/AV5o7L4_DYU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AV5o7L4_DYU/hqdefault.jpg,480,360,Kristi Denton Cohen,"['The', 'River', 'Why', 'trailer', 'hollywood actor', 'film', 'director', 'showbiz', 'funny', 'actress', 'rivers', 'fishing', 'actors', 'adventure film', 'hollywood', 'widescreen', 'comedy', 'movie', 'movie film', 'high quality']",1,none,The River Why - The Movie Trailer,"This is the trailer for the movie ""The River Why"", starring Zach Gilford, Amber Heard, Kathleen Quinlan, Dallas Roberts, William Devane and William Hurt. The feature length movie was completed in 2010 and is based on the acclaimed novel of the same name. Directed by Matthew Leutwyler. Produced by Kristi Denton Cohen and Peloton Productions in association with Ambush Entertainment and StopTime Productions. Script by Thomas A. Cohen and John Jay Osborn, Jr. Director of Photography: Crash.",PT2M42S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,791450,756,0,94,,,,,,,,
youtube#video,rPc8Z9wx_ohmh8FJWV4I1rerJ2Q,b64HM1Hjty8,2011-11-16T17:03:51Z,UCrxPkFEe2_nDF2TzH_vQwyg,Amber Heard Rum Diary Premiere in Paris,Amber Heard Rum Diary Premiere in Paris,https://i.ytimg.com/vi/b64HM1Hjty8/default.jpg,120,90,https://i.ytimg.com/vi/b64HM1Hjty8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/b64HM1Hjty8/hqdefault.jpg,480,360,sabrinathythy,,22,none,Amber Heard Rum Diary Premiere in Paris,Amber Heard Rum Diary Premiere in Paris,PT35S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2538,7,0,0,https://i.ytimg.com/vi/b64HM1Hjty8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/b64HM1Hjty8/maxresdefault.jpg,1280.0,720.0,,
