kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount
youtube#video,9O06dUiN1t0dph5BpQxMTy-0aDo,ovHP_UWT_1k,2021-12-31T09:25:30Z,UCIJA_Y-9XuEPXRyT2hJ5Mfg,AMBER HEARD🔥😈 | MERA | ATTITUDE | BEATS DP | WHATSAPP STATUS,,https://i.ytimg.com/vi/ovHP_UWT_1k/default.jpg,120,90,https://i.ytimg.com/vi/ovHP_UWT_1k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ovHP_UWT_1k/hqdefault.jpg,480,360,STAR SERIES ALIF LAILA,22,none,AMBER HEARD🔥😈 | MERA | ATTITUDE | BEATS DP | WHATSAPP STATUS,,PT34S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,4,0,0,0
