kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,contentDetails.regionRestriction.blocked,snippet.defaultAudioLanguage,contentDetails.contentRating.ytRating
youtube#video,wEG_WORCxno9ATIUEKvj75iRXm4,Fd0-t7PWAuk,2011-12-05T00:22:16Z,UChYIovV_5njOpeYRbNFjOEQ,Amber Heard,"Amber Laura Heard (Austin, Texas, 22 de Abril de 1986) é uma actriz norte-americana. Começou a ser mais conhecida pelo papel como Greta Mathews da série Hidden Palms e pelo filme Never Back Down ao lado de Sean Faris e Cam Gigandet.
Mais recentemente protagoniza os filmes The Ward (2010), Drive Angry (2011) ao lado de Nicolas Cage e The Rum Diary (2011), com Johnny Depp.A sua carreira começa em 2004, quando entra no elenco do episódio piloto da série Jack & Bobby. Em 2005, faz uma participação num episódio da série The O.C.. O seu primeiro papel no cinema surge ainda em 2004, como Maria, no filme Friday Night Lights.
Em 2006 fez a personagem principal no filme All the Boys Love Mandy Lane, que estreou no Festival Internacional de Cinema de Toronto. Em 2008 atuou ao lado de Seth Rogen em Pineapple Express. Em 2009, Amber estrelou ao lado de Penn Badgley o filme The Stepfather. Em 2010 foi lançado o filme And Soon the Darkness no qual Amber é protagonista, o filme é uma refilmagem do clássico da década de 70, que conta também com Odette Yustman, Karl Urban e a indicada ao Oscar, Adriana Barraza.
Em Abril de 2010, recebeu o prémio Dallas International Film Festival Shining Star Award no Festival de Cinema de Dallas, pelo filme The Joneses, onde contracena com Demi Moore e David Duchovny. Contracenou, ainda, ao lado de Danielle Panabaker no filme The Ward, de John Carpenter.
Em 2011 é lançado o filme Drive Angry, no qual contracena com Nicolas Cage e William Fichtner. No mesmo ano, em Setembro, a NBC estreia a série The Playboy Club, na qual Amber faz o papel de uma coelhinha da playboy nos anos 60]. Em Outubro, estreia nos cinemas norte-americanos o filme The Rum Diary, com Amber a contracenar com Johnny Depp.",https://i.ytimg.com/vi/Fd0-t7PWAuk/default.jpg,120,90,https://i.ytimg.com/vi/Fd0-t7PWAuk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Fd0-t7PWAuk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Fd0-t7PWAuk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Fd0-t7PWAuk/maxresdefault.jpg,1280.0,720.0,pedromadeira cOnde,"['Amber Heard', 'modelos', 'actrizes', 'hollywood', 'música', 'jean', 'michell', 'jarre', 'Have', 'You', 'Cinema Of The United States', 'Should', 'America', 'Seen', 'Jay', 'Pirates']",22,none,Amber Heard,"Amber Laura Heard (Austin, Texas, 22 de Abril de 1986) é uma actriz norte-americana. Começou a ser mais conhecida pelo papel como Greta Mathews da série Hidden Palms e pelo filme Never Back Down ao lado de Sean Faris e Cam Gigandet.
Mais recentemente protagoniza os filmes The Ward (2010), Drive Angry (2011) ao lado de Nicolas Cage e The Rum Diary (2011), com Johnny Depp.A sua carreira começa em 2004, quando entra no elenco do episódio piloto da série Jack & Bobby. Em 2005, faz uma participação num episódio da série The O.C.. O seu primeiro papel no cinema surge ainda em 2004, como Maria, no filme Friday Night Lights.
Em 2006 fez a personagem principal no filme All the Boys Love Mandy Lane, que estreou no Festival Internacional de Cinema de Toronto. Em 2008 atuou ao lado de Seth Rogen em Pineapple Express. Em 2009, Amber estrelou ao lado de Penn Badgley o filme The Stepfather. Em 2010 foi lançado o filme And Soon the Darkness no qual Amber é protagonista, o filme é uma refilmagem do clássico da década de 70, que conta também com Odette Yustman, Karl Urban e a indicada ao Oscar, Adriana Barraza.
Em Abril de 2010, recebeu o prémio Dallas International Film Festival Shining Star Award no Festival de Cinema de Dallas, pelo filme The Joneses, onde contracena com Demi Moore e David Duchovny. Contracenou, ainda, ao lado de Danielle Panabaker no filme The Ward, de John Carpenter.
Em 2011 é lançado o filme Drive Angry, no qual contracena com Nicolas Cage e William Fichtner. No mesmo ano, em Setembro, a NBC estreia a série The Playboy Club, na qual Amber faz o papel de uma coelhinha da playboy nos anos 60]. Em Outubro, estreia nos cinemas norte-americanos o filme The Rum Diary, com Amber a contracenar com Johnny Depp.",PT10M34S,2d,hd,false,False,rectangular,processed,public,creativeCommon,True,True,False,4656,8,0,0,,,
youtube#video,rwUYspqBz21UaiDA5Iw4-N5j-Fk,FTUcAczdrCU,2014-05-04T22:23:05Z,UC4WibSOS3PQEt6vEJSXmQyg,'THE INFORMERS' - feature film - directed by Gregor Jordan,"Starring: Billy Bob Thornton, Kim Basinger
Winona Ryder, Mickey Rourke, Amber Heard
Produced by Marco Weber - Co-Executive producer: Miggel
Line Producer (UY/ARG): Miggel & Sun
Released by Senator
Locations: Los Angeles, Uruguay, Buenos Aires",https://i.ytimg.com/vi/FTUcAczdrCU/default.jpg,120,90,https://i.ytimg.com/vi/FTUcAczdrCU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FTUcAczdrCU/hqdefault.jpg,480,360,,,,,,,Miggel Schwickerath,"['The Informers (Film)', 'Feature Film (Invention)', 'Miggel&Sun', 'Uruguay (Country)', 'production services', 'Film Producer (Profession)', 'Bret Easton Ellis (Author)']",22,none,'THE INFORMERS' - feature film - directed by Gregor Jordan,"Starring: Billy Bob Thornton, Kim Basinger
Winona Ryder, Mickey Rourke, Amber Heard
Produced by Marco Weber - Co-Executive producer: Miggel
Line Producer (UY/ARG): Miggel & Sun
Released by Senator
Locations: Los Angeles, Uruguay, Buenos Aires",PT1M54S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1012,5,0,0,,,
youtube#video,ON5G7iFVsE5yp6THaMYUP5ORp_4,g4Z29ugHpyk,2009-09-07T10:03:32Z,UCrkVqxbc1fR-jc-rEsNfOcQ,The informers opening scene,"The informers opening scene with Amber Heard, Austin Nichols, Mel Raido and Jon Foster",https://i.ytimg.com/vi/g4Z29ugHpyk/default.jpg,120,90,https://i.ytimg.com/vi/g4Z29ugHpyk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/g4Z29ugHpyk/hqdefault.jpg,480,360,,,,,,,nicemovieclips,"['The informers', 'opening scene', 'Amber Heard', 'Austin Nichols', 'Mel Raido', 'Jon Foster']",1,none,The informers opening scene,"The informers opening scene with Amber Heard, Austin Nichols, Mel Raido and Jon Foster",PT2M7S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,60967,102,0,20,,,
youtube#video,XtOiaHgKkjyFrq-Be93bqDUz1ec,GFu-LuHLMug,2011-04-30T13:49:50Z,UCErNI3wf3hQMnsEWKtlKMLw,Amber Heard,Amber Heard 2011 HD,https://i.ytimg.com/vi/GFu-LuHLMug/default.jpg,120,90,https://i.ytimg.com/vi/GFu-LuHLMug/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GFu-LuHLMug/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GFu-LuHLMug/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GFu-LuHLMug/maxresdefault.jpg,1280.0,720.0,JBfanashleybelle,"['AMBER', 'HEARD', '2011', 'HD', 'Amber', 'Heard']",24,none,Amber Heard,Amber Heard 2011 HD,PT1M17S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,9350,22,0,1,,,
youtube#video,bv_abkPJqgpOIFpl4CKYbH04H38,gQZX_N4R-h8,2015-11-22T23:52:00Z,UCybF_bgvjVTAPIm8HT-TNdQ,"Amber Heard ""The Danish Girl"" Los Angeles Premiere","Subscribe! http://bit.ly/mrSda2
Amber Heard arrives on the red carpet at ""The Danish Girl"" premiere held at the Regency Westwood Village Theater in Los Angeles, Ca November 21, 2015

http://www.maximotv.com
©Ricomix Productions",https://i.ytimg.com/vi/gQZX_N4R-h8/default.jpg,120,90,https://i.ytimg.com/vi/gQZX_N4R-h8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gQZX_N4R-h8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gQZX_N4R-h8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gQZX_N4R-h8/maxresdefault.jpg,1280.0,720.0,MaximoTV,"['Amber Heard (Celebrity)', 'The Danish Girl Premiere', 'The Danish Girl', 'Movie Premiere', 'Celebrities', 'Red Carpet', 'Fashion', 'Red Carpet Premiere', 'Maximo TV', 'Celebrity Fashion', 'Celebrity', 'Actors', 'Red Carpet Style', 'Premiere (Film Subject)', 'Red Carpet Fashion', 'Los Angeles Premiere', 'Famous', 'Actress', 'Entertainment', 'Hollywood']",24,none,"Amber Heard ""The Danish Girl"" Los Angeles Premiere","Subscribe! http://bit.ly/mrSda2
Amber Heard arrives on the red carpet at ""The Danish Girl"" premiere held at the Regency Westwood Village Theater in Los Angeles, Ca November 21, 2015

http://www.maximotv.com
©Ricomix Productions",PT1M4S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2762,19,0,0,,en,
youtube#video,CDTYrHbvdsE0QzAHbyW_EJBpn8A,hskKhncPSig,2010-11-02T01:19:13Z,UCZ_24VX2Rnr_no_RaDDq_Xg,Amber Heard in 'The Informers' (2008) Part 7/8: Zzz,,https://i.ytimg.com/vi/hskKhncPSig/default.jpg,120,90,https://i.ytimg.com/vi/hskKhncPSig/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hskKhncPSig/hqdefault.jpg,480,360,,,,,,,IglooDweller,"['amber heard', 'christie', 'the informers', 'jon foster', 'graham', 'austin nichols', 'martin', 'movie']",24,none,Amber Heard in 'The Informers' (2008) Part 7/8: Zzz,,PT38S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,496365,336,0,12,"['AT', 'DE']",,ytAgeRestricted
youtube#video,tUWzMu9d2DUTnIubvukAxIJOONg,i2sroMONYdo,2013-09-28T19:32:28Z,UC2Jh9r8jRnJ0ykF5wjHt3kQ,Amber Heard's Official 'Machete Kills' Interview - Celebs.com,"Visit http://www.celebs.com for more news, interviews and images of your favorite personalities.",https://i.ytimg.com/vi/i2sroMONYdo/default.jpg,120,90,https://i.ytimg.com/vi/i2sroMONYdo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/i2sroMONYdo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/i2sroMONYdo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/i2sroMONYdo/maxresdefault.jpg,1280.0,720.0,CELEBS.com,"['entertainment news', 'http://www.celebs.com', 'Celebs.com', 'Machete', 'Machete Kills (Film)', 'Danny Trejo', 'Robert Rodriguez', 'Interview', 'Amber Heard (TV Actor)']",24,none,Amber Heard's Official 'Machete Kills' Interview - Celebs.com,"Visit http://www.celebs.com for more news, interviews and images of your favorite personalities.",PT4M13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3489,14,0,2,,,
youtube#video,gqHPz58oteJC8ITWAdQkXOD-7sk,IaC2zNIEfdU,2017-12-23T14:34:44Z,UCdFlXPpXaptk8zfyfWX_iwg,Amber Heard conta como foi gravar Aquaman na Austrália (LEGENDADO PT/BR),"Link do vídeo LEGENDADO: https://vimeo.com/244470414

Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/",https://i.ytimg.com/vi/IaC2zNIEfdU/default.jpg,120,90,https://i.ytimg.com/vi/IaC2zNIEfdU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IaC2zNIEfdU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/IaC2zNIEfdU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/IaC2zNIEfdU/maxresdefault.jpg,1280.0,720.0,Amber Heard Brasil,"['amber heard', 'amber heard brasil', 'amber heard legendado', 'amber heard tradução']",22,none,Amber Heard conta como foi gravar Aquaman na Austrália (LEGENDADO PT/BR),"Link do vídeo LEGENDADO: https://vimeo.com/244470414

Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/",PT18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,288,9,0,0,,,
youtube#video,PTNzTrjofqFK7hcNSjbaVZrnRiI,iienRzAxxgo,2017-02-27T20:28:40Z,UCdFlXPpXaptk8zfyfWX_iwg,Amber Heard na premiere de The Informers (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Mais vídeos legendados: https://vimeo.com/amberheardbr",https://i.ytimg.com/vi/iienRzAxxgo/default.jpg,120,90,https://i.ytimg.com/vi/iienRzAxxgo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iienRzAxxgo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/iienRzAxxgo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/iienRzAxxgo/maxresdefault.jpg,1280.0,720.0,Amber Heard Brasil,"['amber heard', 'amber heard legendado', 'amber heard brasil', 'amber heard tradução', 'amber heard interview', 'amber heard entrevista']",22,none,Amber Heard na premiere de The Informers (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Mais vídeos legendados: https://vimeo.com/amberheardbr",PT1M13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,727,10,0,1,,,
youtube#video,ykIcDrIpUG83Vw9aY4FhZiyr6rY,imHM1lGGax4,2013-04-10T16:34:20Z,UC9mBykvuviNb_fY_kwDDawQ,"Syrup - 1st Official Trailer (2013) - Amber Heard, Kellan Lutz, Brittany Snow Movie HD","Syrup is an upcoming American drama film a based on the novel of the same name by Max Barry.

Director: Aram Rappaport
Writer: Aram Rappaport, Max Barry
Starring: Brittany Snow, Amber Heard, Kellan Lutz
Cinematography: Julio Macat

Copyright © Magnolia",https://i.ytimg.com/vi/imHM1lGGax4/default.jpg,120,90,https://i.ytimg.com/vi/imHM1lGGax4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/imHM1lGGax4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/imHM1lGGax4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/imHM1lGGax4/maxresdefault.jpg,1280.0,720.0,worldmovietrailerz,"['Syrup', 'Official Trailer', 'Brittany Snow', 'Amber Heard', 'Kellan Lutz', 'Aram Rappaport', 'Julio Macat']",1,none,"Syrup - 1st Official Trailer (2013) - Amber Heard, Kellan Lutz, Brittany Snow Movie HD","Syrup is an upcoming American drama film a based on the novel of the same name by Max Barry.

Director: Aram Rappaport
Writer: Aram Rappaport, Max Barry
Starring: Brittany Snow, Amber Heard, Kellan Lutz
Cinematography: Julio Macat

Copyright © Magnolia",PT1M42S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,370,3,0,0,,,
youtube#video,pzU-7Lp9nnvdT7SpoenZLbn7ZFs,itCxmhmWq2c,2010-09-13T15:56:24Z,UC70kKo8AWSBlLm4NLOYSlug,"Amber Heard vuole Johnny Depp in ""The Rum Diary"" | Bonsai TV","Viaggio alla scoperta degli astri nascenti del mondo dello spettacolo. Dall'osservatorio astronomico della redazione di Bonsai, una panoramica sulle stelle che stanno per esplodere. Titolo puntata: Amber Heard",https://i.ytimg.com/vi/itCxmhmWq2c/default.jpg,120,90,https://i.ytimg.com/vi/itCxmhmWq2c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/itCxmhmWq2c/hqdefault.jpg,480,360,,,,,,,Bonsai TV,"['Amber heard', 'amber', 'internet', 'classifiche', 'curiosità', 'gossip', 'star', 'giovani', 'famosi', 'segreti', 'wired', 'the rum diary']",24,none,"Amber Heard vuole Johnny Depp in ""The Rum Diary"" | Bonsai TV","Viaggio alla scoperta degli astri nascenti del mondo dello spettacolo. Dall'osservatorio astronomico della redazione di Bonsai, una panoramica sulle stelle che stanno per esplodere. Titolo puntata: Amber Heard",PT3M29S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,31501,16,0,2,,,ytAgeRestricted
youtube#video,hGzmo9vYT3Nh_fDpyNfc6bwcMSs,Iw88Xox1t8s,2010-04-15T16:47:45Z,UCI8j7YzVZ6NuRlC0rCF-hEA,Amber Heard: Style Profile,"We look at the rising star's style on the red carpet.

For all the latest fashion:

Like us on Facebook: http://ow.ly/3FOe2

Follow us on Twitter: http://ow.ly/3FNkY

Follow us on Tumblr: http://ow.ly/4jJpC",https://i.ytimg.com/vi/Iw88Xox1t8s/default.jpg,120,90,https://i.ytimg.com/vi/Iw88Xox1t8s/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Iw88Xox1t8s/hqdefault.jpg,480,360,,,,,,,TheLabelFashion,"['label', 'fashion', 'video', 'Amber Heard', 'The Joneses', 'Never Back Down', 'Rum Diary', 'Johnny Depp', 'Demi Moore', 'premiere', 'designer', 'Jimmy Choo', 'D&G', 'Armani', 'diesel', 'actress', 'hot', 'Alexander Mcqueen', 'christian dior']",24,none,Amber Heard: Style Profile,"We look at the rising star's style on the red carpet.

For all the latest fashion:

Like us on Facebook: http://ow.ly/3FOe2

Follow us on Twitter: http://ow.ly/3FNkY

Follow us on Tumblr: http://ow.ly/4jJpC",PT1M25S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,6386,15,0,3,,,
youtube#video,-erZ5hmnq1MN5SbY3NYwLgcjbck,J5pATz9nZsc,2013-08-02T14:15:09Z,UCJ3P8KTy3e_dqYk5inEYOMw,"Paranoia: Amber Heard ""Emma Jennings"" On Set Interview | ScreenSlam","For more movie news, stories and videos visit:
http://www.screenslam.com

SUBSCRIBE: http://goo.gl/mHkEX9 
CHECK OUR MOST VIEWED VIDEOS!: http://bit.ly/ScreenSlamTopVideos

FOLLOW US ON TWITTER: http://goo.gl/7SoFjW
LIKE US ON FACEBOOK: http://goo.gl/6srxoU
FOLLOW US ON INSTAGRAM: https://www.instagram.com/screenslam/

#ScreenSlam

About ScreenSlam: 

We are an Entertainment channel that features Hollywood interviews, premieres, behind the scenes of movies & TV, press conferences, award shows, film festivals, and much more. Our content is made up of original videos and stuff that the studios send us. We edited our videos so you can check out the latest movies and streaming shows in a quick, entertaining fashion.

Paranoia: Amber Heard ""Emma Jennings"" On Set Interview | ScreenSlam
https://www.youtube.com/watch?v=J5pATz9nZsc

ScreenSlam
https://www.youtube.com/ScreenSlam",https://i.ytimg.com/vi/J5pATz9nZsc/default.jpg,120,90,https://i.ytimg.com/vi/J5pATz9nZsc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/J5pATz9nZsc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/J5pATz9nZsc/sddefault.jpg,640.0,480.0,,,,ScreenSlam,"['film', 'On Set', 'star', 'celebrity', 'new', 'Amber Heard (TV Actor)', 'On Set Interview', 'Interviews', 'New York', 'Celebrity Interview', 'New York Us State', 'hollywood', 'On The Set Of', 'Paranoia', 'official', 'Paranoia Movie', 'movies', 'Celebrity Interviews', 'screenslam', 'entertainment', 'On The Set', 'movie', 'New York City', 'Interview', 'premiere', 'behind the scene', 'BTS', 'press conference', 'award shows', 'film festival', 'hollywood movie', 'exclusive interview', 'movie interview', 'red carpet']",24,none,"Paranoia: Amber Heard ""Emma Jennings"" On Set Interview | ScreenSlam","For more movie news, stories and videos visit:
http://www.screenslam.com

SUBSCRIBE: http://goo.gl/mHkEX9 
CHECK OUR MOST VIEWED VIDEOS!: http://bit.ly/ScreenSlamTopVideos

FOLLOW US ON TWITTER: http://goo.gl/7SoFjW
LIKE US ON FACEBOOK: http://goo.gl/6srxoU
FOLLOW US ON INSTAGRAM: https://www.instagram.com/screenslam/

#ScreenSlam

About ScreenSlam: 

We are an Entertainment channel that features Hollywood interviews, premieres, behind the scenes of movies & TV, press conferences, award shows, film festivals, and much more. Our content is made up of original videos and stuff that the studios send us. We edited our videos so you can check out the latest movies and streaming shows in a quick, entertaining fashion.

Paranoia: Amber Heard ""Emma Jennings"" On Set Interview | ScreenSlam
https://www.youtube.com/watch?v=J5pATz9nZsc

ScreenSlam
https://www.youtube.com/ScreenSlam",PT2M43S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,8394,46,0,6,,en-US,
youtube#video,chPST-aq3ExobKhFhRHmHiN1xwM,JeP3jaSwksQ,2021-05-19T01:02:04Z,UCWFTGqW7LWS7gRiOcI3YMyg,Amber Heard😘😘 playdate full screen whatsapp status,,https://i.ytimg.com/vi/JeP3jaSwksQ/default.jpg,120,90,https://i.ytimg.com/vi/JeP3jaSwksQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JeP3jaSwksQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JeP3jaSwksQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/JeP3jaSwksQ/maxresdefault.jpg,1280.0,720.0,Ferrarisa Adee,,22,none,Amber Heard😘😘 playdate full screen whatsapp status,,PT27S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,12559,754,0,9,,,
youtube#video,SSvUJUNu8N0U3SSDvjY6TzSV9QY,jNZCGL8-CKs,2019-11-07T12:24:10Z,UCXK8jl0EPsZK1tgXQH_KY1g,HOT Amber Heard Black Dots Bikini Hot Scene,,https://i.ytimg.com/vi/jNZCGL8-CKs/default.jpg,120,90,https://i.ytimg.com/vi/jNZCGL8-CKs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jNZCGL8-CKs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jNZCGL8-CKs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/jNZCGL8-CKs/maxresdefault.jpg,1280.0,720.0,Hot Clip Buzz,,22,none,HOT Amber Heard Black Dots Bikini Hot Scene,,PT2M11S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1031,1,0,0,,,
youtube#video,waryyIXqthsOxrkIaCnGbJN27ME,JqHyfbxUSwg,2016-11-24T05:29:08Z,UCgXFoAqIPyllvFxD758pRwA,William Hurt & Amber Heard In Bluray Drama Romance Full Movie 93,,https://i.ytimg.com/vi/JqHyfbxUSwg/default.jpg,120,90,https://i.ytimg.com/vi/JqHyfbxUSwg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JqHyfbxUSwg/hqdefault.jpg,480,360,,,,,,,kilongay1,,22,none,William Hurt & Amber Heard In Bluray Drama Romance Full Movie 93,,PT1H44M8S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,58881,173,0,13,['MG'],,
youtube#video,Dx7BQmm7Hm003kai07UqvUGfhjM,ks17vneF32w,2012-12-26T14:06:33Z,UCZ_24VX2Rnr_no_RaDDq_Xg,Amber Heard in 'The Informers' (2008) Part 1/8: Pool Party, ,https://i.ytimg.com/vi/ks17vneF32w/default.jpg,120,90,https://i.ytimg.com/vi/ks17vneF32w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ks17vneF32w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ks17vneF32w/sddefault.jpg,640.0,480.0,,,,IglooDweller,"['amber heard', 'the informers', 'movie', 'pool', 'night', 'graham', 'christie', 'christy', 'jon foster', 'crash']",24,none,Amber Heard in 'The Informers' (2008) Part 1/8: Pool Party, ,PT1M6S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,197344,149,0,7,,,
youtube#video,1wRNShRukdOmXgtzgiQrsNYlLnM,L0GgkX0YUhk,2020-10-16T16:30:35Z,UCnEaBXhKqInXzfMKwpna3BQ,Amber Heard - The River Why [HD],Amber Heard sex scene,https://i.ytimg.com/vi/L0GgkX0YUhk/default.jpg,120,90,https://i.ytimg.com/vi/L0GgkX0YUhk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/L0GgkX0YUhk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/L0GgkX0YUhk/sddefault.jpg,640.0,480.0,,,,Amber Heard Appreciation Channel,,22,none,Amber Heard - The River Why [HD],Amber Heard sex scene,PT1M9S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3163,13,0,0,,,ytAgeRestricted
youtube#video,8dbEf81qTk1wvtP1Ox_iO78XLs8,LLW3umwggCk,2015-01-20T17:35:19Z,UCrf2TJHPDnxo5HMQ_JzZ9_A,johnny depp and amber heard at the Mortdecai Film Premiere 19th January 2015,here are Johnny Depp and Amber Heard posing at the Mortdecai film premiere in London on 19th January 2015,https://i.ytimg.com/vi/LLW3umwggCk/default.jpg,120,90,https://i.ytimg.com/vi/LLW3umwggCk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LLW3umwggCk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LLW3umwggCk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/LLW3umwggCk/maxresdefault.jpg,1280.0,720.0,harry Caan,"['Johnny Depp (Celebrity)', 'Amber Heard (Celebrity)', 'Mortdecai', 'Premiere (Film Subject)', 'Film (Media Genre)', '21 Jump Street', 'A Nightmare on Elm Street (', 'Alpha Dog', 'The Informers', 'The Stepfather', 'Zombieland', 'film premiere']",10,none,johnny depp and amber heard at the Mortdecai Film Premiere 19th January 2015,here are Johnny Depp and Amber Heard posing at the Mortdecai film premiere in London on 19th January 2015,PT10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,334,2,0,0,,,
youtube#video,VzJZETPndVW1_Nf9Jew1fFQ9Y1k,M4H54qGM6_I,2012-03-29T02:28:57Z,UCJSmu4XDjeAirMK8gUAVMmw,"Met Opera Manon Red Carpet,January Jones,Amber Heard,Emma Roberts,Emmy Rossum,Chloe Malle,","The Met Opera Manon Gala premiere red carpet arrivals with January Jones, Amber Heard, Emma Roberts, Emmy Rossum, and Chloe Malle, March 26, 2012, New York City",https://i.ytimg.com/vi/M4H54qGM6_I/default.jpg,120,90,https://i.ytimg.com/vi/M4H54qGM6_I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/M4H54qGM6_I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/M4H54qGM6_I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/M4H54qGM6_I/maxresdefault.jpg,1280.0,720.0,newyorkreel,"['january jones', 'amber heard', 'emma roberts', 'emmy rossum', 'chloe malle', 'red carpet', 'celebrities', 'nyc', 'nyreel', 'met opera', 'new york', 'Manon', 'opera', 'gala', 'march 26', '2012', 'stars', 'madmen', 'celebrity', 'fashion', 'sightings', 'candid', 'the met', 'metropolitan opera', 'jones', 'heard', 'roberts', 'fun', 'photography', 'new york reel', 'actresses', 'actor', 'glamour', 'hollywood', 'Yves Saint Laurent']",24,none,"Met Opera Manon Red Carpet,January Jones,Amber Heard,Emma Roberts,Emmy Rossum,Chloe Malle,","The Met Opera Manon Gala premiere red carpet arrivals with January Jones, Amber Heard, Emma Roberts, Emmy Rossum, and Chloe Malle, March 26, 2012, New York City",PT1M29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3984,5,0,1,,,
