kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,contentDetails.regionRestriction.blocked,snippet.defaultAudioLanguage,contentDetails.contentRating.ytRating
youtube#video,t4k4ORaqBPMogWyIM_Phs5NtPkg,mr4vbtNUEKs,2016-06-07T08:28:50Z,UCYnAr8ii6yCshrUwNVJCLkw,5 cosas que no sabías de Amber Heard,"Mucho más que una cara bonita y mucho más que la protagonista de la polémica de la temporada: lo más sorprendente de la actriz.

SUSCRÍBETE AL CANAL DE YOUTUBE DE GLAMOUR:
YOUTUBE: https://www.youtube.com/GlamourEspana
Sigue a GLAMOUR:
http://www.glamour.es/
FACEBOOK: https://www.facebook.com/GlamourEspana
TWITTER: https://twitter.com/glamourspain
INSTAGRAM: https://instagram.com/glamourspain/
PINTEREST: https://es.pinterest.com/glamourspain/",https://i.ytimg.com/vi/mr4vbtNUEKs/default.jpg,120,90,https://i.ytimg.com/vi/mr4vbtNUEKs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mr4vbtNUEKs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mr4vbtNUEKs/sddefault.jpg,640.0,480.0,,,,Glamour España,"['glamour', '5 cosas que no sabias de...', 'Amber Heard', 'celebrities']",26,none,5 cosas que no sabías de Amber Heard,"Mucho más que una cara bonita y mucho más que la protagonista de la polémica de la temporada: lo más sorprendente de la actriz.

SUSCRÍBETE AL CANAL DE YOUTUBE DE GLAMOUR:
YOUTUBE: https://www.youtube.com/GlamourEspana
Sigue a GLAMOUR:
http://www.glamour.es/
FACEBOOK: https://www.facebook.com/GlamourEspana
TWITTER: https://twitter.com/glamourspain
INSTAGRAM: https://instagram.com/glamourspain/
PINTEREST: https://es.pinterest.com/glamourspain/",PT1M12S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,6263,61,0,2,,,
youtube#video,uPwzeIe07qbB2GLIMiRJq_zsS_M,mW6OiMTWrd4,2014-12-22T08:32:06Z,UCN0oHCTUts67DuwQWp9VJMw,Entrevista exclusiva a Amber Heard por 'El poder del dinero',"Entrevista exclusiva con la protagonista femenina de 'El poder del dinero', la nueva película de Robert Luketic protagonizada por Harrison Ford, Liam Hemsworth y Gary Oldman. La actriz nos cuenta el papel de Adam, la historia de la película y el estilo de vida dónde la privacidad se ha perdido.",https://i.ytimg.com/vi/mW6OiMTWrd4/default.jpg,120,90,https://i.ytimg.com/vi/mW6OiMTWrd4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mW6OiMTWrd4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mW6OiMTWrd4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/mW6OiMTWrd4/maxresdefault.jpg,1280.0,720.0,Fotogramas,"['robert luketic', 'amber heard', 'liam hemsworth', 'el poder del dinero', 'entrevista amber heard', 'trailer el poder del dinero', 'el poder del dinero online', 'trailers peliculas', 'fotogramas', 'harrison ford', 'peliculas harrisond ford', 'gary oldman', 'actriz amber heard', 'peliculas amber heard']",1,none,Entrevista exclusiva a Amber Heard por 'El poder del dinero',"Entrevista exclusiva con la protagonista femenina de 'El poder del dinero', la nueva película de Robert Luketic protagonizada por Harrison Ford, Liam Hemsworth y Gary Oldman. La actriz nos cuenta el papel de Adam, la historia de la película y el estilo de vida dónde la privacidad se ha perdido.",PT2M38S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,7789,31,0,0,,,
youtube#video,AsA8mCbjtgJDvtTjGhzvsogbtl4,nalUpxBXJE0,2014-01-29T17:50:20Z,UCDFRC7SjpWrv1QX2BT5jtDw,Amber Heard,"More on www.erestra.com
Facebook:-    www.facebook.com/erestra
Twitter:-        @erestra",https://i.ytimg.com/vi/nalUpxBXJE0/default.jpg,120,90,https://i.ytimg.com/vi/nalUpxBXJE0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/nalUpxBXJE0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/nalUpxBXJE0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/nalUpxBXJE0/maxresdefault.jpg,1280.0,720.0,E Restra,,22,none,Amber Heard,"More on www.erestra.com
Facebook:-    www.facebook.com/erestra
Twitter:-        @erestra",PT31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,48,0,0,0,,,
youtube#video,IObXxDuBG0hZYkPBxqxdb4IqZN8,NYYboKjR9B8,2017-04-04T16:36:37Z,UCamEBDhRjGJ4rJK17w3f_zw,London Fields | Extrait Amber Heard | VO,,https://i.ytimg.com/vi/NYYboKjR9B8/default.jpg,120,90,https://i.ytimg.com/vi/NYYboKjR9B8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/NYYboKjR9B8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/NYYboKjR9B8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/NYYboKjR9B8/maxresdefault.jpg,1280.0,720.0,[►] LBA - La Bande-Annonce,['Ambert Heard'],1,none,London Fields | Extrait Amber Heard | VO,,PT1M25S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2105,1,0,0,['WF'],,
youtube#video,j-OzwTDubIiwBODlXI3itDh_sVw,n_dl42J_LUw,2010-11-02T01:19:14Z,UCZ_24VX2Rnr_no_RaDDq_Xg,Amber Heard in 'The Informers' (2008) Part 6/8: Unicorn, ,https://i.ytimg.com/vi/n_dl42J_LUw/default.jpg,120,90,https://i.ytimg.com/vi/n_dl42J_LUw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/n_dl42J_LUw/hqdefault.jpg,480,360,,,,,,,IglooDweller,"['amber heard', 'christie', 'the informers', 'kim basinger', 'laura', 'movie', 'unicorn']",24,none,Amber Heard in 'The Informers' (2008) Part 6/8: Unicorn, ,PT52S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,116765,39,0,0,,,
youtube#video,yzwV5ni-sDxE9mLxy-0mNhQvDSM,oOB_bE3M_bI,2021-07-13T18:32:54Z,UCBW7L1Cvj3zMkGM-6knPAMQ,Actress amber heard back flipping l #Celebrityworld l #Amberheard l,,https://i.ytimg.com/vi/oOB_bE3M_bI/default.jpg,120,90,https://i.ytimg.com/vi/oOB_bE3M_bI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/oOB_bE3M_bI/hqdefault.jpg,480,360,,,,,,,celebrity world,,22,none,Actress amber heard back flipping l #Celebrityworld l #Amberheard l,,PT44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3261,40,0,7,,,
youtube#video,HXb1LkXJ5T_Otvjp-p6EqfOCHm0,ptYpyruf5KA,2016-07-27T11:22:36Z,UCAntA-ijsWLMvCRUwu-BxoQ,Amber Heard acusa a Deep de obstaculizar el divorcio,"La actriz de Hollywood, Amber Heard ha informado a las autoridades competentes en su caso de divorcio, que su ex pareja, el actor Johnny Depp, podría estar obstaculizando el proceso. Fue Heard quien lo solicitó el pasado mes de mayo, alegando malos tratos por parte del protagonista de Piratas del Caribe.

Puedes leer la noticia en: http://www.europapress.es/chance/gente/noticia-johnny-depp-tratando-obstaculizar-divorcio-amber-heard-20160727084911.html

Visto en: http://www.youtube.com/chance",https://i.ytimg.com/vi/ptYpyruf5KA/default.jpg,120,90,https://i.ytimg.com/vi/ptYpyruf5KA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ptYpyruf5KA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ptYpyruf5KA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ptYpyruf5KA/maxresdefault.jpg,1280.0,720.0,CHANCE,"['Johnny Deep', 'Amber Heard', 'actriz', 'actor', 'divorcio', 'proceso', 'ex pareja', 'acuerdo de confidencialidad', 'multa', 'acuerdo', 'no divulgación', '2016', '27/07/2016', '07/27/2016', 'famosos', 'moda', 'people', 'celebrity', 'star']",22,none,Amber Heard acusa a Deep de obstaculizar el divorcio,"La actriz de Hollywood, Amber Heard ha informado a las autoridades competentes en su caso de divorcio, que su ex pareja, el actor Johnny Depp, podría estar obstaculizando el proceso. Fue Heard quien lo solicitó el pasado mes de mayo, alegando malos tratos por parte del protagonista de Piratas del Caribe.

Puedes leer la noticia en: http://www.europapress.es/chance/gente/noticia-johnny-depp-tratando-obstaculizar-divorcio-amber-heard-20160727084911.html

Visto en: http://www.youtube.com/chance",PT1M13S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,475,4,0,0,,,
youtube#video,NXu7vO6wg8mDGzatOTpCbwjf7-k,PVti2j8J-DM,2016-06-09T19:12:58Z,UCF3HSzVbQjkAhOjICkSp92g,Vidas de Cine: Amber Heard | ¡HOLA! Cinema,"Conoce cuáles fueron los momentos más importantes de la carrera de Amber Heard, desde sus primeras audiciones.
¡HOLA! Cinema es un programa dedicado a resaltar todas aquellas noticias relacionadas con el cine. Entrevistas exclusivas con las personalidades más importantes del séptimo arte, próximos estrenos, moda de alfombras rojas y Latinos en Hollywood.

¡HOLA! Cinema se emite los Viernes. www.hola.tv/horarios",https://i.ytimg.com/vi/PVti2j8J-DM/default.jpg,120,90,https://i.ytimg.com/vi/PVti2j8J-DM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PVti2j8J-DM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/PVti2j8J-DM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/PVti2j8J-DM/maxresdefault.jpg,1280.0,720.0,¡HOLA! TV,"['HOLA', 'Revista HOLA', 'Hola.tv', 'HOLA TV', 'HOLATV', 'Amber Heard']",24,none,Vidas de Cine: Amber Heard | ¡HOLA! Cinema,"Conoce cuáles fueron los momentos más importantes de la carrera de Amber Heard, desde sus primeras audiciones.
¡HOLA! Cinema es un programa dedicado a resaltar todas aquellas noticias relacionadas con el cine. Entrevistas exclusivas con las personalidades más importantes del séptimo arte, próximos estrenos, moda de alfombras rojas y Latinos en Hollywood.

¡HOLA! Cinema se emite los Viernes. www.hola.tv/horarios",PT2M8S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,379,1,0,0,,,
youtube#video,KHfpQ12r6bvcI3vV2aRom1Uqtvk,qOTXdYls2ug,2011-06-19T15:55:11Z,UCnmqlGzC7zRlyb1N4Kos3Gg,"Amber Heard for ""Guess"" 2011","Amber Heard goes West for in her Fall 2011 campaign for Guess.
The actress and star of the upcoming series ""Playboy"" gets steamy with a cowboy in the black and white ads, shot by famed photographer Ellen von Unwerth.
At closer glance, it's clear that Heard is channeling the most famous blonde of all: Marilyn Monroe.

The 24 year-old age actress is styled with Monroe's signature birthmark, cuffed Levis and red lips. She even seduces her cowboy near a bus stop sign, a clear nod to Monroe's 1956 film, where a saloon singer falls in love with a, you guessed it, cowboy.

I - love - it!",https://i.ytimg.com/vi/qOTXdYls2ug/default.jpg,120,90,https://i.ytimg.com/vi/qOTXdYls2ug/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qOTXdYls2ug/hqdefault.jpg,480,360,https://i.ytimg.com/vi/qOTXdYls2ug/sddefault.jpg,640.0,480.0,,,,0LostInChaos0,"['Amber Heard', 'Guess', 'Fall 2011', 'Cowgirl', 'Ellen van Unwerth', 'videoclip']",22,none,"Amber Heard for ""Guess"" 2011","Amber Heard goes West for in her Fall 2011 campaign for Guess.
The actress and star of the upcoming series ""Playboy"" gets steamy with a cowboy in the black and white ads, shot by famed photographer Ellen von Unwerth.
At closer glance, it's clear that Heard is channeling the most famous blonde of all: Marilyn Monroe.

The 24 year-old age actress is styled with Monroe's signature birthmark, cuffed Levis and red lips. She even seduces her cowboy near a bus stop sign, a clear nod to Monroe's 1956 film, where a saloon singer falls in love with a, you guessed it, cowboy.

I - love - it!",PT1M53S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,30139,118,0,9,,,
youtube#video,OFC-iTtBsvdbbEezRCY2dXTAlxQ,RyG0PtbVV38,2015-01-12T22:53:02Z,UClvkptMHAObXX-FNwE-40QQ,AMBER  HEARD EN LENCERIA !,Este vídeo se ha realizado con el creador de presentaciones de diapositivas de YouTube (http://www.youtube.com/upload).,https://i.ytimg.com/vi/RyG0PtbVV38/default.jpg,120,90,https://i.ytimg.com/vi/RyG0PtbVV38/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RyG0PtbVV38/hqdefault.jpg,480,360,,,,,,,"MAS DE 10,000 BLOQUES DE AUTOCAD gratis !!",,24,none,AMBER  HEARD EN LENCERIA !,Este vídeo se ha realizado con el creador de presentaciones de diapositivas de YouTube (http://www.youtube.com/upload).,PT2M21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,911,2,0,0,,es,
youtube#video,ryYOYoZBL3c5wQ73BePQ7vHaydg,SOpZkN4Dj7M,2015-04-06T15:36:53Z,UCwgA9c7WPJwgorRNBbtKeTA,Amber Heard’s On-Set Sexting Nightmare,"They’ve been married nearly two months and Amber Heard isn’t ready for her honeymoon phase with hubby Johnny Depp to end just yet.

""Dish Nation"" is a daily half-hour entertainment news program featuring the leading drive-time personalities from across the nation. Giving you the dish like no one else can!

Find out Where to Watch http://dishnation.com/where-to-watch/
Like us on Facebook https://www.facebook.com/DishNation
Follow us on Twitter https://twitter.com/DishNation",https://i.ytimg.com/vi/SOpZkN4Dj7M/default.jpg,120,90,https://i.ytimg.com/vi/SOpZkN4Dj7M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SOpZkN4Dj7M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/SOpZkN4Dj7M/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/SOpZkN4Dj7M/maxresdefault.jpg,1280.0,720.0,Dish Nation,"['Celebrity news', 'celebrity feuds', 'dish nation', 'entertainment news', 'comedy', '20th TV', 'funny', 'hilarious', 'celebs', 'Amber Heard (Celebrity)', 'Johnny Depp (Celebrity)']",23,none,Amber Heard’s On-Set Sexting Nightmare,"They’ve been married nearly two months and Amber Heard isn’t ready for her honeymoon phase with hubby Johnny Depp to end just yet.

""Dish Nation"" is a daily half-hour entertainment news program featuring the leading drive-time personalities from across the nation. Giving you the dish like no one else can!

Find out Where to Watch http://dishnation.com/where-to-watch/
Like us on Facebook https://www.facebook.com/DishNation
Follow us on Twitter https://twitter.com/DishNation",PT1M46S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1544,13,0,1,,en,
youtube#video,VDKucAb83jzZrvhktTZJUkN3xZk,TejqeRg4bl0,2012-01-16T13:42:14Z,UCISvlZE-Cp1JLbK3Mt0AFJQ,Amber Heard The Stepfather Scene,Amber Heard The Stepfather Scene,https://i.ytimg.com/vi/TejqeRg4bl0/default.jpg,120,90,https://i.ytimg.com/vi/TejqeRg4bl0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TejqeRg4bl0/hqdefault.jpg,480,360,,,,,,,hotcelebclub,"['Amber Heard hot', 'Amber Heard hot scene', 'sexy Amber Heard']",22,none,Amber Heard The Stepfather Scene,Amber Heard The Stepfather Scene,PT14S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,106158,47,0,5,,,
youtube#video,_8UJVeQjSSK-wJvysYAM3zMWS1w,U7fZnhOOb9k,2020-12-27T11:08:50Z,UCWxVmbkhYd5ZcD10RdG6xsA,Amber heard صاحبة اجمل وجه طبيعي ☺ امبر هيرد الممثلة الامريكية,#amber heard,https://i.ytimg.com/vi/U7fZnhOOb9k/default.jpg,120,90,https://i.ytimg.com/vi/U7fZnhOOb9k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/U7fZnhOOb9k/hqdefault.jpg,480,360,https://i.ytimg.com/vi/U7fZnhOOb9k/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/U7fZnhOOb9k/maxresdefault.jpg,1280.0,720.0,ذكريات Fx,,17,none,Amber heard صاحبة اجمل وجه طبيعي ☺ امبر هيرد الممثلة الامريكية,#amber heard,PT2M37S,2d,hd,false,False,rectangular,processed,public,creativeCommon,True,True,False,1071,13,0,3,,zxx,
youtube#video,w2zeIjbKw4OVPipl88g5It3M1AA,UivSoP11sxk,2011-12-21T11:20:31Z,UCQhM2QJVGn6wE1G8DB6TGSg,Amber Heard ; only you (with lyrics),"Watch in HD for better quality.

——————————————————————————————
I was just putting the different clips that I had together, then it came to my mind, I realized, it somehow portrayed a story. I don't know. Maybe it's just me.
——————————————————————————————
Song: Only You by Jason Falkner
——————————————————————————————
Clips featured:
Guess
And Soon The Darkness
Drive Angry
The Rum Diary

Follow me: http://www.twitter.com/ShielaJuban

Enjoy. Like if you like it. Comment if you must. And Hit Subscribe. ;)
——————————————————————————————
Please also view my first video, starring Amber Heard as well.
http://youtu.be/CNr5QRIYAXw
——————————————————————————————
For Entertainment Purposes Only.
No Copyright Infringement Intended.
All Rights Reserved to the Original Artist(s) and Company(ies)",https://i.ytimg.com/vi/UivSoP11sxk/default.jpg,120,90,https://i.ytimg.com/vi/UivSoP11sxk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UivSoP11sxk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/UivSoP11sxk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/UivSoP11sxk/maxresdefault.jpg,1280.0,720.0,Shiela Mae Juban,"['Amber Heard', 'Odette Yustman', 'Karl Urban', 'Nicholas Cage', 'Johnny Depp', 'Aaron Eckhart', 'Guess', 'And Soon The Darkness', 'Drive Angry', 'The Rum Diary', 'Only You', 'Jason Falkner', 'Lyrics', 'CAFAstudent']",1,none,Amber Heard ; only you (with lyrics),"Watch in HD for better quality.

——————————————————————————————
I was just putting the different clips that I had together, then it came to my mind, I realized, it somehow portrayed a story. I don't know. Maybe it's just me.
——————————————————————————————
Song: Only You by Jason Falkner
——————————————————————————————
Clips featured:
Guess
And Soon The Darkness
Drive Angry
The Rum Diary

Follow me: http://www.twitter.com/ShielaJuban

Enjoy. Like if you like it. Comment if you must. And Hit Subscribe. ;)
——————————————————————————————
Please also view my first video, starring Amber Heard as well.
http://youtu.be/CNr5QRIYAXw
——————————————————————————————
For Entertainment Purposes Only.
No Copyright Infringement Intended.
All Rights Reserved to the Original Artist(s) and Company(ies)",PT5M19S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,29221,293,0,17,,,
youtube#video,uuFkqRtJdiBjxj9pHXFALlU-0YU,VXzTnvILyCE,2010-07-28T22:43:13Z,UCllmFPy802nQW8BJBE3Rt5g,SDCC 2010 AMBER HEARD,,https://i.ytimg.com/vi/VXzTnvILyCE/default.jpg,120,90,https://i.ytimg.com/vi/VXzTnvILyCE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/VXzTnvILyCE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/VXzTnvILyCE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/VXzTnvILyCE/maxresdefault.jpg,1280.0,720.0,greateldino,['00081'],24,none,SDCC 2010 AMBER HEARD,,PT1M14S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,23984,73,0,23,,,
youtube#video,sIkzJK-mz-UxFaxOq7uL_KfrVGE,wqXt3swPwJw,2013-08-04T04:45:34Z,UClegtl_bQfj0wNZyU3kwO1g,Amber Heard Thinks That Liam Hemsworth Is Sweet,"Amber Heard plays Emma Jennings in ""Paranoia"". She talks very affectionately about her co-star Liam Hemsworth in the film",https://i.ytimg.com/vi/wqXt3swPwJw/default.jpg,120,90,https://i.ytimg.com/vi/wqXt3swPwJw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wqXt3swPwJw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/wqXt3swPwJw/sddefault.jpg,640.0,480.0,,,,HoneyBeeeeez,"['Amber Heard (TV Actor)', 'Liam Hemsworth (TV Actor)', 'about liam hemsworth', 'amber heard', 'amber heard and liam hemsworth', 'amber heard in a sexy white top', 'Amber Heard Interview', 'amber heard on set of paranoia', 'amber heard stars in paranoia', 'amber heard talks about new movie', 'amber heard thinks liam hemsworth is sweet', 'behind the scenes of paranoia', 'paranoia']",24,none,Amber Heard Thinks That Liam Hemsworth Is Sweet,"Amber Heard plays Emma Jennings in ""Paranoia"". She talks very affectionately about her co-star Liam Hemsworth in the film",PT53S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,6091,16,0,0,,,
youtube#video,9RMJc8CBqILhmDMAlHJ2jTFa60M,X1j7yM34eTo,2011-10-01T15:58:55Z,UC6Q9YRD-oq5WZfFm12fWhYg,The Rum Diary - Nothing In Moderation [TV Spot],"The Rum Diary TV Spot ""Nothing in Moderation""
Director: Bruce Robinson
Cast: Johnny Depp, Amber Heard, Aaron Eckhart",https://i.ytimg.com/vi/X1j7yM34eTo/default.jpg,120,90,https://i.ytimg.com/vi/X1j7yM34eTo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/X1j7yM34eTo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/X1j7yM34eTo/sddefault.jpg,640.0,480.0,,,,TheStonesDeppfan,"['The', 'Rum', 'Diary', 'TV', 'Spot', 'Nothing', 'in', 'Moderation', 'Bruce', 'Robinson', 'Johnny', 'Depp', 'Aaron', 'Ekchart', 'Amber', 'Heard', 'USA', '2011']",23,none,The Rum Diary - Nothing In Moderation [TV Spot],"The Rum Diary TV Spot ""Nothing in Moderation""
Director: Bruce Robinson
Cast: Johnny Depp, Amber Heard, Aaron Eckhart",PT33S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,3082,6,0,0,,,
youtube#video,ApJ42CeR244Q5nDDDxRdr0TokXI,XYFFxi-hO5M,2017-08-13T23:49:21Z,UCdFlXPpXaptk8zfyfWX_iwg,Amber Heard fala sobre Magic Mike XXL para a ODE (LEGENDADO PT/BR),Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/,https://i.ytimg.com/vi/XYFFxi-hO5M/default.jpg,120,90,https://i.ytimg.com/vi/XYFFxi-hO5M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/XYFFxi-hO5M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/XYFFxi-hO5M/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/XYFFxi-hO5M/maxresdefault.jpg,1280.0,720.0,Amber Heard Brasil,"['amber heard', 'amber heard legendado', 'amber heard brasil', 'amber heard tradução', 'magic mike xxl']",22,none,Amber Heard fala sobre Magic Mike XXL para a ODE (LEGENDADO PT/BR),Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/,PT1M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,566,12,0,1,,,
youtube#video,HxJ5cMMYZq89q_hQjj2ieX-GuwE,yWx2OkMaDKY,2016-07-15T02:50:55Z,UCdFlXPpXaptk8zfyfWX_iwg,Amber Heard no James Corden (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Confira TODOS os vídeos legendados da Amber Heard: https://vimeo.com/amberheardbr",https://i.ytimg.com/vi/yWx2OkMaDKY/default.jpg,120,90,https://i.ytimg.com/vi/yWx2OkMaDKY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/yWx2OkMaDKY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/yWx2OkMaDKY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/yWx2OkMaDKY/maxresdefault.jpg,1280.0,720.0,Amber Heard Brasil,"['amber heard', 'amber heard legendado', 'amber heard brasil', 'amber heard tradução', 'Late Late Show With James Corden', 'amber heard james corden', 'james corden legendado', 'late late show with james corden legendado', 'amber heard entrevista']",22,none,Amber Heard no James Corden (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Confira TODOS os vídeos legendados da Amber Heard: https://vimeo.com/amberheardbr",PT2M4S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1446,22,0,1,,,
youtube#video,jGrwtYojJjgr3HYzflx8g4EHfgs,ZtJcYdV8XM8,2011-08-21T00:50:41Z,UC_hMwkijtpm1K5ciDVWcwiA,amber heard,"Amber heard , une actrice talentueuse",https://i.ytimg.com/vi/ZtJcYdV8XM8/default.jpg,120,90,https://i.ytimg.com/vi/ZtJcYdV8XM8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZtJcYdV8XM8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ZtJcYdV8XM8/sddefault.jpg,640.0,480.0,,,,stefiinou34530,"['amber heard', 'actrice', 'femme', 'hell driver', 'mandy lane']",1,none,amber heard,"Amber heard , une actrice talentueuse",PT2M57S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,12985,33,0,4,,,
