kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage
youtube#video,iO4aQOWzGwUgeFOhqTmdOp2Dyzk,-3Z6RbaAgcw,2021-08-05T11:30:00Z,UCzL481dt5_IehHAN9lBtEng,Amber's Airline - Trailer 2,"Welcome to the Amber’s Airline – High Hopes! Amber Hope is an aspiring airline stewardess whose dreams fly high in the clouds. Help make Amber’s dreams a reality as she faces personal fears and challenges. This is the unofficial gameplay and strategy guide for Amber’s Airline – High Hopes and includes every level, challenge, minigame, and more! Learn how to unlock every trophy and find all hidden mice. Are you ready to take off?

Fasten your seat belt and take off with Amber Hope in a new airline game!

From GameHouse, makers of Delicious, Fabulous and Heart’s Medicine, comes a brand new time management adventure that will make your heart soar!

In Amber’s Airline - High Hopes, you’ll get a taste of the glamorous life of a flight attendant.

Meet Amber Hope, aspiring stewardess for Snuggford Airlines. Amber has dreamed of flying to exotic destinations around the world since she was a girl. But before she can join the elite crew of air hostesses, she’ll need to pass her exams. That’s not going to be easy, and she’ll need your help.

✈️Be transported by a truly wonderful story of love and loss
✈️Fly through 60 travel-themed levels, and 30 extra challenging levels
✈️Explore the world and get a behind-the scenes look at airport life with 6 unique locations
✈️Master 18 mini games that cover every aspect of flying – from check-in to security checks, suitcases to passports, safety demonstrations to serving passengers
✈️Fasten your seatbelt for amazing, all-new cinematics
✈️Experience what it’s like to be a real flight attendant - the ups and the downs
✈️”Unfasten” Amber’s diary and discover her secret thoughts as you earn game goals
✈️Customize Amber’s diary by earning diamonds and make it your own with travel stickers and different covers

Amber’s life seems wonderful. She shares her apartment with her pet fish, Sushi. She loves her job and dreams of the day she’ll be on an airplane, a full-fledged cabin attendant assisting travellers. The possibilities are endless - “the sky is the limit” as they say. But appearances can be deceiving…

Everything is overshadowed by what happened in her childhood and she can’t escape her past. Her lingering guilt and fear are holding her back from achieving the very thing she is trying to achieve.

When her plane crashes, Amber is forced to face her fears. As you’ve heard time and again during safety demonstrations, Amber will have to help herself before she can help others. Is she up to the task?

Share the highs and lows of Amber’s life. Be there for her and help her ascend to the highest heights!

#amberairline #gamehouse #timemanagement

Download:
Android: https://play.google.com/store/apps/details?id=com.osg.takeoff&hl=en&gl=US

iOS: https://apps.apple.com/us/app/ambers-airline-high-hopes/id1320809215",https://i.ytimg.com/vi/-3Z6RbaAgcw/default.jpg,120,90,https://i.ytimg.com/vi/-3Z6RbaAgcw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-3Z6RbaAgcw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-3Z6RbaAgcw/sddefault.jpg,640.0,480.0,Hybridjunkie,"['gamehouse', 'ambers airline - high hopes', 'game house original stories', 'walkthrough', 'new beginnings', 'ambers airline', 'guide', 'carl the mouse', 'carl', 'mouse', 'hybridjunkie', 'hybrid junkie', '1440p', '1080p', '720p', '60fps', 'mobile apps', 'ios apps', 'tablet apps', 'ipad apps', 'phone apps', 'mobile game', 'ipad game', 'iphone game', 'tablet game', 'original story', 'original stories', 'gamehouse original stories', 'trailer', 'game trailer']",20,none,Amber's Airline - Trailer 2,"Welcome to the Amber’s Airline – High Hopes! Amber Hope is an aspiring airline stewardess whose dreams fly high in the clouds. Help make Amber’s dreams a reality as she faces personal fears and challenges. This is the unofficial gameplay and strategy guide for Amber’s Airline – High Hopes and includes every level, challenge, minigame, and more! Learn how to unlock every trophy and find all hidden mice. Are you ready to take off?

Fasten your seat belt and take off with Amber Hope in a new airline game!

From GameHouse, makers of Delicious, Fabulous and Heart’s Medicine, comes a brand new time management adventure that will make your heart soar!

In Amber’s Airline - High Hopes, you’ll get a taste of the glamorous life of a flight attendant.

Meet Amber Hope, aspiring stewardess for Snuggford Airlines. Amber has dreamed of flying to exotic destinations around the world since she was a girl. But before she can join the elite crew of air hostesses, she’ll need to pass her exams. That’s not going to be easy, and she’ll need your help.

✈️Be transported by a truly wonderful story of love and loss
✈️Fly through 60 travel-themed levels, and 30 extra challenging levels
✈️Explore the world and get a behind-the scenes look at airport life with 6 unique locations
✈️Master 18 mini games that cover every aspect of flying – from check-in to security checks, suitcases to passports, safety demonstrations to serving passengers
✈️Fasten your seatbelt for amazing, all-new cinematics
✈️Experience what it’s like to be a real flight attendant - the ups and the downs
✈️”Unfasten” Amber’s diary and discover her secret thoughts as you earn game goals
✈️Customize Amber’s diary by earning diamonds and make it your own with travel stickers and different covers

Amber’s life seems wonderful. She shares her apartment with her pet fish, Sushi. She loves her job and dreams of the day she’ll be on an airplane, a full-fledged cabin attendant assisting travellers. The possibilities are endless - “the sky is the limit” as they say. But appearances can be deceiving…

Everything is overshadowed by what happened in her childhood and she can’t escape her past. Her lingering guilt and fear are holding her back from achieving the very thing she is trying to achieve.

When her plane crashes, Amber is forced to face her fears. As you’ve heard time and again during safety demonstrations, Amber will have to help herself before she can help others. Is she up to the task?

Share the highs and lows of Amber’s life. Be there for her and help her ascend to the highest heights!

#amberairline #gamehouse #timemanagement

Download:
Android: https://play.google.com/store/apps/details?id=com.osg.takeoff&hl=en&gl=US

iOS: https://apps.apple.com/us/app/ambers-airline-high-hopes/id1320809215",en,PT1M1S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,275,1,0,1,,,,
youtube#video,vpmk-al6MBhsY6tZTfksUx3hFic,2XASVhXlmoM,2021-08-22T16:38:12Z,UCmaj488QTPgKDRNN4ShVZRQ,Jurassic Park Amber Collection Mr Arnold,"I am so happy to finally be catching up and putting these videos out. I have been saying it for a long time we needed a Mr. Arnold figure with ""arm ripping action"". I don't know if Mattel heard me but here he is at last.  He looks great. I'm thrilled. I'm so happy with the awesome job Mattel has been doing with the Legacy Series that is based only on the first movie.  For me it's the only Jurassic Park that matters.  Mattel if you see this, please we need a Lex figure and a Genaro figure with toilet or hut.  Even a Dodgson figure would be great since so many fans love that short scene with Nedry.


I hope there won't be problems with the comments. I NEVER close comments on new posts. I love talking to my regulars too much. If you see closed comments it was youtube going against my settings. I will try to reopen or make a post that hopefully has comments for us to chat to.

--------------------------------------------------------

My channel is not monetized nor will it ever be. I always refused to have ads for my viewers.  But now U toob is force them on everyone. I do not support any ads that pop up on my videos. Please view my channel with a computer, use fire fox and have an ad blocker add on for seamless viewing.

--------------------------------------------------------

Join me on LiveJournal: http://thagirion.livejournal.com
Donations to paypalme if you truly wish to support me: thagirion3 at yahoo dot com
Fan art, test products and treasure can be sent to
Des G of Scary Fear youtube
PO Box 1680
Zephyrhills FL 33539
Just tell me if you do so I know to check the mail.",https://i.ytimg.com/vi/2XASVhXlmoM/default.jpg,120,90,https://i.ytimg.com/vi/2XASVhXlmoM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2XASVhXlmoM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2XASVhXlmoM/sddefault.jpg,640.0,480.0,Scary Fear,,24,none,Jurassic Park Amber Collection Mr Arnold,"I am so happy to finally be catching up and putting these videos out. I have been saying it for a long time we needed a Mr. Arnold figure with ""arm ripping action"". I don't know if Mattel heard me but here he is at last.  He looks great. I'm thrilled. I'm so happy with the awesome job Mattel has been doing with the Legacy Series that is based only on the first movie.  For me it's the only Jurassic Park that matters.  Mattel if you see this, please we need a Lex figure and a Genaro figure with toilet or hut.  Even a Dodgson figure would be great since so many fans love that short scene with Nedry.


I hope there won't be problems with the comments. I NEVER close comments on new posts. I love talking to my regulars too much. If you see closed comments it was youtube going against my settings. I will try to reopen or make a post that hopefully has comments for us to chat to.

--------------------------------------------------------

My channel is not monetized nor will it ever be. I always refused to have ads for my viewers.  But now U toob is force them on everyone. I do not support any ads that pop up on my videos. Please view my channel with a computer, use fire fox and have an ad blocker add on for seamless viewing.

--------------------------------------------------------

Join me on LiveJournal: http://thagirion.livejournal.com
Donations to paypalme if you truly wish to support me: thagirion3 at yahoo dot com
Fan art, test products and treasure can be sent to
Des G of Scary Fear youtube
PO Box 1680
Zephyrhills FL 33539
Just tell me if you do so I know to check the mail.",,PT8M28S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,42,,0,17,https://i.ytimg.com/vi/2XASVhXlmoM/maxresdefault.jpg,1280.0,720.0,
youtube#video,2CzjpFLTv9PEpDQmesYBWlVyJg8,66KtPFY7uLQ,2016-01-12T09:45:53Z,UC_YYXeZ7e80KiBXC8cWt6XQ,Rogue Solo 10 Heroic Heart of Fear: Amber-Shaper Un'sok [5/6],"Filmed via FRAPS@60FPS
Song: Appearance Fall - NAGI☆
Item level: 729

As promised, Heroic Amber-Shaper Un'sok.

This boss is the exact same as Normal mode but the execution is going to have to be more precise.

Start by gathering Coagulated Amber (lots) because we're going to need to build up Soul Capacitor. The more Amber you pull the easier it is going to be to one shot the boss however, when an Amber dies it explodes dealing AoE damage (roughly 7-8k) so be mindful. Use the time gathering to cap at 5 combo points for Slice and Dice on pull.

Once you've gathered all of the Amber you'll need run behind the Amber-Shaper and wait for the Coagulated Amber to get close as we want to be very precise with boss timers. Once they are in range evasion and Killing Spree. Again at 3 to 4 seconds left on Soul Capacitor use Mirror of the Blademaster to kill the Coagulated Amber before Soul Capacitor detonates.

Before Soul Capacitor explodes make sure to use the Legendary Ring so we can carry some of the damage over to the Amber Monstrosity. 

Once Soul Capacitor explodes immediately run over to where the Amber Monstrosity will spawn with the stored damage via Legendary Ring. Make sure that you do not explode on the Pool-tender's. You can't really avoid splitting some of the damage to the Amber-Shaper or any Living Amber but, the extra damage dealt to the Monstrosity will put us ahead of Amber-Shaper Un'sok's Reshape Life timer. Use Drums of Fury to finish the Amber Monstrosities remaining health.",https://i.ytimg.com/vi/66KtPFY7uLQ/default.jpg,120,90,https://i.ytimg.com/vi/66KtPFY7uLQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/66KtPFY7uLQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/66KtPFY7uLQ/sddefault.jpg,640.0,480.0,SaorixTV,"['WoW', 'World of Warcraft', 'Rogue', 'Solo', 'Heroic', 'Heart of Fear', ""Amber-Shaper Un'sok""]",20,none,Rogue Solo 10 Heroic Heart of Fear: Amber-Shaper Un'sok [5/6],"Filmed via FRAPS@60FPS
Song: Appearance Fall - NAGI☆
Item level: 729

As promised, Heroic Amber-Shaper Un'sok.

This boss is the exact same as Normal mode but the execution is going to have to be more precise.

Start by gathering Coagulated Amber (lots) because we're going to need to build up Soul Capacitor. The more Amber you pull the easier it is going to be to one shot the boss however, when an Amber dies it explodes dealing AoE damage (roughly 7-8k) so be mindful. Use the time gathering to cap at 5 combo points for Slice and Dice on pull.

Once you've gathered all of the Amber you'll need run behind the Amber-Shaper and wait for the Coagulated Amber to get close as we want to be very precise with boss timers. Once they are in range evasion and Killing Spree. Again at 3 to 4 seconds left on Soul Capacitor use Mirror of the Blademaster to kill the Coagulated Amber before Soul Capacitor detonates.

Before Soul Capacitor explodes make sure to use the Legendary Ring so we can carry some of the damage over to the Amber Monstrosity. 

Once Soul Capacitor explodes immediately run over to where the Amber Monstrosity will spawn with the stored damage via Legendary Ring. Make sure that you do not explode on the Pool-tender's. You can't really avoid splitting some of the damage to the Amber-Shaper or any Living Amber but, the extra damage dealt to the Monstrosity will put us ahead of Amber-Shaper Un'sok's Reshape Life timer. Use Drums of Fury to finish the Amber Monstrosities remaining health.",,PT1M4S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3660,4,0,4,https://i.ytimg.com/vi/66KtPFY7uLQ/maxresdefault.jpg,1280.0,720.0,
youtube#video,JwDK3yOh7XKF9pLqAi0OReeAvHc,9uRy0NJxz4k,2021-05-28T10:12:36Z,UCpcKlE9KPLq6uAPIws6wMug,No Fear - YULTRON  Kellin Quinn  Amber Liu (Lyrics),"No Fear - YULTRON  Kellin Quinn  Amber Liu (Lyrics)
--
I do not own anything. All credits go to the right owners. No copyright intended.
Many thanks to:
- Artist: YULTRON  Kellin Quinn  Amber Liu
- Video: YULTRON  Kellin Quinn  Amber Liu - No Fear - https://www.youtube.com/watch?v=2lNuI_hGP0E
#YULTRON  Kellin Quinn  Amber Liu #No Fear
This video is purely fan-made, if you (owners) want to remove this video, please CONTACT US DIRECTLY before doing anything.
We will respectfully remove it.
--
""No Fear""
- YULTRON  Kellin Quinn  Amber Liu -

Fall asleep just for today
I heard you say
We don’t need to do anything
The world outside is cold and grey
Said it looks like rain
Let’s stay in bed we’ll watch
The world just wash away

It’s you and me against the world
Just you and me against the world
But we won’t fall
No, we stand tall
It’s you and me against the world
Just you and me against the world
But have no fear
Cause I’m right here
So have no fear
Cause I’m right here

(Against the world, against the world)
(So have no fear cause I’m right here)
(Against the world, against the world)
(So have no fear cause I’m right hеre)

Cities getting loud
And wе can drown out every sound
Don’t wanna feel haste
So do it our way
With every trace
We can’t hear what they say
Sun don’t shine the way that it used to
Clouds still gray, but we’re safe in this room
Can I fall asleep laying with you next to me
There’s no place I’d rather be

It’s you and me against the world
Just you and me against the world
And I don’t mind
Just wasting time
It’s you and me against the world
Just you and me against the world
But have no fear
Cuz I’m right here
So have no fear
Cuz I’m right here
(don’t care cuz life ain’t fair)

(Against the world, against the world)
(So have no fear cause I’m right here)
(Against the world, against the world)
(So have no fear cause I’m right here)


--
Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",https://i.ytimg.com/vi/9uRy0NJxz4k/default.jpg,120,90,https://i.ytimg.com/vi/9uRy0NJxz4k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9uRy0NJxz4k/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9uRy0NJxz4k/sddefault.jpg,640.0,480.0,Sylas ♪,"['No Fear', 'YULTRON Kellin Quinn Amber Liu', 'lyrics', 'lyrics YULTRON Kellin Quinn Amber Liu', 'YULTRON Kellin Quinn Amber Liu lyrics', 'No Fear YULTRON Kellin Quinn Amber Liu lyrics', 'YULTRON Kellin Quinn Amber Liu No Fear lyrics', 'lyrics No Fear YULTRON Kellin Quinn Amber Liu', 'lyrics YULTRON Kellin Quinn Amber Liu No Fear', 'top song 2021', 'best songs 2021', 'latest songs 2021', 'new songs 2021', 'newest songs 2021', 'top song with lyrics 2021', 'best songs with lyrics']",10,none,No Fear - YULTRON  Kellin Quinn  Amber Liu (Lyrics),"No Fear - YULTRON  Kellin Quinn  Amber Liu (Lyrics)
--
I do not own anything. All credits go to the right owners. No copyright intended.
Many thanks to:
- Artist: YULTRON  Kellin Quinn  Amber Liu
- Video: YULTRON  Kellin Quinn  Amber Liu - No Fear - https://www.youtube.com/watch?v=2lNuI_hGP0E
#YULTRON  Kellin Quinn  Amber Liu #No Fear
This video is purely fan-made, if you (owners) want to remove this video, please CONTACT US DIRECTLY before doing anything.
We will respectfully remove it.
--
""No Fear""
- YULTRON  Kellin Quinn  Amber Liu -

Fall asleep just for today
I heard you say
We don’t need to do anything
The world outside is cold and grey
Said it looks like rain
Let’s stay in bed we’ll watch
The world just wash away

It’s you and me against the world
Just you and me against the world
But we won’t fall
No, we stand tall
It’s you and me against the world
Just you and me against the world
But have no fear
Cause I’m right here
So have no fear
Cause I’m right here

(Against the world, against the world)
(So have no fear cause I’m right here)
(Against the world, against the world)
(So have no fear cause I’m right hеre)

Cities getting loud
And wе can drown out every sound
Don’t wanna feel haste
So do it our way
With every trace
We can’t hear what they say
Sun don’t shine the way that it used to
Clouds still gray, but we’re safe in this room
Can I fall asleep laying with you next to me
There’s no place I’d rather be

It’s you and me against the world
Just you and me against the world
And I don’t mind
Just wasting time
It’s you and me against the world
Just you and me against the world
But have no fear
Cuz I’m right here
So have no fear
Cuz I’m right here
(don’t care cuz life ain’t fair)

(Against the world, against the world)
(So have no fear cause I’m right here)
(Against the world, against the world)
(So have no fear cause I’m right here)


--
Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",en,PT3M38S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,55,2,0,1,https://i.ytimg.com/vi/9uRy0NJxz4k/maxresdefault.jpg,1280.0,720.0,en
youtube#video,lC0t29jl9C0ESNm7fQVMK0KLtHI,dK2GhnZRozs,2018-08-11T21:52:36Z,UCt17mnJKVY1Pr70weszt-5g,Can You Still Solo Amber-Shaper Un'sok In 8.0.1?,"Hey there, I figured it might be some questions going around if you can solo HoF these days, if you should bother and what not, I'd say go for it! :)",https://i.ytimg.com/vi/dK2GhnZRozs/default.jpg,120,90,https://i.ytimg.com/vi/dK2GhnZRozs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dK2GhnZRozs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dK2GhnZRozs/sddefault.jpg,640.0,480.0,Eirik,"[""Amber Shaper Un'sok"", 'Solo', '8.0.1', 'BfA', 'Battle For Azeroth']",20,none,Can You Still Solo Amber-Shaper Un'sok In 8.0.1?,"Hey there, I figured it might be some questions going around if you can solo HoF these days, if you should bother and what not, I'd say go for it! :)",,PT2M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3183,9,0,0,https://i.ytimg.com/vi/dK2GhnZRozs/maxresdefault.jpg,1280.0,720.0,
youtube#video,WSgCbE6IAOGdMdr4teDGuBjX5y4,GUUqfy9MWH4,2016-08-23T22:06:41Z,UCKHZEFUOlicJJAZCqifFu2g,3-Man Heart of Fear on 10N Difficulty - Boss #5 Amber-Shaper Un'sok,"So this boss was nearly impossible to 2-man or 3-man on Heroic due to the mechanics of the boss turning a random player into a Construct.  There are videos out here of a Hunter soloing this on Normal and a 3-man group doing this on Heroic but they're apparently old and mechanics have been changed a bit since those videos.

Anyway, we just turned the difficulty down to Normal and went ham.  Pretty simple on 3-man.  I'm not sure we could have done 2-man on Normal though because 2 of the 3 people in this run were turned into Constructs and if you do 2-man and both people get turned into Constructs, the raid resets. -- Watch live at https://www.twitch.tv/pjstartv",https://i.ytimg.com/vi/GUUqfy9MWH4/default.jpg,120,90,https://i.ytimg.com/vi/GUUqfy9MWH4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GUUqfy9MWH4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GUUqfy9MWH4/sddefault.jpg,640.0,480.0,PjStarTV,"['twitch', 'games', 'Heart of Fear', ""Amber-Shaper Un'sok"", '2-man Heart of Fear', 'Solo Heart of Fear', 'Heart of Fear Heroic']",20,none,3-Man Heart of Fear on 10N Difficulty - Boss #5 Amber-Shaper Un'sok,"So this boss was nearly impossible to 2-man or 3-man on Heroic due to the mechanics of the boss turning a random player into a Construct.  There are videos out here of a Hunter soloing this on Normal and a 3-man group doing this on Heroic but they're apparently old and mechanics have been changed a bit since those videos.

Anyway, we just turned the difficulty down to Normal and went ham.  Pretty simple on 3-man.  I'm not sure we could have done 2-man on Normal though because 2 of the 3 people in this run were turned into Constructs and if you do 2-man and both people get turned into Constructs, the raid resets. -- Watch live at https://www.twitch.tv/pjstartv",,PT1M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,153,0,0,0,https://i.ytimg.com/vi/GUUqfy9MWH4/maxresdefault.jpg,1280.0,720.0,
youtube#video,kWkMPxXjl0PRTY_ztKEkqkHxcQ0,Imm6RR5TwHY,2017-01-04T09:21:23Z,UCFfkkq8QNUY0JWzBCNkPngg,Solo Amber Shaper Un'sok Heart of fear Help,"Watch as I try to figure out how to Solo this boss. 1 failed attempt and next successful I kind of explain what im doing so hopefully this helps!
-876 Havoc DH",https://i.ytimg.com/vi/Imm6RR5TwHY/default.jpg,120,90,https://i.ytimg.com/vi/Imm6RR5TwHY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Imm6RR5TwHY/hqdefault.jpg,480,360,,,,Teh_Beavs,"['WoW', 'Warcraft', 'World of warcraft', 'Solo', 'Amber shaper', 'Shaper', ""Un'sok"", 'unsok', 'Pandaria', 'Heart of fear', 'Fear', 'Boss', 'Legion', 'Mists', 'raid', 'dungeion', '25man', 'Help', 'tip', 'tips', 'hints', 'how to', 'Teh_beavs', 'Beavs', 'Gameplay', 'in game', 'possible', 'can I solo', ""Amber Shaper Un'sok"", 'fear', 'heart', 'raids', 'help']",20,none,Solo Amber Shaper Un'sok Heart of fear Help,"Watch as I try to figure out how to Solo this boss. 1 failed attempt and next successful I kind of explain what im doing so hopefully this helps!
-876 Havoc DH",,PT5M12S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,28262,51,0,18,,,,
youtube#video,wRCVfvYnnvQee7TqI74o0-1Ed3I,KFNLV6U_apA,2012-02-26T00:41:20Z,UC1pEHow0dlGHmtOmKtuXg5Q,irina shayk vs amber heard.wmv, ,https://i.ytimg.com/vi/KFNLV6U_apA/default.jpg,120,90,https://i.ytimg.com/vi/KFNLV6U_apA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KFNLV6U_apA/hqdefault.jpg,480,360,,,,MsAOZ1234,"['irina', 'shayk', 'vs', 'amber', 'heard']",22,none,irina shayk vs amber heard.wmv, ,,PT5M7S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,706,2,0,1,,,,
youtube#video,CE0A4VKteyQPgg6qoSC0xFMAr5E,LRBb6kQQ0Ns,2020-03-23T16:44:29Z,UC26P3153ri2nKdQIK4Hro2A,3 (Ford/Kavanaugh) Dr. Ford's fear of slip of the tongue,#feminists #antifeminism #antifeminists #politics #leftists #liberals #conservatives #kavanaugh #metoo #himtoo #AmberHeard #JohnDepp #rape #ibelieveher #ibelievehim #believewomen #mtgow,https://i.ytimg.com/vi/LRBb6kQQ0Ns/default.jpg,120,90,https://i.ytimg.com/vi/LRBb6kQQ0Ns/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LRBb6kQQ0Ns/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LRBb6kQQ0Ns/sddefault.jpg,640.0,480.0,Armo Wit,"['Rape', 'Feminists', 'Liberals', 'Conservatives', 'Trump', 'Kavanaugh', 'Ford', 'Amberheard', 'JohnyDepp', 'Metoo']",25,none,3 (Ford/Kavanaugh) Dr. Ford's fear of slip of the tongue,#feminists #antifeminism #antifeminists #politics #leftists #liberals #conservatives #kavanaugh #metoo #himtoo #AmberHeard #JohnDepp #rape #ibelieveher #ibelievehim #believewomen #mtgow,en,PT11M48S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,474,14,0,4,https://i.ytimg.com/vi/LRBb6kQQ0Ns/maxresdefault.jpg,1280.0,720.0,
youtube#video,AfLKAYpHIx1BLDaYGFTmnpa3GCw,mKyykhUEw5w,2020-12-01T00:42:46Z,UCVBk2MDYRDO0DkpBeqXqSLQ,Amber Miller: Living Confidently Past Your Addictions and Fears,"Meet Amber Miller, a real estate investor, part-time X-ray and lab technician, and the founder of the Facebook group ‘A Life Not Wasted’. She has created a live program that gives women the tools they need to become confident and walk through the fear that holds them back so they can live an exciting and fulfilling life.

In this episode of Construct Your Life with Austin Linney, Amber narrates how she struggled with alcohol addiction for many years and the pivotal moment she decided to break that generational pattern. She talks about her personal development journey and how she’s working towards financial freedom.

Listen in to learn how you can transform your life when you put your mind to it and be open to the possibilities of a better future.

“When you work on yourself and when you learn what real self-love is, it radiates to everybody else.”- Amber [30:57]

What You Will Discover:
[2:59] Reaching out to like-minded people and making genuine connections.

[7:34] A life transformation: from an alcoholic to a writer.

[22:50] Deciding and writing a new narrative of who you are now, not who you used to be.

[29:38] The true meaning of self-love that radiates to everyone else.

[45:50] How to open up your mind to new ideas and opportunities.

[51:42] Making hard choices that will change your life.

Relevant Links:
Facebook Group: https://www.facebook.com/groups/217125266224956
Book Mentioned: The Total Money Makeover by Dave Ramsey

#podcast",https://i.ytimg.com/vi/mKyykhUEw5w/default.jpg,120,90,https://i.ytimg.com/vi/mKyykhUEw5w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mKyykhUEw5w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mKyykhUEw5w/sddefault.jpg,640.0,480.0,Austin Linney,,22,none,Amber Miller: Living Confidently Past Your Addictions and Fears,"Meet Amber Miller, a real estate investor, part-time X-ray and lab technician, and the founder of the Facebook group ‘A Life Not Wasted’. She has created a live program that gives women the tools they need to become confident and walk through the fear that holds them back so they can live an exciting and fulfilling life.

In this episode of Construct Your Life with Austin Linney, Amber narrates how she struggled with alcohol addiction for many years and the pivotal moment she decided to break that generational pattern. She talks about her personal development journey and how she’s working towards financial freedom.

Listen in to learn how you can transform your life when you put your mind to it and be open to the possibilities of a better future.

“When you work on yourself and when you learn what real self-love is, it radiates to everybody else.”- Amber [30:57]

What You Will Discover:
[2:59] Reaching out to like-minded people and making genuine connections.

[7:34] A life transformation: from an alcoholic to a writer.

[22:50] Deciding and writing a new narrative of who you are now, not who you used to be.

[29:38] The true meaning of self-love that radiates to everyone else.

[45:50] How to open up your mind to new ideas and opportunities.

[51:42] Making hard choices that will change your life.

Relevant Links:
Facebook Group: https://www.facebook.com/groups/217125266224956
Book Mentioned: The Total Money Makeover by Dave Ramsey

#podcast",,PT1H1M21S,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,88,2,0,1,https://i.ytimg.com/vi/mKyykhUEw5w/maxresdefault.jpg,1280.0,720.0,
