kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,LI1vvyGN5n4ptA9HD6ixLGKFrqU,4vApHvi8LCQ,2021-01-24T02:30:49Z,UCgztqyc6oDlFUW-L--fas7Q,Amber Rose tells Fat Joe How She Stole Million Dollars from Kanye West as a Gold Digger,,https://i.ytimg.com/vi/4vApHvi8LCQ/default.jpg,120,90,https://i.ytimg.com/vi/4vApHvi8LCQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4vApHvi8LCQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4vApHvi8LCQ/sddefault.jpg,640.0,480.0,Prophet Muscle,24,none,Amber Rose tells Fat Joe How She Stole Million Dollars from Kanye West as a Gold Digger,,PT10M11S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,81976,1208,0,171,,,,,,
youtube#video,IOd9NCR2j87un7_ZDFL3i1juLp0,6-68pFbQlro,2020-07-26T15:00:11Z,UC2PHGXPpS6bQlG3H1yHHajQ,Amber Heard potrebbe finire in carcere,"Amber Heard sta attraversando uno dei peggiori momenti della sua vita. Infatti, l’attrice si è resa conto che potrebbe finire in carcere per aver portato delle prove false in tribunale, durante il processo contro Johnny Depp. Ma questo non è tutto. L’attrice ha svelato un gran segreto che ha lasciato tutti a bocca aperta.

Iscriviti e scopri tutto quello che vuoi sapere sulle tue celebrità preferite! http://bit.ly/yt-icone. Seguici su Facebook http://bit.ly/fb-icone.

Trova molti articoli da leggere e divertiti nel nostro sito http://bit.ly/web-upsocl.

Contenuto distribuito da Upsocl.com.",https://i.ytimg.com/vi/6-68pFbQlro/default.jpg,120,90,https://i.ytimg.com/vi/6-68pFbQlro/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6-68pFbQlro/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6-68pFbQlro/sddefault.jpg,640.0,480.0,Icone,24,none,Amber Heard potrebbe finire in carcere,"Amber Heard sta attraversando uno dei peggiori momenti della sua vita. Infatti, l’attrice si è resa conto che potrebbe finire in carcere per aver portato delle prove false in tribunale, durante il processo contro Johnny Depp. Ma questo non è tutto. L’attrice ha svelato un gran segreto che ha lasciato tutti a bocca aperta.

Iscriviti e scopri tutto quello che vuoi sapere sulle tue celebrità preferite! http://bit.ly/yt-icone. Seguici su Facebook http://bit.ly/fb-icone.

Trova molti articoli da leggere e divertiti nel nostro sito http://bit.ly/web-upsocl.

Contenuto distribuito da Upsocl.com.",PT3M15S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2200,33,0,3,https://i.ytimg.com/vi/6-68pFbQlro/maxresdefault.jpg,1280.0,720.0,"['icone', 'icone upsocl']",it,
youtube#video,l5EuE6xuJvNsjw7aCm9yEen_kOU,6_ofr17JDIY,2020-07-04T00:11:26Z,UCy8YFzbkvYTQOQxjgE3UTBQ,Amber Heard Is Not A Very Good Gold Digger!-(Amber Heard Playlist),,https://i.ytimg.com/vi/6_ofr17JDIY/default.jpg,120,90,https://i.ytimg.com/vi/6_ofr17JDIY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6_ofr17JDIY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6_ofr17JDIY/sddefault.jpg,640.0,480.0,The Amber Heard Playlist!!,22,none,Amber Heard Is Not A Very Good Gold Digger!-(Amber Heard Playlist),,PT1M20S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,291,1,0,,,,,,,
youtube#video,eJpRAMTcc9-obMJzvj9QDyYxyFw,8pkCfmc2yuk,2021-05-22T07:45:29Z,UCVxzTQDruKuxiHvK36BSYkQ,Late Night Talks: Johnny Depp the “Gold-Digger” Argument- Once More With Feeling,"Johnny Depp Is Trying the “Gold-Digger” Argument Against Amber Heard Once More With Feeling, what?
https://www.vanityfair.com/style/2021/05/johnny-depp

Jake Tapper Says Ryan Reynolds Shouldn’t Have Been Allowed To Play Deadpool
https://wegotthiscovered.com/movies/jake-tapper-ryan-reynolds-allowed-play-deadpool/

‘Doctor Strange’ Casting Of Tilda Swinton As ‘The Ancient One’ Was A Mistake, Says Marvel Studios President Kevin Feige
https://deadline.com/2021/05/doctor-strange-tilda-swinton-the-ancient-one-whitewashing-kevin-feige-marvel-studios-1234761666/

Pedro Pascal Coming Under Fire For Supporting Gal Gadot
https://wegotthiscovered.com/movies/pedro-pascal-coming-fire-social-media-supporting-gal-gadot/

Dave Bautista Says Shirtless Scenes Are A Reason For His MCU Exit After GOTG 3
https://screenrant.com/dave-bautista-guardians-galaxy-3-exit-why-shirtless/

follow mad squirrel
@SgtMadSquirrel
check out the channel
https://www.youtube.com/c/MadSquirrelConversation
plus the tee spring
https://t.co/KbVEXNZxFC?amp=1

plus PB
@PopCulturePb
https://t.co/DFC4UtYnX5?amp=1

plus cyber
https://t.co/0Xb48kmPZC?amp=1

plus the Prophets
https://t.co/qjdK819nyL?amp=1",https://i.ytimg.com/vi/8pkCfmc2yuk/default.jpg,120,90,https://i.ytimg.com/vi/8pkCfmc2yuk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8pkCfmc2yuk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8pkCfmc2yuk/sddefault.jpg,640.0,480.0,Mr. Zod's Fandom Zone,24,none,Late Night Talks: Johnny Depp the “Gold-Digger” Argument- Once More With Feeling,"Johnny Depp Is Trying the “Gold-Digger” Argument Against Amber Heard Once More With Feeling, what?
https://www.vanityfair.com/style/2021/05/johnny-depp

Jake Tapper Says Ryan Reynolds Shouldn’t Have Been Allowed To Play Deadpool
https://wegotthiscovered.com/movies/jake-tapper-ryan-reynolds-allowed-play-deadpool/

‘Doctor Strange’ Casting Of Tilda Swinton As ‘The Ancient One’ Was A Mistake, Says Marvel Studios President Kevin Feige
https://deadline.com/2021/05/doctor-strange-tilda-swinton-the-ancient-one-whitewashing-kevin-feige-marvel-studios-1234761666/

Pedro Pascal Coming Under Fire For Supporting Gal Gadot
https://wegotthiscovered.com/movies/pedro-pascal-coming-fire-social-media-supporting-gal-gadot/

Dave Bautista Says Shirtless Scenes Are A Reason For His MCU Exit After GOTG 3
https://screenrant.com/dave-bautista-guardians-galaxy-3-exit-why-shirtless/

follow mad squirrel
@SgtMadSquirrel
check out the channel
https://www.youtube.com/c/MadSquirrelConversation
plus the tee spring
https://t.co/KbVEXNZxFC?amp=1

plus PB
@PopCulturePb
https://t.co/DFC4UtYnX5?amp=1

plus cyber
https://t.co/0Xb48kmPZC?amp=1

plus the Prophets
https://t.co/qjdK819nyL?amp=1",PT2H32M39S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,481,59,0,1,https://i.ytimg.com/vi/8pkCfmc2yuk/maxresdefault.jpg,1280.0,720.0,"['amber heard', 'army of the dead', 'army of the dead trailer', 'cancel culture', 'celebrities 2020', 'dave batista', 'dave bautista', 'dave bautista guardians of the galaxy', 'domestic violence', 'elon musk', 'elon musk and amber heard video', 'gal gadot israel', 'gal gadot palestine', 'geeks and gamers', 'johnny depp', 'johnny depp amber heard audio', 'johnny depp amber heard court', 'late night', 'latest celebrity news', 'mean tweets', 'nbc tv', 'talk show', 'wonder woman', 'world wrestling entertainment']",en,en
youtube#video,6lkmBLv3uAYiDXfmQDbQ51TEo_M,F90e25iQJOA,2021-02-05T02:45:56Z,UCfQKekanlkEakFuroh2ftWQ,ÁUDIO: Amber Heard Admite Que Cortou o Dedo de Johnny Depp!,"No áudio a seguir, pode-se ouvir a própria Amber Heard admitir que cortou a ponta do dedo de Johnny Depp e lamentar por isso o tempo todo.

O áudio não está completo. São apenas algumas partes que eu achei importante destacar.

Contém legendas em Português.

Escute o áudio completo (sem legendas) neste link:
https://www.youtube.com/watch?v=VDP9NVQmiXw&t=868s",https://i.ytimg.com/vi/F90e25iQJOA/default.jpg,120,90,https://i.ytimg.com/vi/F90e25iQJOA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/F90e25iQJOA/hqdefault.jpg,480,360,,,,Justiça Para Johnny Depp.,22,none,ÁUDIO: Amber Heard Admite Que Cortou o Dedo de Johnny Depp!,"No áudio a seguir, pode-se ouvir a própria Amber Heard admitir que cortou a ponta do dedo de Johnny Depp e lamentar por isso o tempo todo.

O áudio não está completo. São apenas algumas partes que eu achei importante destacar.

Contém legendas em Português.

Escute o áudio completo (sem legendas) neste link:
https://www.youtube.com/watch?v=VDP9NVQmiXw&t=868s",PT11M35S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,2182,83,0,6,,,,,,
youtube#video,apbbp_-mQYUqWBU7n3nLP3rC6SI,FCPe7ApJPBc,2021-11-12T17:16:33Z,UC45c6Fb77Q7-wwoYSESYcKA,Amber Heard Vs.  Johnny Depp,the best video I could figure out how to do without it getting copyrighted. Amber Heard Vs. Johnny Depp,https://i.ytimg.com/vi/FCPe7ApJPBc/default.jpg,120,90,https://i.ytimg.com/vi/FCPe7ApJPBc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FCPe7ApJPBc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FCPe7ApJPBc/sddefault.jpg,640.0,480.0,Blue Collar Men Productions,24,none,Amber Heard Vs.  Johnny Depp,the best video I could figure out how to do without it getting copyrighted. Amber Heard Vs. Johnny Depp,PT5M3S,2d,hd,false,True,rectangular,processed,public,creativeCommon,True,True,False,126,10,0,11,https://i.ytimg.com/vi/FCPe7ApJPBc/maxresdefault.jpg,1280.0,720.0,"['amber heard', 'Johnny Depp']",en,
youtube#video,OGXuzumnoPqFJ3olXwg5ViqslCE,ga2n00_RRz8,2020-12-30T07:25:19Z,UChHfDKCKsFp7v2CQOoOwluA,Johnny Depp and Amber Heard Ringtone Of Famous tune of Pirates of the Caribbean,#JohnnyDepp #Amberheard #Piratesofcaribbean #smile #ringtone #goodwillness,https://i.ytimg.com/vi/ga2n00_RRz8/default.jpg,120,90,https://i.ytimg.com/vi/ga2n00_RRz8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ga2n00_RRz8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ga2n00_RRz8/sddefault.jpg,640.0,480.0,Amol Sathe,22,none,Johnny Depp and Amber Heard Ringtone Of Famous tune of Pirates of the Caribbean,#JohnnyDepp #Amberheard #Piratesofcaribbean #smile #ringtone #goodwillness,PT14S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1285,24,0,2,,,,,,
youtube#video,FGhEgdzv3DZIgcRb4ZKjra3M0UY,IZfYwaSZ_DU,2020-12-05T02:09:25Z,UCqnWwVtOpQKwsM3lwAwtoaA,JOHNNY DEPP y su HISTORIA COMPLETA con AMBER HEARD 🚨 | Capítulo 1,"Seguro has escuchado algo de información sobre este tema, y es que Johnny Depp ha conseguido ser uno de los actores más queridos de los recientes tiempos, pero ¿En verdad es responsable de los cargos en su contra?
El día de hoy analizamos todo el caso, desde el día que se conocieron, hasta las consecuencias que el divorcio trajo a sus vidas. 
Todo este drama es digno de ser una serie ¡Así que decidí contártelo como tal! Seguro te diviertes, y generas una propia conclusión sobre el veredicto que dicto el juez. 
¡SUSCRÍBETE Y NOS VEMOS EN DOS DÍAS CON LA SEGUNDA PARTE DE ESTA SERIE! 

¿Que secretos esconde JUEGO DE GEMELAS? 
https://www.youtube.com/watch?v=mIy6n...

¿Sam Smith y Adele son la MISMA PERSONA? 
https://www.youtube.com/watch?v=MY3vX...

¡Comencemos a seguirnos!
Instagram: https://www.instagram.com/daniel.ghil...
Facebook: https://www.facebook.com/DanielGhil1/

Audios que te mencione en el video: https://www.youtube.com/watch?v=53ZS1RSC9Cw&ab_channel=YoSoyDeCine",https://i.ytimg.com/vi/IZfYwaSZ_DU/default.jpg,120,90,https://i.ytimg.com/vi/IZfYwaSZ_DU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IZfYwaSZ_DU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/IZfYwaSZ_DU/sddefault.jpg,640.0,480.0,Daniel Ghil,24,none,JOHNNY DEPP y su HISTORIA COMPLETA con AMBER HEARD 🚨 | Capítulo 1,"Seguro has escuchado algo de información sobre este tema, y es que Johnny Depp ha conseguido ser uno de los actores más queridos de los recientes tiempos, pero ¿En verdad es responsable de los cargos en su contra?
El día de hoy analizamos todo el caso, desde el día que se conocieron, hasta las consecuencias que el divorcio trajo a sus vidas. 
Todo este drama es digno de ser una serie ¡Así que decidí contártelo como tal! Seguro te diviertes, y generas una propia conclusión sobre el veredicto que dicto el juez. 
¡SUSCRÍBETE Y NOS VEMOS EN DOS DÍAS CON LA SEGUNDA PARTE DE ESTA SERIE! 

¿Que secretos esconde JUEGO DE GEMELAS? 
https://www.youtube.com/watch?v=mIy6n...

¿Sam Smith y Adele son la MISMA PERSONA? 
https://www.youtube.com/watch?v=MY3vX...

¡Comencemos a seguirnos!
Instagram: https://www.instagram.com/daniel.ghil...
Facebook: https://www.facebook.com/DanielGhil1/

Audios que te mencione en el video: https://www.youtube.com/watch?v=53ZS1RSC9Cw&ab_channel=YoSoyDeCine",PT12M28S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,477,34,0,4,https://i.ytimg.com/vi/IZfYwaSZ_DU/maxresdefault.jpg,1280.0,720.0,"['johnny depp', 'johnny depp amber heard', 'amber heard johnny depp', 'amber heard', 'amber heard aquaman', 'juicio johnny depp', 'amber heard audio', 'johnny depp amber heard audio', 'piratas del caribe', 'johnny depp y amber heard', 'the sun', 'que paso con johnny depp', 'justice for johnny depp', 'justiceforjohnnydepp', 'jhonny deep', 'johnny deep', 'johnny depp amber heard audios', 'animales fantasticos', 'el pais', 'feministas', 'caso completo', 'johnny depp cancelado', 'feministas amber heard', 'progres', 'Aquaman']",,
youtube#video,M7JDjUsodlnKwKfBu834CxYY79Q,jApCNTDhEQ0,2016-06-08T16:58:34Z,UCj8ha8zpkrUbnF1JuhVJboQ,Women Are Gold Diggers & Use Men For Money - Johnny Depp & Amber Heard,"Amber Heard accuses Johnny Depp of abuse and the world accuses her of lying and being a gold digger.  If women use men for money, what do men use women for?
There is a double standard of the judgment made against young women who date or marry rich, older men (he's the victim, she's the gold digger) versus young women who date older men who have no money (he's the predator and she's the victim)! 

Heard claims that Depp has been physically and psychologically abusive to her for years, and she claims that he hit her with a cell phone and had not reported prior abuse to protect him and his career.

Amber Heard is 23 years younger than Johnny Depp.

Amber Heard is viewed as a gold digger, someone who is making up these stories as a way to get a better divorce settlement including monthly payments of around $50,000.00",https://i.ytimg.com/vi/jApCNTDhEQ0/default.jpg,120,90,https://i.ytimg.com/vi/jApCNTDhEQ0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jApCNTDhEQ0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jApCNTDhEQ0/sddefault.jpg,640.0,480.0,Patrick Wanis,22,none,Women Are Gold Diggers & Use Men For Money - Johnny Depp & Amber Heard,"Amber Heard accuses Johnny Depp of abuse and the world accuses her of lying and being a gold digger.  If women use men for money, what do men use women for?
There is a double standard of the judgment made against young women who date or marry rich, older men (he's the victim, she's the gold digger) versus young women who date older men who have no money (he's the predator and she's the victim)! 

Heard claims that Depp has been physically and psychologically abusive to her for years, and she claims that he hit her with a cell phone and had not reported prior abuse to protect him and his career.

Amber Heard is 23 years younger than Johnny Depp.

Amber Heard is viewed as a gold digger, someone who is making up these stories as a way to get a better divorce settlement including monthly payments of around $50,000.00",PT2M44S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2182,27,0,6,https://i.ytimg.com/vi/jApCNTDhEQ0/maxresdefault.jpg,1280.0,720.0,"['johnny depp', 'amber heard', 'domestic violence', 'misogyny', 'gold digger', 'physical abuse', 'verbal abuse', 'predator', 'patrick wanis phd', 'sugar daddy', 'rich men', 'young girls', 'glamour', 'hypersexualization', 'relationships']",,
youtube#video,K8XuTunBxEeSlivOAutlNsRgvuw,k9wSC2L2gcM,2021-08-14T01:53:44Z,UCG2QYlhnYYxksvv6ve11ijw,🚨 Live Let’s Discuss The Johnny Depp vs Amber Heard Case !,Solo Stream! One on one with you. Tonight it is all about you,https://i.ytimg.com/vi/k9wSC2L2gcM/default.jpg,120,90,https://i.ytimg.com/vi/k9wSC2L2gcM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/k9wSC2L2gcM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/k9wSC2L2gcM/sddefault.jpg,640.0,480.0,Rob's Rules,24,none,🚨 Live Let’s Discuss The Johnny Depp vs Amber Heard Case !,Solo Stream! One on one with you. Tonight it is all about you,PT2H7S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,870,110,0,37,https://i.ytimg.com/vi/k9wSC2L2gcM/maxresdefault.jpg,1280.0,720.0,"['Johnny Depp Amber Heard', 'Johnny Depp', 'Amber Heard', 'Johnny', 'Depp', 'Amber', 'Heard', 'Amber Heard Johnny Depp']",en,
