kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,bN8E8DujItvm_LLkUgPJfRdDZRc,0NOgPS2f35Q,2017-10-19T20:28:46Z,UCg7lal8IC-xPyKfgH4rdUcA,"TK Kirkland on Kevin Hart, Nas & Nicki, 21 Savage & Amber (Full Interview)","Watch Part 8: https://goo.gl/VjhjJq 
Part 7: https://goo.gl/zySJ1H 
Part 6: https://goo.gl/zySJ1H
Part 5: https://goo.gl/sq1u9u
Part 4: https://goo.gl/e4Y2f6
Part 3: https://goo.gl/XD8hZP 
Part 2: https://goo.gl/xVTRMR 
Part 1: https://goo.gl/xag95u
___________________________________
Comedian TK Kirkland sat down on the Vlad couch for the fourth time and continued with his hilarious and informative take on some topics. He spoke about releasing a Comedy album, and signing the legendary Dick Gregory to his label and the release of the late activist's work.

The funnyman then went on to speak about the Kevin Hart cheating scandal, Usher's accusers coming forward, Yung Joc wearing a dress, and 21 Savage supporting Amber's women's empowerment walk. That developed into a discussion about men dating women in their league and not getting played out as Rob Kardashian was with Blac Chyna. 

Hear his advice to people in relationships and how your mistakes with exes should be the blueprint for growth. Watch the full interview above.",https://i.ytimg.com/vi/0NOgPS2f35Q/default.jpg,120,90,https://i.ytimg.com/vi/0NOgPS2f35Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0NOgPS2f35Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0NOgPS2f35Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0NOgPS2f35Q/maxresdefault.jpg,1280.0,720.0,djvlad,"['VladTV', 'DJ Vlad', 'Interview', 'Hip-Hop', 'Rap', 'News', 'Gossip', 'Rumors', 'Drama', 'TK Kirkland', 'Kevin Hart', 'Nas', 'Nicki Minaj', '21 Savage', 'Comedy', 'Amber Rose']",24,none,"TK Kirkland on Kevin Hart, Nas & Nicki, 21 Savage & Amber (Full Interview)","Watch Part 8: https://goo.gl/VjhjJq 
Part 7: https://goo.gl/zySJ1H 
Part 6: https://goo.gl/zySJ1H
Part 5: https://goo.gl/sq1u9u
Part 4: https://goo.gl/e4Y2f6
Part 3: https://goo.gl/XD8hZP 
Part 2: https://goo.gl/xVTRMR 
Part 1: https://goo.gl/xag95u
___________________________________
Comedian TK Kirkland sat down on the Vlad couch for the fourth time and continued with his hilarious and informative take on some topics. He spoke about releasing a Comedy album, and signing the legendary Dick Gregory to his label and the release of the late activist's work.

The funnyman then went on to speak about the Kevin Hart cheating scandal, Usher's accusers coming forward, Yung Joc wearing a dress, and 21 Savage supporting Amber's women's empowerment walk. That developed into a discussion about men dating women in their league and not getting played out as Rob Kardashian was with Blac Chyna. 

Hear his advice to people in relationships and how your mistakes with exes should be the blueprint for growth. Watch the full interview above.",PT1H23M43S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,230600,2339,0,299,,
youtube#video,7NF3BAA4wl6SO21MSy9YdYP-P7A,4e82FthlBsQ,2018-04-25T12:50:12Z,UC52X5wxOL_s5yw0dQk7NtgA,Momoa's Aquaman swims into Vegas,"Jason Momoa and Amber Heard launch the latest movie in the DC Universe, ""Aquaman,"" at CinemaCon in Las Vegas. (April 25)

Subscribe for more Arts and Entertainment News: http://smarturl.it/AssociatedPress

Get fast, accurate coverage of every arts and entertainment story making headlines worldwide, from festivals and premieres to births, deaths, scandals and arrests, plus celebrity reactions to news events.

The Associated Press is the essential global news network, delivering fast, unbiased news from every corner of the world to all media platforms and formats.
AP’s commitment to independent, comprehensive journalism has deep roots. Founded in 1846, AP has covered all the major news events of the past 165 years, providing high-quality, informed reporting of everything from wars and elections to championship games and royal weddings. AP is the largest and most trusted source of independent news and information.
Today, AP employs the latest technology to collect and distribute content - we have daily uploads covering the latest and breaking news in the world of politics, sport and entertainment. Join us in a conversation about world events, the newsgathering process or whatever aspect of the news universe you find interesting or important. Subscribe: http://smarturl.it/AssociatedPress

http://www.ap.org/
https://plus.google.com/+AP/
https://www.facebook.com/APNews
https://twitter.com/AP",https://i.ytimg.com/vi/4e82FthlBsQ/default.jpg,120,90,https://i.ytimg.com/vi/4e82FthlBsQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4e82FthlBsQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4e82FthlBsQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/4e82FthlBsQ/maxresdefault.jpg,1280.0,720.0,Associated Press,"['james wan', 'amber heard', 'las vegas', 'nevada', 'united states', 'north america', 'entertainment', 'arts and entertainment', ""momoa's"", 'aquaman', 'swims', 'vegas']",24,none,Momoa's Aquaman swims into Vegas,"Jason Momoa and Amber Heard launch the latest movie in the DC Universe, ""Aquaman,"" at CinemaCon in Las Vegas. (April 25)

Subscribe for more Arts and Entertainment News: http://smarturl.it/AssociatedPress

Get fast, accurate coverage of every arts and entertainment story making headlines worldwide, from festivals and premieres to births, deaths, scandals and arrests, plus celebrity reactions to news events.

The Associated Press is the essential global news network, delivering fast, unbiased news from every corner of the world to all media platforms and formats.
AP’s commitment to independent, comprehensive journalism has deep roots. Founded in 1846, AP has covered all the major news events of the past 165 years, providing high-quality, informed reporting of everything from wars and elections to championship games and royal weddings. AP is the largest and most trusted source of independent news and information.
Today, AP employs the latest technology to collect and distribute content - we have daily uploads covering the latest and breaking news in the world of politics, sport and entertainment. Join us in a conversation about world events, the newsgathering process or whatever aspect of the news universe you find interesting or important. Subscribe: http://smarturl.it/AssociatedPress

http://www.ap.org/
https://plus.google.com/+AP/
https://www.facebook.com/APNews
https://twitter.com/AP",PT1M4S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2581,61,0,,en-US,
youtube#video,kTgQNe-r-KyD5gIGgZwN-gbIJDM,6fJ-8XclHEo,2016-06-10T23:56:58Z,UCIYVU7fPs_n6gJIBso3ryeg,Anti-trafficking activist fears Alvarez may be a victim,"Thirteen days and one Amber Alert since she was last seen, 9-year-old Diana Alvarez still hasn't been found.",https://i.ytimg.com/vi/6fJ-8XclHEo/default.jpg,120,90,https://i.ytimg.com/vi/6fJ-8XclHEo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6fJ-8XclHEo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6fJ-8XclHEo/sddefault.jpg,640.0,480.0,,,,NBC2 News,,25,none,Anti-trafficking activist fears Alvarez may be a victim,"Thirteen days and one Amber Alert since she was last seen, 9-year-old Diana Alvarez still hasn't been found.",PT2M16S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,390,2,0,0,en,en
youtube#video,OyrvoSkkH5suxSXzwcvBw-wU8_I,A_q1IEQUmdE,2021-01-23T23:04:22Z,UCG2QYlhnYYxksvv6ve11ijw,🔴 LIVE For The FIRST Time With Come Geek Some !! Let’s Talk About Johnny Depp vs Amber Heard !,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",https://i.ytimg.com/vi/A_q1IEQUmdE/default.jpg,120,90,https://i.ytimg.com/vi/A_q1IEQUmdE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/A_q1IEQUmdE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/A_q1IEQUmdE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/A_q1IEQUmdE/maxresdefault.jpg,1280.0,720.0,Rob's Rules,,24,none,🔴 LIVE For The FIRST Time With Come Geek Some !! Let’s Talk About Johnny Depp vs Amber Heard !,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",PT1H51M5S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1996,266,0,145,en,
youtube#video,sFUNQTQuGMfcIo_7N_Do3apwxYE,cvscBUBT50E,2018-09-25T15:00:03Z,UCGUkuAaBDkYPdUhIetzLQxQ,Getting Ready With... Amber Rose,"Entertainer, model & activist Amber Rose stopped by the studio with celebrity makeup artist Bryan Mendez to talk her everyday glam routine, beauty secrets, and her new app.
 
Download Amber’s new app on Escapex: https://bit.ly/2OaA8T6
 
Special thanks to our make-up expert BRYAN MENDEZ for this tutorial! https://www.instagram.com/bryanmendez
 
SUBSCRIBE for MORE ►► http://bit.ly/SubClevverStyle
Follow Clevver on Instagram ►► http://instagr.am/Clevver
 
FEATURING…
Amber Rose https://www.instagram.com/amberrose 
Joslyn Davis https://www.instagram.com/joslyndavis 
Bryan Mendez https://www.instagram.com/bryanmendez
 
PRODUCTS USED:
Mario Badescu, Facial Spray https://bit.ly/2HaRblh  
MAC, Makeup Wipes https://bit.ly/2obtQ7v 
Benefit, Brown Pencil #1 https://bit.ly/2FuMX2Y 
MAC, Strobe Cream https://bit.ly/2FL7Dr1 
Lime Crime, Venus XL Palette https://bit.ly/2LWyowu 
Anastasia Beverly Hills, Amrezy Highlighter https://bit.ly/2J1ZqgV 
MAC, Patrick Starrr Bronzer https://bit.ly/2OcJq0S 
NYX, Butter Gloss in “Maple Blondie” https://bit.ly/2F5l2Yf 
Caudalie, Beauty Elixir https://seph.me/2o46K1N 
Ben Nye Cameo Powder https://bit.ly/2hR0cSL 
Ben Nye Lip Pencil in Spice https://bit.ly/2pAx8Se",https://i.ytimg.com/vi/cvscBUBT50E/default.jpg,120,90,https://i.ytimg.com/vi/cvscBUBT50E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cvscBUBT50E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cvscBUBT50E/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/cvscBUBT50E/maxresdefault.jpg,1280.0,720.0,Clevver Style,"['amber rose makeup tutorial', 'amber rose makeup', 'amber rose make-up', 'amber rose makeup look', 'amber rose interview', 'amber rose 2018', 'amber rose', 'amber', 'rose', 'get ready with me', 'interview', 'celebrity beauty', 'celebrity makeup', 'grwm', 'makeup artist', 'celebrity', 'makeup tutorial', 'make-up', 'makeup', 'make up artist', 'tutorial', 'guide', 'lifestyle', 'beauty', 'celeb', 'how to', 'how-to', 'beauty secrets', 'glam', 'everyday makeup', 'clevver', 'clevver style', 'clevverstyle', 'makeup routine', 'beauty break', 'beauty trippin']",26,none,Getting Ready With... Amber Rose,"Entertainer, model & activist Amber Rose stopped by the studio with celebrity makeup artist Bryan Mendez to talk her everyday glam routine, beauty secrets, and her new app.
 
Download Amber’s new app on Escapex: https://bit.ly/2OaA8T6
 
Special thanks to our make-up expert BRYAN MENDEZ for this tutorial! https://www.instagram.com/bryanmendez
 
SUBSCRIBE for MORE ►► http://bit.ly/SubClevverStyle
Follow Clevver on Instagram ►► http://instagr.am/Clevver
 
FEATURING…
Amber Rose https://www.instagram.com/amberrose 
Joslyn Davis https://www.instagram.com/joslyndavis 
Bryan Mendez https://www.instagram.com/bryanmendez
 
PRODUCTS USED:
Mario Badescu, Facial Spray https://bit.ly/2HaRblh  
MAC, Makeup Wipes https://bit.ly/2obtQ7v 
Benefit, Brown Pencil #1 https://bit.ly/2FuMX2Y 
MAC, Strobe Cream https://bit.ly/2FL7Dr1 
Lime Crime, Venus XL Palette https://bit.ly/2LWyowu 
Anastasia Beverly Hills, Amrezy Highlighter https://bit.ly/2J1ZqgV 
MAC, Patrick Starrr Bronzer https://bit.ly/2OcJq0S 
NYX, Butter Gloss in “Maple Blondie” https://bit.ly/2F5l2Yf 
Caudalie, Beauty Elixir https://seph.me/2o46K1N 
Ben Nye Cameo Powder https://bit.ly/2hR0cSL 
Ben Nye Lip Pencil in Spice https://bit.ly/2pAx8Se",PT10M18S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,294962,7588,0,371,en,
youtube#video,799d_RiMW3efPSOC5wNKRxBRr7c,IFxL1wQP648,2021-10-21T21:36:33Z,UCKdALw0BErtqmGI2AUtbbhg,"3-year-old Major Harris found dead, police say","3-year-old Major Harris, who has been the subject of an active AMBER Alert for much of the past week, was found dead Thursday afternoon, Milwaukee police said in a news conference.",https://i.ytimg.com/vi/IFxL1wQP648/default.jpg,120,90,https://i.ytimg.com/vi/IFxL1wQP648/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IFxL1wQP648/hqdefault.jpg,480,360,https://i.ytimg.com/vi/IFxL1wQP648/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/IFxL1wQP648/maxresdefault.jpg,1280.0,720.0,TMJ4 News,['mayor harris'],25,none,"3-year-old Major Harris found dead, police say","3-year-old Major Harris, who has been the subject of an active AMBER Alert for much of the past week, was found dead Thursday afternoon, Milwaukee police said in a news conference.",PT15M24S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,18149,357,0,215,,
youtube#video,5mmX_Xq7kLr_y6El0Mw-zfSRDfE,op2bKP6M38Q,2016-01-11T21:28:49Z,UCjH0RBT-7QhpSgLFnPLgD0Q,Woman with Debilitating Condition Shares How Others React to Her,"Amber, a young woman with muscular dystrophy, joins The Doctors to share how people react to her when she’s dressed up as a doll compared to when she’s not.

Connect with The Doctors:

Subscribe to The Doctors: http://bit.ly/SubscribeTheDrs
LIKE us on Facebook: http://bit.ly/FacebookTheDoctors
Follow us on Twitter: http://bit.ly/TheDrsTwitter
Follow us on Pinterest: http://bit.ly/PinterestTheDrs


About The Doctors:

The Doctors is an Emmy award-winning daytime talk show hosted by ER physician Dr. Travis Stork, plastic surgeon Dr. Andrew Ordon, OB-GYN Dr. Jennifer Ashton, urologist Dr. Jennifer Berman and family medicine physician and sexologist Dr. Rachael Ross.

The Doctors helps you understand the latest health headlines, such as the ice bucket challenge for ALS and the Ebola outbreak; delivers exclusive interviews with celebrities dealing with health issues, such as Teen Mom star Farrah Abraham, reality stars Honey Boo Boo and Mama June and activist Chaz Bono; brings you debates about health and safety claims from agricultural company Monsanto and celebrities such as Jenny McCarthy; and shows you the latest gross viral videos and explains how you can avoid an emergency situation. The Doctors also features the News in 2:00 digest of the latest celebrity health news and The Doctors’ Prescription for simple steps to get active, combat stress, eat better and live healthier. 

Now in its eighth season, The Doctors celebrity guests have included Academy Award Winners Sally Field, Barbra Streisand, Jane Fonda, Marcia Gay Harden, Kathy Bates and Marisa Tomei; reality stars from Teen Mom and The Real Housewives, as well as Kris Jenner, Caitlyn Jenner, Melissa Rivers, Sharon Osbourne, Tim Gunn and Amber Rose; actors Jessica Alba, Christina Applegate, Julie Bowen, Patricia Heaton, Chevy Chase, Kristin Davis, Lou Ferrigno, Harrison Ford, Grace Gealey, Cedric the Entertainer, Valerie Harper, Debra Messing, Chris O’Donnell, Betty White, Linda Gray, Fran Drescher, Emmy Rossum, Roseanne Barr, Valerie Bertinelli, Suzanne Somers; athletes Magic Johnson, Apolo Ohno and Danica Patrick; musicians Tim McGraw, Justin Bieber, Clint Black, LL Cool J,  Nick Carter, Kristin Chenoweth, Paula Abdul, Gloria Gaynor, La Toya Jackson, Barry Manilow, Bret Michaels, Gene Simmons and Jordin Sparks; and celebrity chefs Wolfgang Puck, Guy Fieri and Curtis Stone.",https://i.ytimg.com/vi/op2bKP6M38Q/default.jpg,120,90,https://i.ytimg.com/vi/op2bKP6M38Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/op2bKP6M38Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/op2bKP6M38Q/sddefault.jpg,640.0,480.0,,,,The Doctors,"[""men's health"", 'entertainment', 'The Doctors', 'Andrew Ordon', 'Dr. Travis Stork', ""women's health"", 'Ordon', 'Mental Health', 'Doctor', 'Dr.Travis', 'Fitness', 'Musculoskeletal Conditions', 'Physical Health', 'Doctors', 'Healthy', 'television', 'Stork', ""children's health"", 'medicine', 'Medical Advice', 'Dr. Ordon', 'Health', 'Travis Stork', 'Advice', 'thedoctors', 'TV', 'Remedies']",24,none,Woman with Debilitating Condition Shares How Others React to Her,"Amber, a young woman with muscular dystrophy, joins The Doctors to share how people react to her when she’s dressed up as a doll compared to when she’s not.

Connect with The Doctors:

Subscribe to The Doctors: http://bit.ly/SubscribeTheDrs
LIKE us on Facebook: http://bit.ly/FacebookTheDoctors
Follow us on Twitter: http://bit.ly/TheDrsTwitter
Follow us on Pinterest: http://bit.ly/PinterestTheDrs


About The Doctors:

The Doctors is an Emmy award-winning daytime talk show hosted by ER physician Dr. Travis Stork, plastic surgeon Dr. Andrew Ordon, OB-GYN Dr. Jennifer Ashton, urologist Dr. Jennifer Berman and family medicine physician and sexologist Dr. Rachael Ross.

The Doctors helps you understand the latest health headlines, such as the ice bucket challenge for ALS and the Ebola outbreak; delivers exclusive interviews with celebrities dealing with health issues, such as Teen Mom star Farrah Abraham, reality stars Honey Boo Boo and Mama June and activist Chaz Bono; brings you debates about health and safety claims from agricultural company Monsanto and celebrities such as Jenny McCarthy; and shows you the latest gross viral videos and explains how you can avoid an emergency situation. The Doctors also features the News in 2:00 digest of the latest celebrity health news and The Doctors’ Prescription for simple steps to get active, combat stress, eat better and live healthier. 

Now in its eighth season, The Doctors celebrity guests have included Academy Award Winners Sally Field, Barbra Streisand, Jane Fonda, Marcia Gay Harden, Kathy Bates and Marisa Tomei; reality stars from Teen Mom and The Real Housewives, as well as Kris Jenner, Caitlyn Jenner, Melissa Rivers, Sharon Osbourne, Tim Gunn and Amber Rose; actors Jessica Alba, Christina Applegate, Julie Bowen, Patricia Heaton, Chevy Chase, Kristin Davis, Lou Ferrigno, Harrison Ford, Grace Gealey, Cedric the Entertainer, Valerie Harper, Debra Messing, Chris O’Donnell, Betty White, Linda Gray, Fran Drescher, Emmy Rossum, Roseanne Barr, Valerie Bertinelli, Suzanne Somers; athletes Magic Johnson, Apolo Ohno and Danica Patrick; musicians Tim McGraw, Justin Bieber, Clint Black, LL Cool J,  Nick Carter, Kristin Chenoweth, Paula Abdul, Gloria Gaynor, La Toya Jackson, Barry Manilow, Bret Michaels, Gene Simmons and Jordin Sparks; and celebrity chefs Wolfgang Puck, Guy Fieri and Curtis Stone.",PT4M24S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1959637,16037,0,2759,,
youtube#video,0QEY2PlUb66kE6EOKMm_CTMyV10,rVoHf7uc-qY,2019-03-24T22:34:52Z,UCDFLiE2iGUvlZMmhemzy6eA,Body recovered from Scioto River identified as Amber Evans,"The body found in the Scioto River on Saturday has been identified as Amber N. Evans, a 28-year-old woman who had been missing since late January.",https://i.ytimg.com/vi/rVoHf7uc-qY/default.jpg,120,90,https://i.ytimg.com/vi/rVoHf7uc-qY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rVoHf7uc-qY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/rVoHf7uc-qY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/rVoHf7uc-qY/maxresdefault.jpg,1280.0,720.0,NBC4 Columbus,"['nbc4i columbus', 'nbc4 columbus', 'columbus news', 'columbus', 'ohio', 'wcmh', 'news', 'central ohio', 'ohio news', 'amber evans', 'scioto river', 'body found']",25,none,Body recovered from Scioto River identified as Amber Evans,"The body found in the Scioto River on Saturday has been identified as Amber N. Evans, a 28-year-old woman who had been missing since late January.",PT1M33S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,6431,20,0,25,en,
youtube#video,YLOILz1gA0mne62ASIEwvNowPQ8,SdkwYZsoL30,2017-09-17T10:34:11Z,UClj0L8WZrVydk5xKOscI6-A,Amber Valletta & Co.: Closing the Loop | me Convention,"Model Amber Valletta, who has posed for some of the most iconic brands on the planet, describes her job as selling an ideal life and fantasy. Her words were the starting point for a thought-provoking panel discussion on the future of fashion in the face of human-driven climate change. Subscribe to the channel so you get notified for the next me Convention here: http://www.youtube.com/subscription_center?add_user=MercedesBenzTV.  

“Fashion is not sustainable, but it is a medium that could create social change”, said designer Céline Semaan, wearing a skirt made almost entirely out of recycled plastic bottles. “Waste to fabric is the new luxury. It's all about wearing your values.”

► More information about the me Convention:
http://mb4.me/me-con

► Experience the world of Mercedes-Benz:
http://benz.me/international/

► Watch more me Convention videos here: 
https://www.youtube.com/playlist?list=PL0ORtgsuktflaueKnVxgC9pzy6PFsZkl-

► More interesting playlists:
IAA 2017: https://www.youtube.com/playlist?list=PL0ORtgsuktfkElQcQwLCfx6917yXyGz-k
Innovation: https://www.youtube.com/playlist?list=PL4F1FAF45AC0E04FE
EQ: https://www.youtube.com/playlist?list=PL0ORtgsuktflnDzcuLzkkYdAu5VCL-1Ys

► Mercedes-Benz on Social Media:
https://facebook.com/MercedesBenz
https://twitter.com/MercedesBenz
https://www.instagram.com/mercedesbenz/",https://i.ytimg.com/vi/SdkwYZsoL30/default.jpg,120,90,https://i.ytimg.com/vi/SdkwYZsoL30/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SdkwYZsoL30/hqdefault.jpg,480,360,,,,,,,Mercedes-Benz,"['Mercedes-Benz', 'Mercedes Benz', 'Mercedes Benz TV', 'me Convention', 'me Convention talks', 'SXSW', 'South by Southwest', 'IAA 2017', 'iaa frankfurt', 'Amber Valletta', 'Ryan Gellert', 'Celine Semaan', 'Circular Economy', 'fashion economy', 'fashion sustainability', 'Slow Factory', 'master muse', 'manufacturing technologies']",2,none,Amber Valletta & Co.: Closing the Loop | me Convention,"Model Amber Valletta, who has posed for some of the most iconic brands on the planet, describes her job as selling an ideal life and fantasy. Her words were the starting point for a thought-provoking panel discussion on the future of fashion in the face of human-driven climate change. Subscribe to the channel so you get notified for the next me Convention here: http://www.youtube.com/subscription_center?add_user=MercedesBenzTV.  

“Fashion is not sustainable, but it is a medium that could create social change”, said designer Céline Semaan, wearing a skirt made almost entirely out of recycled plastic bottles. “Waste to fabric is the new luxury. It's all about wearing your values.”

► More information about the me Convention:
http://mb4.me/me-con

► Experience the world of Mercedes-Benz:
http://benz.me/international/

► Watch more me Convention videos here: 
https://www.youtube.com/playlist?list=PL0ORtgsuktflaueKnVxgC9pzy6PFsZkl-

► More interesting playlists:
IAA 2017: https://www.youtube.com/playlist?list=PL0ORtgsuktfkElQcQwLCfx6917yXyGz-k
Innovation: https://www.youtube.com/playlist?list=PL4F1FAF45AC0E04FE
EQ: https://www.youtube.com/playlist?list=PL0ORtgsuktflnDzcuLzkkYdAu5VCL-1Ys

► Mercedes-Benz on Social Media:
https://facebook.com/MercedesBenz
https://twitter.com/MercedesBenz
https://www.instagram.com/mercedesbenz/",PT58M28S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2120,57,0,2,en,
youtube#video,vQVrY9Dp-10l-D4mXf_y9mN6WXQ,sFs8F12Z61Q,2019-09-20T23:59:11Z,UCBu0KdNokE4MqdkacvH37_A,A look back at the night Amber Guyger shot Botham Jean,"The Amber Guyger murder trial begins Sept. 23. The former Dallas police Officer shot and killed Botham Jean on Sept. 6, 2018.",https://i.ytimg.com/vi/sFs8F12Z61Q/default.jpg,120,90,https://i.ytimg.com/vi/sFs8F12Z61Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sFs8F12Z61Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/sFs8F12Z61Q/sddefault.jpg,640.0,480.0,,,,WFAA,"['botham-jean', 'local', 'news', 'special-reports']",25,none,A look back at the night Amber Guyger shot Botham Jean,"The Amber Guyger murder trial begins Sept. 23. The former Dallas police Officer shot and killed Botham Jean on Sept. 6, 2018.",PT2M12S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,4551,35,0,29,en,en
