kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,contentDetails.regionRestriction.blocked
youtube#video,w4KDMUoZ9CWXu7CNfOxQor23-r4,-RjRVkNaPCE,2022-01-09T06:06:16Z,UCTpmb8B_JuxkvLkmuQGSyyQ,Sarah Maguire : Couple Murders Woman & Has Sex on Her Bed While Listening to her Die,"#crime #truecrime #breakingnews #missingperson #murder #amberalert
#SarahMaguire
Couple Beats Woman with Crowbar, Has Sex on Her Bed While Listening to her Die: Reports
https://www.crimeonline.com/2022/01/08/couple-beats-woman-with-crowbar-has-sex-on-her-bed-while-listening-to-her-die-reports/


Friends of the channel include:-

At The End of The Day - Nice pleasant livestreams
https://www.youtube.com/c/AtTheEndOfTheDayBK2020 

Kinda, Whatever - Nice pleasant livestreams
https://www.youtube.com/channel/UC00yV3VC-OS-ZySPoUxDylA 

White CIS Male - Obnoxious right wing based political commentary
https://www.youtube.com/channel/UCPu8mBTzxSBrPyuEvphaWgA

All claims made are alleged, opinion based or parody and are not to be taken seriously. 
Note that this is not a professional media outlet and as such we are not able to verify all details mentioned. 
Fair Use Notice:-
This video may contain copyrighted material; the use of which may or may not have been specifically authorized by the copyright owner. We are making such material available for the purposes of education, criticism, comment, review and/or news reporting which constitute the fair use of any such copyrighted material as provided for in section 107 of the US Copyright Law. Notwithstanding the provisions of sections 106 and 106A, the fair use of a copyrighted work for purposes such as criticism, comment, review and news reporting is not an infringement of copyright. In addition this video is a transformative work intended to educate. Any video, written articles, commentary, sound clips or any media included are just small portions of the original copyrighted works and used with the intention of directing people to the original works in an effort to increase both the visibility and potential market value of those copyrighted works.  
All claims made within this video are alleged, unresearched and are not to be taken as factual or literally and are to be considered throwaway, baseless comments or jokes and are not to be taken seriously by anyone. 

The nature of the information discussed and any opinion portrayed is speculative and subject to change.",https://i.ytimg.com/vi/-RjRVkNaPCE/default.jpg,120,90,https://i.ytimg.com/vi/-RjRVkNaPCE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-RjRVkNaPCE/hqdefault.jpg,480,360,True Crime Updates,"['Brinlee Denison', 'Nicholas Johnson', 'Sarah Maguire', 'true crime', 'news', 'news today', 'breaking news', 'crime']",25,none,Sarah Maguire : Couple Murders Woman & Has Sex on Her Bed While Listening to her Die,"#crime #truecrime #breakingnews #missingperson #murder #amberalert
#SarahMaguire
Couple Beats Woman with Crowbar, Has Sex on Her Bed While Listening to her Die: Reports
https://www.crimeonline.com/2022/01/08/couple-beats-woman-with-crowbar-has-sex-on-her-bed-while-listening-to-her-die-reports/


Friends of the channel include:-

At The End of The Day - Nice pleasant livestreams
https://www.youtube.com/c/AtTheEndOfTheDayBK2020 

Kinda, Whatever - Nice pleasant livestreams
https://www.youtube.com/channel/UC00yV3VC-OS-ZySPoUxDylA 

White CIS Male - Obnoxious right wing based political commentary
https://www.youtube.com/channel/UCPu8mBTzxSBrPyuEvphaWgA

All claims made are alleged, opinion based or parody and are not to be taken seriously. 
Note that this is not a professional media outlet and as such we are not able to verify all details mentioned. 
Fair Use Notice:-
This video may contain copyrighted material; the use of which may or may not have been specifically authorized by the copyright owner. We are making such material available for the purposes of education, criticism, comment, review and/or news reporting which constitute the fair use of any such copyrighted material as provided for in section 107 of the US Copyright Law. Notwithstanding the provisions of sections 106 and 106A, the fair use of a copyrighted work for purposes such as criticism, comment, review and news reporting is not an infringement of copyright. In addition this video is a transformative work intended to educate. Any video, written articles, commentary, sound clips or any media included are just small portions of the original copyrighted works and used with the intention of directing people to the original works in an effort to increase both the visibility and potential market value of those copyrighted works.  
All claims made within this video are alleged, unresearched and are not to be taken as factual or literally and are to be considered throwaway, baseless comments or jokes and are not to be taken seriously by anyone. 

The nature of the information discussed and any opinion portrayed is speculative and subject to change.",PT4M39S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,33,0,0,1,,,,,,,
youtube#video,3ISG257Kyup2bGwUwN0V0egzil8,1khcaRtR6jU,2020-06-17T22:49:20Z,UCBswQ3MX4LvP1shJefUcHzw,Cara Delevingne is 'accused of threesome affair with Elon Musk and Amber Heard',"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",https://i.ytimg.com/vi/1khcaRtR6jU/default.jpg,120,90,https://i.ytimg.com/vi/1khcaRtR6jU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1khcaRtR6jU/hqdefault.jpg,480,360,Fox News Live Stream Today,"['More OnElon Musk', 'Courts']",22,none,Cara Delevingne is 'accused of threesome affair with Elon Musk and Amber Heard',"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",PT3M23S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,10084,1,0,0,https://i.ytimg.com/vi/1khcaRtR6jU/sddefault.jpg,640.0,480.0,,,,
youtube#video,8WTFPSSN4AHmp91C58hwLhf2Hh4,20Z7WTbsybA,2020-07-03T17:04:34Z,UCEOtZuVe8emWLKRzJIkzVow,Margot Robbie Replaces Depp In Pirates / Amber Heard Dropped By Her Supporters & Much More!,"00:00 Pirates
10:43 Dr Disrespect
24:55 Last Of Us
38:31 Pokimane
51:43 Amber Heard",https://i.ytimg.com/vi/20Z7WTbsybA/default.jpg,120,90,https://i.ytimg.com/vi/20Z7WTbsybA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/20Z7WTbsybA/hqdefault.jpg,480,360,QuarterCast,,24,none,Margot Robbie Replaces Depp In Pirates / Amber Heard Dropped By Her Supporters & Much More!,"00:00 Pirates
10:43 Dr Disrespect
24:55 Last Of Us
38:31 Pokimane
51:43 Amber Heard",PT1H2M25S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1959,103,0,30,https://i.ytimg.com/vi/20Z7WTbsybA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/20Z7WTbsybA/maxresdefault.jpg,1280.0,720.0,
youtube#video,7RlcAY4O1X2mYLpRmsk5CBYxe6E,8spe3gRT-rg,2020-08-21T04:31:59Z,UCUwneOC8l4m9T0ype97vFIA,ThatUmbrellaGuy: Depp VS Heard 2021: FEDS! AFFAIRS! The CRAZIEST CLAIMS YET!,"#ThatUmbrellaGuy #JohnnyDepp #AmberHeard 
stream from 8/20/2020",https://i.ytimg.com/vi/8spe3gRT-rg/default.jpg,120,90,https://i.ytimg.com/vi/8spe3gRT-rg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8spe3gRT-rg/hqdefault.jpg,480,360,Kurono,,22,none,ThatUmbrellaGuy: Depp VS Heard 2021: FEDS! AFFAIRS! The CRAZIEST CLAIMS YET!,"#ThatUmbrellaGuy #JohnnyDepp #AmberHeard 
stream from 8/20/2020",PT2H24M43S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2663,122,0,37,https://i.ytimg.com/vi/8spe3gRT-rg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8spe3gRT-rg/maxresdefault.jpg,1280.0,720.0,
youtube#video,TTC2l0xCf2qYZEY94HbFP4DsclM,b8X3KSaBqIU,2012-09-03T01:07:59Z,UC114ZT3v7Wxrb_h4H4THVJg,"Johnny Depp DUMP Wife, Having Affair with Amber Heard",,https://i.ytimg.com/vi/b8X3KSaBqIU/default.jpg,120,90,https://i.ytimg.com/vi/b8X3KSaBqIU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/b8X3KSaBqIU/hqdefault.jpg,480,360,kimbersonic,"['Johnny Depp DUMP Wife', 'Having Affair with Amber Heard']",22,none,"Johnny Depp DUMP Wife, Having Affair with Amber Heard",,PT50S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1725,4,0,0,https://i.ytimg.com/vi/b8X3KSaBqIU/sddefault.jpg,640.0,480.0,,,,
youtube#video,-thZVBvq2mAJQBc4Sn73fhHJjnw,H4vn38ysbFU,2021-06-21T11:07:52Z,UCmZ04UIjYgmpzMA6u2P8oFQ,Amber Heard,,https://i.ytimg.com/vi/H4vn38ysbFU/default.jpg,120,90,https://i.ytimg.com/vi/H4vn38ysbFU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/H4vn38ysbFU/hqdefault.jpg,480,360,Sexi Teen,,22,none,Amber Heard,,PT48S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,59,0,0,0,,,,,,,
youtube#video,9DbF1UFi6uHLzZz__hk0lwPTrrQ,z6DkRmSJ8fY,2018-06-07T10:28:07Z,UC9H0kDA6r9TBAQHk4t9qWpg,London Fields Trailer (2018) Amber Heard Movie,"London Fields Trailer (2018) Amber Heard Movie 

Clairvoyant femme fatale Nicola Six has been living with a dark premonition of her impending death by murder. She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer.

Subscribe for more!!!!",https://i.ytimg.com/vi/z6DkRmSJ8fY/default.jpg,120,90,https://i.ytimg.com/vi/z6DkRmSJ8fY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/z6DkRmSJ8fY/hqdefault.jpg,480,360,ONECLICK Trailer,"['london fields', 'drama', 'romance', 'thriller', 'movie', 'trailer', 'oneclick', 'amber heard', 'cara delvigne', 'theo james', 'billy bob thornton', 'jaime alexander', 'johnny depp']",1,none,London Fields Trailer (2018) Amber Heard Movie,"London Fields Trailer (2018) Amber Heard Movie 

Clairvoyant femme fatale Nicola Six has been living with a dark premonition of her impending death by murder. She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer.

Subscribe for more!!!!",PT3M44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,513,3,0,0,https://i.ytimg.com/vi/z6DkRmSJ8fY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/z6DkRmSJ8fY/maxresdefault.jpg,1280.0,720.0,['WF']
