kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,contentDetails.regionRestriction.blocked
youtube#video,CStH1EX0bwaT5Z8s2BOgNsBhujQ,-t2Iztgey8g,2020-09-28T00:30:01Z,UC2dOSaEmPmv1io2HWdvZVjw,"Emma Stone, Amber Heard, Emilia Clarke, Natalie Portman search battle from Data Crush","Hi, guys! Here are the most searched among Emma Stone, Amber Heard, Emilia Clarke, Natalie Portman worldwide, monthly from 2010 to 2020.
Data are from Google and scores are relative to the peak search volume.
Hope you enjoy it! And don't forget to sub, like, or share!



#datacrush #searchbattle #artistsearch",https://i.ytimg.com/vi/-t2Iztgey8g/default.jpg,120,90,https://i.ytimg.com/vi/-t2Iztgey8g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-t2Iztgey8g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-t2Iztgey8g/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-t2Iztgey8g/maxresdefault.jpg,1280.0,720.0,Data Crush,"['search battle', '2020', 'Emma Stone', 'Amber Heard', 'Emilia Clarke', 'Natalie Portman', 'data is beautiful', 'captain gizmo', 'ranking show', 'watchData', 'latos charts', 'stats media', 'wawamuStats', 'animated stats', 'rankings hub']",28,none,"Emma Stone, Amber Heard, Emilia Clarke, Natalie Portman search battle from Data Crush","Hi, guys! Here are the most searched among Emma Stone, Amber Heard, Emilia Clarke, Natalie Portman worldwide, monthly from 2010 to 2020.
Data are from Google and scores are relative to the peak search volume.
Hope you enjoy it! And don't forget to sub, like, or share!



#datacrush #searchbattle #artistsearch",PT2M12S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,40,0,0,1,,
youtube#video,_71DXhXzYGgNND_8rxaqMn3xEt0,0a6yQN0zit4,2011-10-27T22:29:49Z,UCbCU2lr-RqXk00UCbJNFSAA,Amber Medical Spa - Healthwise commercial, ,https://i.ytimg.com/vi/0a6yQN0zit4/default.jpg,120,90,https://i.ytimg.com/vi/0a6yQN0zit4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0a6yQN0zit4/hqdefault.jpg,480,360,,,,,,,AmberMedicalSpa .com,"['DR. Patria Gonzalez', 'Patria Gonzalez', 'Gonzalez MD', 'Amber Spa', 'Amber Medical Spa', 'Botox', 'LipoLite', 'Laser Lipo', 'Smartlipo', 'Carboxiterapia', 'Velashape', 'Lipo Dissolve', 'Lipolisis laser', 'Liposuccion.']",27,none,Amber Medical Spa - Healthwise commercial, ,PT7M32S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,595,0,0,0,,
youtube#video,NM1HiIr3EyMfHAHRCW4euz41uks,9WdwwtYwpEg,2021-08-13T21:52:40Z,UCiMg06DjcUk5FRiM3g5sqoQ,“Under the Paper Gown” with Amber Ruffin | Episode 1,"Amber Ruffin is not looking forward to her gynecologist appointment tomorrow, and considers cancelling, until her sister, Lacey Lamar, reminds her that doctors aren’t there for judging — that’s what sisters are for.",https://i.ytimg.com/vi/9WdwwtYwpEg/default.jpg,120,90,https://i.ytimg.com/vi/9WdwwtYwpEg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9WdwwtYwpEg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9WdwwtYwpEg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/9WdwwtYwpEg/maxresdefault.jpg,1280.0,720.0,Centers for Disease Control and Prevention (CDC),"['Amber', 'CDC', 'Centers for Disease Control and Prevention', 'Government', 'Lacey', 'Public Health', 'appointment', 'cancer', 'gynecologic', 'paper gown', 'Ready']",25,none,“Under the Paper Gown” with Amber Ruffin | Episode 1,"Amber Ruffin is not looking forward to her gynecologist appointment tomorrow, and considers cancelling, until her sister, Lacey Lamar, reminds her that doctors aren’t there for judging — that’s what sisters are for.",PT1M51S,2d,hd,true,False,rectangular,processed,public,youtube,True,False,False,58102,278,0,,en-US,
youtube#video,2boCicxZpNEttPaWDSISnVYJqFY,bF8JA0Ho-_I,2019-11-20T18:08:23Z,UCHvHSkGpjFq39ooahIrw7cQ,جيسون موموا و أمبير هيرد منذ الصغر  Jason Momoa & Amber Heard Transformation,"علي حميصي ali hmaisy

صور جيسون موموا وامبير هيرد منذ عام 14 عام وحتى اليوم....شاهد تحولات جيسون وامبير

Photos of Jason Momoa and amp Hurd since 14 years until today .... See the transformations of Jason & amp;",https://i.ytimg.com/vi/bF8JA0Ho-_I/default.jpg,120,90,https://i.ytimg.com/vi/bF8JA0Ho-_I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bF8JA0Ho-_I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bF8JA0Ho-_I/sddefault.jpg,640.0,480.0,,,,علي حميصي ali hmaisy,,24,none,جيسون موموا و أمبير هيرد منذ الصغر  Jason Momoa & Amber Heard Transformation,"علي حميصي ali hmaisy

صور جيسون موموا وامبير هيرد منذ عام 14 عام وحتى اليوم....شاهد تحولات جيسون وامبير

Photos of Jason Momoa and amp Hurd since 14 years until today .... See the transformations of Jason & amp;",PT10M7S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,491,5,0,0,,
youtube#video,9D5GW64mMrbVjQ-g7sKnpxItb8c,dIyWDAa5nnI,2021-05-11T13:02:07Z,UCAcrRwL3yrHgq9hdRwnKsUw,Amber Dey For You,"Amber Energy Drink has just unveiled its new commercial dubbed ‘Amber Dey For You’. The video showcases how Amber has been unrelenting in its efforts at being there for Nigerians.

Amber has supported Nigerians through several initiatives including a free BRT and Local Bus Ride initiative dubbed, “Ride With Amber” to ease commuting in Lagos.

The brand also launched the Amber Empowerment Scheme that aims to provide Nigerians the opportunity to own and grow their businesses through soft loans and business support initiatives.

More so, the brand recently concluded the #EnergyInYourHustle Challenge, a social media challenge that showcased the everyday hustle of the average Nigerian by pushing them to tell their stories and empowering them to take their craft to the next level.

Whatever your hustle is, Amber will always be there to inspire you to greatness. Be the best version of yourself with Amber Energy Drink.

Amber Energy Drink, Stimulate The Energy In You!

#AmberDeyForYou #StimulateTheEnergyInYou #EnergyDrinksInNigeria #BestEnergyDrinkInNigeria

Watch and Enjoy",https://i.ytimg.com/vi/dIyWDAa5nnI/default.jpg,120,90,https://i.ytimg.com/vi/dIyWDAa5nnI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dIyWDAa5nnI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dIyWDAa5nnI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/dIyWDAa5nnI/maxresdefault.jpg,1280.0,720.0,Amber Energy Drink,"['Amber Energy Drink', 'Amber Dey For You', 'Energy Drinks In Nigeria', 'Best Energy Drink In Nigeria', 'Stimulate The Energy In You', 'Drink Amber', 'Energy Drink', 'Amber Drink']",22,none,Amber Dey For You,"Amber Energy Drink has just unveiled its new commercial dubbed ‘Amber Dey For You’. The video showcases how Amber has been unrelenting in its efforts at being there for Nigerians.

Amber has supported Nigerians through several initiatives including a free BRT and Local Bus Ride initiative dubbed, “Ride With Amber” to ease commuting in Lagos.

The brand also launched the Amber Empowerment Scheme that aims to provide Nigerians the opportunity to own and grow their businesses through soft loans and business support initiatives.

More so, the brand recently concluded the #EnergyInYourHustle Challenge, a social media challenge that showcased the everyday hustle of the average Nigerian by pushing them to tell their stories and empowering them to take their craft to the next level.

Whatever your hustle is, Amber will always be there to inspire you to greatness. Be the best version of yourself with Amber Energy Drink.

Amber Energy Drink, Stimulate The Energy In You!

#AmberDeyForYou #StimulateTheEnergyInYou #EnergyDrinksInNigeria #BestEnergyDrinkInNigeria

Watch and Enjoy",PT1M15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,230408,131,0,24,,
youtube#video,kwPzn83b0V50Zhv3z3RVbYuLJ9I,FpL2BidBvrw,2021-09-29T02:42:52Z,UCPDrANXZpsc5tmq86w-m4cg,AQUAMAN | молод и глуп | JASON MOMOA | AMBER HEARD | HD WHATSAPP STATUS | FUL SCREEN,,https://i.ytimg.com/vi/FpL2BidBvrw/default.jpg,120,90,https://i.ytimg.com/vi/FpL2BidBvrw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FpL2BidBvrw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FpL2BidBvrw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FpL2BidBvrw/maxresdefault.jpg,1280.0,720.0,Highfy beatz,,24,none,AQUAMAN | молод и глуп | JASON MOMOA | AMBER HEARD | HD WHATSAPP STATUS | FUL SCREEN,,PT22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,172,11,0,2,,
youtube#video,kFqBY4Co8HXLvFd3g7JYvi4aZAs,InPlp_8t2SU,2016-10-22T19:25:14Z,UCkg_Oz0Fr0jMfdRvj6J6_Yg,"Beats By Dre ""Got No Strings"" Commercial FT.  Famous Nicki Minaj, Amber Rose, Dj Kaled and More!!","Like, Comment, subscribe, and enjoy!!",https://i.ytimg.com/vi/InPlp_8t2SU/default.jpg,120,90,https://i.ytimg.com/vi/InPlp_8t2SU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/InPlp_8t2SU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/InPlp_8t2SU/sddefault.jpg,640.0,480.0,,,,TOP VIDS,,22,none,"Beats By Dre ""Got No Strings"" Commercial FT.  Famous Nicki Minaj, Amber Rose, Dj Kaled and More!!","Like, Comment, subscribe, and enjoy!!",PT1M43S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1896,48,0,1,,
youtube#video,mcMYNPUxVVEjGdNzxXkUVKlUYEM,kNCGuUjMKCQ,2017-11-16T12:03:42Z,UCIL7AuoBunAvn9SyJkWeT7g,Amber Heard si confessa ad Allure,Ecco 5 fatti che non vorreste non sapere a proposito della favolosa attrice statunitense.,https://i.ytimg.com/vi/kNCGuUjMKCQ/default.jpg,120,90,https://i.ytimg.com/vi/kNCGuUjMKCQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kNCGuUjMKCQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kNCGuUjMKCQ/sddefault.jpg,640.0,480.0,,,,Zoomin Aspire Español,"['5 FATTI', 'ALLURE', 'AMBER HEARD', 'ATTRICE', 'CURIOSITÀ', 'HOLLYWOOD', 'INTERVISTA', 'ZOOMIN', 'ZOOMIN.TV']",24,none,Amber Heard si confessa ad Allure,Ecco 5 fatti che non vorreste non sapere a proposito della favolosa attrice statunitense.,PT1M9S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,91,0,0,0,,
youtube#video,W9xri2sQUKtLw3ohSWftWHIv02I,mvKIX5xc5EU,2012-03-21T14:30:23Z,UCsk3-7TmM8UyVhYBe6I0kgw,Amber Commercial, ,https://i.ytimg.com/vi/mvKIX5xc5EU/default.jpg,120,90,https://i.ytimg.com/vi/mvKIX5xc5EU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mvKIX5xc5EU/hqdefault.jpg,480,360,,,,,,,Waseem Qureshi,['commercial'],24,none,Amber Commercial, ,PT31S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,44,1,0,0,,
youtube#video,7uLyVAGuFr_2nos63rPseidb_Jk,N1405IbSGkY,2016-10-17T21:21:29Z,UC61Mm_-sXPok5aPRlv4BsYw,"Beats ""Got No Strings"" Commercial - Nicki Minaj, Pharrell, Young Ma, Amber Rose, Rebel Wilson & More","New Beats commercial for Go No Strings Beats Campaign. Featuring Nicki Minaj, Pharrell, Young Ma, Amber Rose, Rebel Wilson & More.

**NO COPYRIGHT INTENDED** ALL CONTENT BELONGS TO OWNER NOT MY OWN**",https://i.ytimg.com/vi/N1405IbSGkY/default.jpg,120,90,https://i.ytimg.com/vi/N1405IbSGkY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/N1405IbSGkY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/N1405IbSGkY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/N1405IbSGkY/maxresdefault.jpg,1280.0,720.0,Red,,10,none,"Beats ""Got No Strings"" Commercial - Nicki Minaj, Pharrell, Young Ma, Amber Rose, Rebel Wilson & More","New Beats commercial for Go No Strings Beats Campaign. Featuring Nicki Minaj, Pharrell, Young Ma, Amber Rose, Rebel Wilson & More.

**NO COPYRIGHT INTENDED** ALL CONTENT BELONGS TO OWNER NOT MY OWN**",PT1M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,146193,1517,0,119,,
