kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,contentDetails.regionRestriction.blocked,snippet.defaultLanguage
youtube#video,q6Z-zy3XQZduDA4Ycj5x59gs-uY,2tjhqs3jYQs,2016-04-22T20:10:04Z,UCBaP2Kl_Ov3AAqF7xQPwwoA,Episode 005 with guest Jade Amber Williams - Camera Stew Podcast,"Camera Stew sits down with model Jade Amber Williams. she is from Indianapolis, IN, and now lives in Los Angeles, CA. She is signed with L.A. Models and Elite model management and freelances on the side.

You may have seen some of Jade featured in a fashion editorial that Dr Dan shot for Playboy South Africa, you may have also seen her in an editorial for Adore Apparel or maybe strutting her long legs on the fashion runways in LA.",https://i.ytimg.com/vi/2tjhqs3jYQs/default.jpg,120,90,https://i.ytimg.com/vi/2tjhqs3jYQs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2tjhqs3jYQs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2tjhqs3jYQs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2tjhqs3jYQs/maxresdefault.jpg,1280.0,720.0,Camera Stew,"['Model', 'Interview', 'Playboy', 'Shoot The Centerfold', 'Miami', 'Photography']",24,none,Episode 005 with guest Jade Amber Williams - Camera Stew Podcast,"Camera Stew sits down with model Jade Amber Williams. she is from Indianapolis, IN, and now lives in Los Angeles, CA. She is signed with L.A. Models and Elite model management and freelances on the side.

You may have seen some of Jade featured in a fashion editorial that Dr Dan shot for Playboy South Africa, you may have also seen her in an editorial for Adore Apparel or maybe strutting her long legs on the fashion runways in LA.",PT21M6S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,845,8,0,0,,,
youtube#video,SXiiVxMdxFOTwnJz_WUPVeht7cM,96q5pNgYv8Q,2020-09-15T09:06:57Z,UChBlseaE_6KCq2QJdSkZVHw,Londra Fields  Filmindeki Amber Heard sahneleri,"Doğum tarihi ve yeri: 22 Nisan 1986 (34 yaşında), Austin, Teksas, ABD
Boy: 170 cm

MİMİK ETKİSİ KANALINA ABONE OLMAK İÇİN LİNKİ TIKLAYINIZ:
https://www.youtube.com/channel/UChBlseaE_6KCq2QJdSkZVHw?sub_confirmation=1

Amerikalı oyuncu. İlk çıkışını 2004 yılında Billy Bob Thornton'ın başrol oynadığı sports drama filmi Friday Night Lights ile yaptıktan sonra North Country'da ve Alpha Dog'ta küçük çaplı rollerde oynamıştır. İlk başrolünü ise All The Boys Love Mandy filmindeki Mandy Lane karakteri olarak oynamıştır ve ardından 2007 yılında The CW'nun Hidden Palms da boy göstermiştir.",https://i.ytimg.com/vi/96q5pNgYv8Q/default.jpg,120,90,https://i.ytimg.com/vi/96q5pNgYv8Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/96q5pNgYv8Q/hqdefault.jpg,480,360,,,,,,,MİMİK ETKİSİ,"['braless', 'kadın', 'başarı', 'sempatik', 'seksi', 'güzel kız', 'başdöndürücü', 'muhteşem', 'göğüs', 'tayt', 'sarışın', 'esmer', 'kızıl', 'kumral kıvırcık', 'büyük', 'meme', 'meme ucu', 'duygusal', 'etek', 'hassas', 'duyarlı', 'sevecen', 'sosyal', 'maske', 'salgın', 'protesto', 'zayıflama', 'kilo verme', 'diyet', 'duvar', 'boya', 'makyaj', 'ruj', 'etkileyici', 'çekici', 'flörtöz', 'şıllık', 'orospu', 'fahişe', 'kötü kadın', 'aşifte', 'metres', 'şarkı', 'melodi', 'para', 'amber heard', 'london fields', 'kredi', 'oromobil', 'motor', 'instagram', 'facebook', 'twitter', 'youtube', 'baldız', 'öğrenci', 'liseli', 'üniversiteli', 'kolejli', 'bekar', 'evli']",22,none,Londra Fields  Filmindeki Amber Heard sahneleri,"Doğum tarihi ve yeri: 22 Nisan 1986 (34 yaşında), Austin, Teksas, ABD
Boy: 170 cm

MİMİK ETKİSİ KANALINA ABONE OLMAK İÇİN LİNKİ TIKLAYINIZ:
https://www.youtube.com/channel/UChBlseaE_6KCq2QJdSkZVHw?sub_confirmation=1

Amerikalı oyuncu. İlk çıkışını 2004 yılında Billy Bob Thornton'ın başrol oynadığı sports drama filmi Friday Night Lights ile yaptıktan sonra North Country'da ve Alpha Dog'ta küçük çaplı rollerde oynamıştır. İlk başrolünü ise All The Boys Love Mandy filmindeki Mandy Lane karakteri olarak oynamıştır ve ardından 2007 yılında The CW'nun Hidden Palms da boy göstermiştir.",PT26M13S,2d,hd,false,False,rectangular,processed,public,youtube,False,True,False,95,1,0,0,tr,"['DO', 'FR', 'LU', 'NL']",
youtube#video,wBeIkY0KUha4TDJhCEEFQlgAuAk,eBGF4aLbcT4,2018-07-09T02:51:32Z,UCZX1BYaj_bXbFXE6iatBl7A,LONDON FIELDS MOVIE TRAILER OFFICIAL 2018 Amber Heard Thriller Mystery Movie YouTube,"In the movie London Fields, (which is based on the NY Times best selling novel of the same name by Martin Amis), clairvoyant femme fatale, Nicola Six (Amber Heard), has been living with a dark premonition of her impending death by murder.

She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer.

Cara Delevingne, Jason Isaacs, Billy Bob Thornton, Theo James, Jim Sturgess and Jaimie Alexander co-star in the movie London Fields.

Director of the film, Martin Cullen, has only worked behind the camera on music videos. This is his first movie. He may be best known for directing the Adele music video, Chasing Pavements and the Katy Perry music video California Gurls.

Share this video:
https://youtu.be/eBGF4aLbcT4

Subscribe for more videos:",https://i.ytimg.com/vi/eBGF4aLbcT4/default.jpg,120,90,https://i.ytimg.com/vi/eBGF4aLbcT4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eBGF4aLbcT4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/eBGF4aLbcT4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/eBGF4aLbcT4/maxresdefault.jpg,1280.0,720.0,Music Gallery,"['London', 'Fields', 'LondonFields', 'movie', 'trailer', '2018', 'release', 'hollywood', 'film', 'star', 'actor', 'actress', 'hd', 'full hd', '1080p', '720p', 'official', 'englishmovie', 'latest', 'NY Times', 'Martin Amis', 'Amber Heard', 'johnny depp', 'movie trailers 2018 youtube', 'best movies 2018', 'new hollywood movies trailer 2017', 'upcoming movie trailers', '2018 movies list', 'latest hollywood movies', 'best hollywood', 'upcoming movies 2018', 'LONDON FIELDS MOVIE TRAILER OFFICIAL 2018 Amber Heard Thriller Mystery Movie YouTube']",1,none,LONDON FIELDS MOVIE TRAILER OFFICIAL 2018 Amber Heard Thriller Mystery Movie YouTube,"In the movie London Fields, (which is based on the NY Times best selling novel of the same name by Martin Amis), clairvoyant femme fatale, Nicola Six (Amber Heard), has been living with a dark premonition of her impending death by murder.

She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer.

Cara Delevingne, Jason Isaacs, Billy Bob Thornton, Theo James, Jim Sturgess and Jaimie Alexander co-star in the movie London Fields.

Director of the film, Martin Cullen, has only worked behind the camera on music videos. This is his first movie. He may be best known for directing the Adele music video, Chasing Pavements and the Katy Perry music video California Gurls.

Share this video:
https://youtu.be/eBGF4aLbcT4

Subscribe for more videos:",PT1M57S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,148,0,0,0,en,,en
youtube#video,ek9HYPzpTYiIpX7WARrzo9tKrtM,iJL3UpOdGBw,2021-01-25T10:07:28Z,UCJof4CoQ54PUIJgTsjLbRgw,[MMD](Genshin Impact)Luvoratorrrrry! - Lumine ❤ Amber (Camera DL),"Read me
- You can re-upload, edit, share or keep it
- Please try to credit me :D
- But don't claim as your own
- Anything you want to suggest, ask, etc. put it on the comment
- Please read the 'Description' and the 'Information' below before you ask or talk about the video

--------------------------------------------------------------------------

Song

Luvoratorrrrry!(Gumi x Rin)
 - Reol
- GigaP


--------------------------------------------------------------------------

Model(Genshin)

Lumine 
Amber

--------------------------------------------------------------------------

Stage

Whales and Mountains

--------------------------------------------------------------------------

Effect

(rui)
ray1.5.2

(針金P)
4color

SoftLightA
spotlightB
ColorGrading-1.0.0
SMAA-1.0.0
PostRimLighting
o_LikeHDR
MLAA_v002
M4Layer
ikBokeh_v017

--------------------------------------------------------------------------

Motion

by HAMIDERUZ

Camera 
by MNC(me)
https://drive.google.com/drive/folders/12v-kn4DDalgGIIpQCP-pRxKTpHCbUD-q?usp=sharing


#genshinimpact
#MMD",https://i.ytimg.com/vi/iJL3UpOdGBw/default.jpg,120,90,https://i.ytimg.com/vi/iJL3UpOdGBw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iJL3UpOdGBw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/iJL3UpOdGBw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/iJL3UpOdGBw/maxresdefault.jpg,1280.0,720.0,M.N.C,"['song', 'mmd', 'highquality', 'genshinimpact', 'amber', 'lumine']",20,none,[MMD](Genshin Impact)Luvoratorrrrry! - Lumine ❤ Amber (Camera DL),"Read me
- You can re-upload, edit, share or keep it
- Please try to credit me :D
- But don't claim as your own
- Anything you want to suggest, ask, etc. put it on the comment
- Please read the 'Description' and the 'Information' below before you ask or talk about the video

--------------------------------------------------------------------------

Song

Luvoratorrrrry!(Gumi x Rin)
 - Reol
- GigaP


--------------------------------------------------------------------------

Model(Genshin)

Lumine 
Amber

--------------------------------------------------------------------------

Stage

Whales and Mountains

--------------------------------------------------------------------------

Effect

(rui)
ray1.5.2

(針金P)
4color

SoftLightA
spotlightB
ColorGrading-1.0.0
SMAA-1.0.0
PostRimLighting
o_LikeHDR
MLAA_v002
M4Layer
ikBokeh_v017

--------------------------------------------------------------------------

Motion

by HAMIDERUZ

Camera 
by MNC(me)
https://drive.google.com/drive/folders/12v-kn4DDalgGIIpQCP-pRxKTpHCbUD-q?usp=sharing


#genshinimpact
#MMD",PT3M24S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,7781,461,0,19,en-GB,,
youtube#video,PkRyuzBLci93omYzg0NJXcSm_sk,jM2KCrEbTPs,2021-04-26T22:07:50Z,UCHEG6fQZtKBf-pzCuzG01Hg,The Police Body cam Footage For Kyarakll4os7 (The Amber Heard Playlist!!),The Daily Mail is a Tabloid-https://www.youtube.com/watch?v=0dbF6fTYKXQ&list=PLgIgJBgEGi09C6I87cVb0EvWDStWmFTKO&index=22&t=72s,https://i.ytimg.com/vi/jM2KCrEbTPs/default.jpg,120,90,https://i.ytimg.com/vi/jM2KCrEbTPs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jM2KCrEbTPs/hqdefault.jpg,480,360,,,,,,,Asshats Love Johnny Depp!! Johnny Depp Es Racista!!,,1,none,The Police Body cam Footage For Kyarakll4os7 (The Amber Heard Playlist!!),The Daily Mail is a Tabloid-https://www.youtube.com/watch?v=0dbF6fTYKXQ&list=PLgIgJBgEGi09C6I87cVb0EvWDStWmFTKO&index=22&t=72s,PT3M11S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,14,1,0,,,,
youtube#video,eS6WnMQnyDOnJbqkwj8wn2BRvXI,sbb8HVUMp7Q,2018-01-28T16:17:03Z,UCTuk7-hi3h7_jWl42f8iclQ,Naked - James Arthur (Cover By Amber Heard),"Standing here...

LINKS
insta - amberhearrd
twitter - BadReputatiom
snap - amb3rheard
spotify - ambxrheard

FAQ 

how old are you? 16 
what grade are you in? grade 11
what camera do you use? iphone 8 plus, canon eos rebel T3 or canon powershot ELPH 350 HS
what editing software do you use? imovie and garageband",https://i.ytimg.com/vi/sbb8HVUMp7Q/default.jpg,120,90,https://i.ytimg.com/vi/sbb8HVUMp7Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sbb8HVUMp7Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/sbb8HVUMp7Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/sbb8HVUMp7Q/maxresdefault.jpg,1280.0,720.0,Amber Heard,"['singing', 'james arthur', 'naked', 'song', 'spotify', 'blue yeti mic', 'musician', 'amber heard', 'youtube', 'fun']",10,none,Naked - James Arthur (Cover By Amber Heard),"Standing here...

LINKS
insta - amberhearrd
twitter - BadReputatiom
snap - amb3rheard
spotify - ambxrheard

FAQ 

how old are you? 16 
what grade are you in? grade 11
what camera do you use? iphone 8 plus, canon eos rebel T3 or canon powershot ELPH 350 HS
what editing software do you use? imovie and garageband",PT2M58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,142,12,0,4,en,,
youtube#video,XQkLMjch4VFFW1d2XToraIGelJA,S_xukz_f_IM,2017-10-06T20:29:18Z,UCPl_FkI6fPyByz0xIygS6Hg,AMBER LULU & PREZOO CAMERA ZAWAFUMA LIVE WAKITOMASANA KIMAHABA HADHARANI,,https://i.ytimg.com/vi/S_xukz_f_IM/default.jpg,120,90,https://i.ytimg.com/vi/S_xukz_f_IM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/S_xukz_f_IM/hqdefault.jpg,480,360,,,,,,,steve King,,22,none,AMBER LULU & PREZOO CAMERA ZAWAFUMA LIVE WAKITOMASANA KIMAHABA HADHARANI,,PT1M33S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,13846,55,0,4,,,
youtube#video,ANeqeLCtja06JjAut2Qk9P2lbBM,wcTgFeTZ2rA,2022-01-05T23:49:39Z,UCiyF1L-5lAnkFpvzt-ArYBQ,Amberlynn Reid MUKBANGS and is Wifey a FEEDER?,"Amber is in Phase 2 an is Mukbanging again. Wifey loves to cook her food. Twinkie is loosing weight did someone forgot to feed her?

Please Subscribe Like and Share!!!


People are tell me to have a backup channel just in case 
here is a link to it
https://www.youtube.com/channel/UCxtHzSDLkYVVFjPSaSuSlxw
Thank You all who have been supportive. I really appreciate it",https://i.ytimg.com/vi/wcTgFeTZ2rA/default.jpg,120,90,https://i.ytimg.com/vi/wcTgFeTZ2rA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wcTgFeTZ2rA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/wcTgFeTZ2rA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/wcTgFeTZ2rA/maxresdefault.jpg,1280.0,720.0,Bottle,"['Amberlynn Reid', 'Amber', 'Amberlynn', 'Amberlynn Reid Becky', 'TLC My 600 pound life', 'Nikocado Avocado', 'foodie beauty', 'ssbbw', 'amberlynn reid haul', 'hungry fat chick', 'Amberlynn Reid and dana', 'Amberlynn Reid and Destiny', 'Amberlynn reid documentary', 'amberlynn reid earrings', 'amberlynn reid destiny', 'amberlynn reid cringe', 'amberlynn reid food', 'amberlynn reid mukbang', 'Bottle', 'Amberlynn Reid live stream', 'Amberlynn Reid Livestream', 'amberlynn reid broke up', 'Amber Reid', 'Mukbang', 'BBW']",22,none,Amberlynn Reid MUKBANGS and is Wifey a FEEDER?,"Amber is in Phase 2 an is Mukbanging again. Wifey loves to cook her food. Twinkie is loosing weight did someone forgot to feed her?

Please Subscribe Like and Share!!!


People are tell me to have a backup channel just in case 
here is a link to it
https://www.youtube.com/channel/UCxtHzSDLkYVVFjPSaSuSlxw
Thank You all who have been supportive. I really appreciate it",PT9M36S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,31200,940,0,823,en,,
youtube#video,Ow_r5Ga99BOcSfnNS5vo_dkFwDs,YxzzuAvQld0,2020-05-16T15:46:08Z,UCTuk7-hi3h7_jWl42f8iclQ,Jacob Whitesides “Winter Hurts” EP Reaction,"I hope you enjoy my reaction to Jacob Whitesides’ new EP “winter hurts”!

LINKS
Insta - amberhearrd
Spotify - ambxrheard
Tik tok - amberhearrd 

FAQ's
how old are you? 19
what camera do you use? iphone 8 plus, canon G7x marx 2 or canon powershot ELPH 350 HS
what editing software do you use? imovie and garageband",https://i.ytimg.com/vi/YxzzuAvQld0/default.jpg,120,90,https://i.ytimg.com/vi/YxzzuAvQld0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/YxzzuAvQld0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/YxzzuAvQld0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/YxzzuAvQld0/maxresdefault.jpg,1280.0,720.0,Amber Heard,"['music', 'jacob whitesides', 'reaction', 'amber heard']",24,none,Jacob Whitesides “Winter Hurts” EP Reaction,"I hope you enjoy my reaction to Jacob Whitesides’ new EP “winter hurts”!

LINKS
Insta - amberhearrd
Spotify - ambxrheard
Tik tok - amberhearrd 

FAQ's
how old are you? 19
what camera do you use? iphone 8 plus, canon G7x marx 2 or canon powershot ELPH 350 HS
what editing software do you use? imovie and garageband",PT8M48S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,37,3,0,0,,,
youtube#video,TbCSrUNmKuhlmQSD3noTN257RwE,z0MXCilDW68,2021-04-15T06:30:09Z,UCSkOqbajcG6-jguycOHzhDg,4 Sebab Muka Kita Tak Simetri,"Berani dia petik ex wife Johnny Depp, dia tak tau ke Amber Heard.

https://mlstudios.my

#putriallisya_ #gayahidup",https://i.ytimg.com/vi/z0MXCilDW68/default.jpg,120,90,https://i.ytimg.com/vi/z0MXCilDW68/mqdefault.jpg,320,180,https://i.ytimg.com/vi/z0MXCilDW68/hqdefault.jpg,480,360,https://i.ytimg.com/vi/z0MXCilDW68/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/z0MXCilDW68/maxresdefault.jpg,1280.0,720.0,ML Studios,,25,none,4 Sebab Muka Kita Tak Simetri,"Berani dia petik ex wife Johnny Depp, dia tak tau ke Amber Heard.

https://mlstudios.my

#putriallisya_ #gayahidup",PT3M20S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,140870,4660,0,379,ms,,
