kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.contentRating.ytRating
youtube#video,A4xKTqXNrxId5rCacGrxjfknDG4,-Dyetyh9fzs,2020-02-08T17:31:19Z,UCVWMPpXN1_pCs1uXdWX5r5Q,Amber Heard Summarizes the Goal of 3rd Wave Feminism: Female Superiority,"3rd Wave Feminist say they want equality, but in reality, they want special treatment.",https://i.ytimg.com/vi/-Dyetyh9fzs/default.jpg,120,90,https://i.ytimg.com/vi/-Dyetyh9fzs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-Dyetyh9fzs/hqdefault.jpg,480,360,MGTOW MexiCAN,"['#JusticeforJohnny', 'amber heard', 'johnny depp', 'domestic violence', '3rd wave feminism', 'equal treatment', 'equal rights']",22,none,Amber Heard Summarizes the Goal of 3rd Wave Feminism: Female Superiority,"3rd Wave Feminist say they want equality, but in reality, they want special treatment.",PT15M7S,2d,hd,false,False,rectangular,processed,unlisted,youtube,True,True,False,185,2,0,0,,,,,,,,,
youtube#video,F5UA4BT5_yQBKqXX4VeYPCSCiSQ,-qLpPshfqG8,2016-05-31T02:59:27Z,UCkR6HtgUBPsR3qz1Ojpr75w,Shocking Photos Show Johnny Depp Commiting Violent Acts Amber Heard,,https://i.ytimg.com/vi/-qLpPshfqG8/default.jpg,120,90,https://i.ytimg.com/vi/-qLpPshfqG8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-qLpPshfqG8/hqdefault.jpg,480,360,James Salvadore,,22,none,Shocking Photos Show Johnny Depp Commiting Violent Acts Amber Heard,,PT1M1S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,46,1,0,0,https://i.ytimg.com/vi/-qLpPshfqG8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-qLpPshfqG8/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,ej55ZTZ8fEPMYIiGEQz8HeakJ6Y,-Qns83HQMm4,2020-03-13T17:37:24Z,UCPxQ9aJTC-dh1Y-lcMX7gXQ,Winona Ryder says Amber Heard’s allegations against Johnny Depp are ‘impossible to believe’  - Lates,"Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/).    Winona Ryder has claimed that Amber Heard’s allegations of domestic abuse against Johnny Depp are ‘impossible to believe’.   The Stranger Things actress, who was engaged to Depp for three years in the early 90s, filed a declaration in Depp’s defamation case in Virginia against his ex-wife, giving the actor support.  In documents acquired by The Blast, the 48-year-old said she could ‘not wrap my head around these accusations’ and said that Depp, 56, was never violent towards her in their four year relationship.   In the documents, Ryder says: ‘I knew Johnny very well years ago. We were together as a couple for four years, and I counted him as my best friend, and as close to me as family. I count our relationship as one of the more significant relationships of my life. I understand that it is very important that I speak from my own experience.    ‘I obviously was not there during his marriage to Amber, but, from my experience, which was so wildly different, I was absolutely shocked, confused and upset when I heard the accusations against him. The idea that he is an incredibly violent person is the farthest thing from the Johnny I knew and loved. I cannot wrap my head around these accusations.  ‘He was never, never violent towards me. He was never, never abusive at all towards me. He has never been violent or abusive towards anybody I have seen. I truly and honestly only know him as a really good man- an incredibly loving, extremely caring guy who was so very protective of me and the people that he loves, and I felt so very, very safe with him.’  The Heathers star continued: ‘I do not want to call anyone a liar but from my experience of Johnny, it is impossible to believe that such horrific allegations are true. I find it extremely upsetting knowing him as I do.’  Winona and Johnny met in 1989 at the premiere of Great Balls of Fire! premiere, and got engaged in July 1990, also going on to star together in Edward Scissorhands.   Depp famously got a tattoo reading ‘Winona Forever’, but after their split in 1993, he had it changed to ‘Wino Forever’.  The Pirates of the Caribbean actor is suing his ex-wife Amber for $50 million (£40m) for defamation, after the Aquaman actress claimed she was a victim of domestic abuse in an op-ed for The Washington Post in 2018.  While Heard did not name her alleged abuser, Depp filed a defamation suit, claiming that her ‘fabricated domestic violence allegations are categorically and demonstrably false’.    In filings, Depp has accused Heard of abuse, including allegations she severed his finger with a glass bottle and stubbed out a cigarette on his face.  Amber’s lawyer said: ‘This allegation is absurd, offensive and categorically untrue.   ‘This photograph proves nothing – apart from",https://i.ytimg.com/vi/-Qns83HQMm4/default.jpg,120,90,https://i.ytimg.com/vi/-Qns83HQMm4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-Qns83HQMm4/hqdefault.jpg,480,360,LATEST NEWS 24/7,"['MoreAmber Heard', 'Johnny Depp', 'Winona Ryder', 'Winona Ryder says Amber Heard’s allegations against Johnny Depp are ‘impossible to believe’ - Lates']",22,none,Winona Ryder says Amber Heard’s allegations against Johnny Depp are ‘impossible to believe’  - Lates,"Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/).    Winona Ryder has claimed that Amber Heard’s allegations of domestic abuse against Johnny Depp are ‘impossible to believe’.   The Stranger Things actress, who was engaged to Depp for three years in the early 90s, filed a declaration in Depp’s defamation case in Virginia against his ex-wife, giving the actor support.  In documents acquired by The Blast, the 48-year-old said she could ‘not wrap my head around these accusations’ and said that Depp, 56, was never violent towards her in their four year relationship.   In the documents, Ryder says: ‘I knew Johnny very well years ago. We were together as a couple for four years, and I counted him as my best friend, and as close to me as family. I count our relationship as one of the more significant relationships of my life. I understand that it is very important that I speak from my own experience.    ‘I obviously was not there during his marriage to Amber, but, from my experience, which was so wildly different, I was absolutely shocked, confused and upset when I heard the accusations against him. The idea that he is an incredibly violent person is the farthest thing from the Johnny I knew and loved. I cannot wrap my head around these accusations.  ‘He was never, never violent towards me. He was never, never abusive at all towards me. He has never been violent or abusive towards anybody I have seen. I truly and honestly only know him as a really good man- an incredibly loving, extremely caring guy who was so very protective of me and the people that he loves, and I felt so very, very safe with him.’  The Heathers star continued: ‘I do not want to call anyone a liar but from my experience of Johnny, it is impossible to believe that such horrific allegations are true. I find it extremely upsetting knowing him as I do.’  Winona and Johnny met in 1989 at the premiere of Great Balls of Fire! premiere, and got engaged in July 1990, also going on to star together in Edward Scissorhands.   Depp famously got a tattoo reading ‘Winona Forever’, but after their split in 1993, he had it changed to ‘Wino Forever’.  The Pirates of the Caribbean actor is suing his ex-wife Amber for $50 million (£40m) for defamation, after the Aquaman actress claimed she was a victim of domestic abuse in an op-ed for The Washington Post in 2018.  While Heard did not name her alleged abuser, Depp filed a defamation suit, claiming that her ‘fabricated domestic violence allegations are categorically and demonstrably false’.    In filings, Depp has accused Heard of abuse, including allegations she severed his finger with a glass bottle and stubbed out a cigarette on his face.  Amber’s lawyer said: ‘This allegation is absurd, offensive and categorically untrue.   ‘This photograph proves nothing – apart from",PT4M19S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,14,0,0,0,https://i.ytimg.com/vi/-Qns83HQMm4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-Qns83HQMm4/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,D3huroD5UV8snRx2uALhr9nXbLY,-s4N1QTILko,2020-07-22T12:34:30Z,UC7TZrN0-A9I6p1IclIt6vTw,Amber Heard avoue : elle a frappé Johnny Depp pour sauver la vie de sa soeur,"C'est le procès du siècle. Fatigué que le journal The Sun parle de lui comme d'un ""mari violent"", Johnny Depp a traîné la publication britannique devant la cour royale de Londres. Il est donc temps que l'acteur et son ex Amber Heard règlent leurs comptes, la jeune femme faisant partie des témoins de la défense. Et puisqu'il s'agit de découvrir qui battait qui au sein de cette relation tumultueuse, elle a accepté de reconnaître qu'elle avait déjà levé la main sur l'interprète de Jack Sparrow... dans des circonstances un peu particulières, puisqu'elle évoque l'autodéfense et la survie.    Le mardi 21 juillet 2020, Amber Heard a expliqué s'être battue contre Johnny Depp lors d'un incident en 2015. Selon ses propos, le comédien était en train de s'en prendre physiquement à sa soeur, Whitney Henriquez. ""J'ai frappé Johnny ce jour-là pour la défendre, a-t-elle assuré devant Eleanor Lawes, l'avocate de son ancien partenaire. Il allait la pousser dans les escaliers et, au moment où c'est arr ...",https://i.ytimg.com/vi/-s4N1QTILko/default.jpg,120,90,https://i.ytimg.com/vi/-s4N1QTILko/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-s4N1QTILko/hqdefault.jpg,480,360,Oli Vlog,,22,none,Amber Heard avoue : elle a frappé Johnny Depp pour sauver la vie de sa soeur,"C'est le procès du siècle. Fatigué que le journal The Sun parle de lui comme d'un ""mari violent"", Johnny Depp a traîné la publication britannique devant la cour royale de Londres. Il est donc temps que l'acteur et son ex Amber Heard règlent leurs comptes, la jeune femme faisant partie des témoins de la défense. Et puisqu'il s'agit de découvrir qui battait qui au sein de cette relation tumultueuse, elle a accepté de reconnaître qu'elle avait déjà levé la main sur l'interprète de Jack Sparrow... dans des circonstances un peu particulières, puisqu'elle évoque l'autodéfense et la survie.    Le mardi 21 juillet 2020, Amber Heard a expliqué s'être battue contre Johnny Depp lors d'un incident en 2015. Selon ses propos, le comédien était en train de s'en prendre physiquement à sa soeur, Whitney Henriquez. ""J'ai frappé Johnny ce jour-là pour la défendre, a-t-elle assuré devant Eleanor Lawes, l'avocate de son ancien partenaire. Il allait la pousser dans les escaliers et, au moment où c'est arr ...",PT4M51S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,16,0,0,0,https://i.ytimg.com/vi/-s4N1QTILko/sddefault.jpg,640.0,480.0,,,,,,
youtube#video,FfYJVWqsAGceWow--iE4pJoV248,-w4ds0AM2sE,2020-07-09T09:33:34Z,UCVBZ7bN9BPx3LkMkWSMQL1g,✅  Johnny Depp : « Amber Heard m'appelait le 'vieux gros' et ne voulait que ma célébrité »,"💖 Please Subscribe: https://www.youtube.com/channel/UCVBZ7bN9BPx3LkMkWSMQL1g?sub_confirmation=1
✍ Quatre ans après leur divorce houleux, Amber Heard et Johnny Depp se battent à nouveau dans les tribunaux.  Le procès de Johnny Depp contre News Group Newspapers, l'éditeur du Sun, qui l'avait qualifié de ""cogneur de femmes"" en 2018 -en se basant sur des déclarations d'Amber Heard-, a commencé ce mardi 7 juillet.  .Lors de cette première journée d'audience, l'acteur a notamment dévoilé que son ancien garde du corps lui a rapporté qu'elle l'avait traité de ""vieux gros"" et ""ne savait pas pourquoi elle l'avait épousé"", révèle le Mirror.  ""Quand je l'ai confrontée, elle a nié avoir dit ça"", a-t-il précisé à propos de son ex, une ""sociopathe [. ] narcissique"" qui ""ne voulait que [sa] célébrité"". L'avocat de Johnny Depp, David Sherborne, qui défend également Meghan Markle dans son procès avec le Daily Mail, a lui aussi chargé la jeune femme de 34 ans.  ""Les allégations de Mme Heard sont des mensonges. Le plaignant n'a pas été violent envers [elle], c'est elle qui l'était envers lui"", a-t-il  ...
💖 #divorce, #AffaireHeardDepp, #Justice, #violencesconjugales, #procès",https://i.ytimg.com/vi/-w4ds0AM2sE/default.jpg,120,90,https://i.ytimg.com/vi/-w4ds0AM2sE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-w4ds0AM2sE/hqdefault.jpg,480,360,Celebrity News,"['divorce', 'Affaire Heard/Depp', 'Justice', 'violences conjugales', 'procès']",22,none,✅  Johnny Depp : « Amber Heard m'appelait le 'vieux gros' et ne voulait que ma célébrité »,"💖 Please Subscribe: https://www.youtube.com/channel/UCVBZ7bN9BPx3LkMkWSMQL1g?sub_confirmation=1
✍ Quatre ans après leur divorce houleux, Amber Heard et Johnny Depp se battent à nouveau dans les tribunaux.  Le procès de Johnny Depp contre News Group Newspapers, l'éditeur du Sun, qui l'avait qualifié de ""cogneur de femmes"" en 2018 -en se basant sur des déclarations d'Amber Heard-, a commencé ce mardi 7 juillet.  .Lors de cette première journée d'audience, l'acteur a notamment dévoilé que son ancien garde du corps lui a rapporté qu'elle l'avait traité de ""vieux gros"" et ""ne savait pas pourquoi elle l'avait épousé"", révèle le Mirror.  ""Quand je l'ai confrontée, elle a nié avoir dit ça"", a-t-il précisé à propos de son ex, une ""sociopathe [. ] narcissique"" qui ""ne voulait que [sa] célébrité"". L'avocat de Johnny Depp, David Sherborne, qui défend également Meghan Markle dans son procès avec le Daily Mail, a lui aussi chargé la jeune femme de 34 ans.  ""Les allégations de Mme Heard sont des mensonges. Le plaignant n'a pas été violent envers [elle], c'est elle qui l'était envers lui"", a-t-il  ...
💖 #divorce, #AffaireHeardDepp, #Justice, #violencesconjugales, #procès",PT3M29S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,273,1,0,0,https://i.ytimg.com/vi/-w4ds0AM2sE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-w4ds0AM2sE/maxresdefault.jpg,1280.0,720.0,fr,,
youtube#video,N260avUtpIfcOud9ppSY3-NRpJg,-YyOZ4jeokk,2019-04-15T23:39:19Z,UCXqKpS1qme10OzhsB8hau1g,Amber Heard Accuses Johnny Depp Of Violent Rages,"Here's the story. 

Subscribe for more celebrity news: http://bit.ly/CelebrityWire

Celebrity Wire is the ultimate in entertainment news from around the world. We bring you the best and hottest celebrity updates, daily news, hollywood red carpet interviews, chats with the hottest superstars and much more.

Like us on Facebook: https://www.facebook.com/CelebrityWireNews/?fref=ts 
Visit our Website: http://www.celebritywire.com/",https://i.ytimg.com/vi/-YyOZ4jeokk/default.jpg,120,90,https://i.ytimg.com/vi/-YyOZ4jeokk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-YyOZ4jeokk/hqdefault.jpg,480,360,Celebrity Wire,"['celebrity', 'celebrity wire', 'celebrity wire entertainment news', 'entertainment news', 'arts and entertainment', 'celebrity news', 'johnny depp', 'amber heard', 'hollywood news', 'johnny depp news', 'amber heard movie', 'celebrity rumors', 'amber heard style', 'celebrity reports', 'hollywood rumors', 'johnny depp story', 'hollywood reports', 'amber heard dating', 'amber heard ex', 'amber heard and johnny depp', 'johnny depp reports', 'johnny depp allegations', 'drama', 'hollywood drama', 'celebrity fights']",24,none,Amber Heard Accuses Johnny Depp Of Violent Rages,"Here's the story. 

Subscribe for more celebrity news: http://bit.ly/CelebrityWire

Celebrity Wire is the ultimate in entertainment news from around the world. We bring you the best and hottest celebrity updates, daily news, hollywood red carpet interviews, chats with the hottest superstars and much more.

Like us on Facebook: https://www.facebook.com/CelebrityWireNews/?fref=ts 
Visit our Website: http://www.celebritywire.com/",PT1M54S,2d,hd,false,False,rectangular,processed,public,youtube,False,True,False,55,0,0,0,https://i.ytimg.com/vi/-YyOZ4jeokk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-YyOZ4jeokk/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,gNgYV2XwvqLcGYjRcmEDuniss-w,0KbUmiqYw08,2020-07-24T16:58:30Z,UCaNBHUYhJ1sNFiPntc-M3hw,Depp trial sees video of ‘violent’ Amber Heard | Malay Mail,"Depp trial sees video of ‘violent’ Amber Heard | Malay Mail 
 
Depp trial sees video of ‘violent’ Amber Heard | Malay Mail 
 
Depp trial sees video of ‘violent’ Amber Heard | Malay Mail",https://i.ytimg.com/vi/0KbUmiqYw08/default.jpg,120,90,https://i.ytimg.com/vi/0KbUmiqYw08/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0KbUmiqYw08/hqdefault.jpg,480,360,Malay Politics,"['britain', 'us', 'court', 'johnny depp', 'media', 'the sun', 'amber heard', 'libel suit']",22,none,Depp trial sees video of ‘violent’ Amber Heard | Malay Mail,"Depp trial sees video of ‘violent’ Amber Heard | Malay Mail 
 
Depp trial sees video of ‘violent’ Amber Heard | Malay Mail 
 
Depp trial sees video of ‘violent’ Amber Heard | Malay Mail",PT4M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,9,0,0,0,https://i.ytimg.com/vi/0KbUmiqYw08/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0KbUmiqYw08/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,iPwcL50Qk4W327Meh4SDtH2VR4s,0MX0UFlfFQc,2019-04-15T13:01:34Z,UCtXw23DuPX5jL8RjbiMH7pA,Amber Heard Has Filed New Allegations That Johnny Depp Abused Her During Drug-Fueled Rages,"Amber Heard has filed new allegations against her ex-husband Johnny Depp, saying in court documents that he choked, hit, her during violent drug-fueled rages.The 32-year-old Aquaman actor said Depp abused alcohol and drugs — both illegal and prescription — during their relationship and became a ""totally different person, often delusional and violent,"" including threatening to kill her, 
According to Amber Heard that she has written on her court documents has said After consuming eight MDMA tablets in Australia in 2015, johhny Depp choked amber Heard and then slammed her into a countertop,. Depp also accidentally cut off the tip of his fingertip on broken glass in the aftermath, and then wrote messages on a mirror in blood using his severed finger, the court documents state.
During their divorce proceedings in 2018, Heard accused Depp of hitting her in the face with a cellphone and pulling her hair.Also johnney Depp has said that she punched him on the face twice 
Heard also says that Depp got drunk on a private plane in May 2014 and started throwing things at her because he was angry about a romantic scene she filmed with actor James Franco for the 2015 film The Adderall Diaries.
 
""Instead of reacting to his behavior, I simply moved seats,"" ""That didn’t stop him. He pushed a chair at me as I walked by, yelled at me, ’""At some point, I stood up, and Johnny kicked me in the back, causing me to fall over. Johnny threw his boot at me while I was on the ground.""
Depp allegedly wrote an apology text message — Depp appeared as ""Steve"" in her phone as a privacy measure — after the plane incident, saying that his ""illness somehow crept up and grabbed"" him.
Heard admitted in the documents that shortly after their return to Los Angeles, she punched Depp when she feared he would hurt her sister.
During another fight in their Los Angeles apartment in December 2015, Heard says, ""He slapped me hard, grabbed me by my hair, and dragged me from a stairwell to the office to the living room to the kitchen. In the process, he pulled large chunks of hair and scalp out of my head.""",https://i.ytimg.com/vi/0MX0UFlfFQc/default.jpg,120,90,https://i.ytimg.com/vi/0MX0UFlfFQc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0MX0UFlfFQc/hqdefault.jpg,480,360,WizzViral,"['amber heard', 'Johnny Depp', 'Divorces', 'lfe', 'Aquaman', 'News', 'Top Stories', 'Pop Culture', 'Breaking News', 'Breaking', 'Live', 'Interviews', 'Red Carpet', 'Trending', 'Giuliana Rancic', 'Jason Kennedy', 'johnny depp', 'shocking video', 'amber heard johnny depp', 'johnny depp drunk', 'johnny depp abuse', 'johnny depp wine', 'wine', 'drinking', 'alcoholism', 'domestic abuse', 'domestic violence', 'johnny depp video', 'amber heard video', 'secret recording', 'divorce', 'johnny depp drinking', 'celebrity news', 'crazy video']",22,none,Amber Heard Has Filed New Allegations That Johnny Depp Abused Her During Drug-Fueled Rages,"Amber Heard has filed new allegations against her ex-husband Johnny Depp, saying in court documents that he choked, hit, her during violent drug-fueled rages.The 32-year-old Aquaman actor said Depp abused alcohol and drugs — both illegal and prescription — during their relationship and became a ""totally different person, often delusional and violent,"" including threatening to kill her, 
According to Amber Heard that she has written on her court documents has said After consuming eight MDMA tablets in Australia in 2015, johhny Depp choked amber Heard and then slammed her into a countertop,. Depp also accidentally cut off the tip of his fingertip on broken glass in the aftermath, and then wrote messages on a mirror in blood using his severed finger, the court documents state.
During their divorce proceedings in 2018, Heard accused Depp of hitting her in the face with a cellphone and pulling her hair.Also johnney Depp has said that she punched him on the face twice 
Heard also says that Depp got drunk on a private plane in May 2014 and started throwing things at her because he was angry about a romantic scene she filmed with actor James Franco for the 2015 film The Adderall Diaries.
 
""Instead of reacting to his behavior, I simply moved seats,"" ""That didn’t stop him. He pushed a chair at me as I walked by, yelled at me, ’""At some point, I stood up, and Johnny kicked me in the back, causing me to fall over. Johnny threw his boot at me while I was on the ground.""
Depp allegedly wrote an apology text message — Depp appeared as ""Steve"" in her phone as a privacy measure — after the plane incident, saying that his ""illness somehow crept up and grabbed"" him.
Heard admitted in the documents that shortly after their return to Los Angeles, she punched Depp when she feared he would hurt her sister.
During another fight in their Los Angeles apartment in December 2015, Heard says, ""He slapped me hard, grabbed me by my hair, and dragged me from a stairwell to the office to the living room to the kitchen. In the process, he pulled large chunks of hair and scalp out of my head.""",PT3M25S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,104,5,0,1,https://i.ytimg.com/vi/0MX0UFlfFQc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0MX0UFlfFQc/maxresdefault.jpg,1280.0,720.0,en-US,,
youtube#video,CXGoIKpJNEVjnEF36uzG0_FQ1TY,0ufXNHMuulA,2020-07-08T01:29:10Z,UC28FFjVXxGO6VH8-pYiq1hg,Johnny Depp Divorced Amber Heard After She SH@T In The Bed!,"This video was created by a proud team of people with multiple gender identities and orientations! 

#JohnnyDepp

#AmberHeard

#Aquaman

My Patreon - https://www.patreon.com/PimpMasterBroda 

Book Me On Cameo - https://www.cameo.com/pimpmasterbroda

Follow Me on Twitter! - https://twitter.com/PimpMasterYoda1 

Paypal Donations are appreciated but never required! - http://goo.gl/OI2emj",https://i.ytimg.com/vi/0ufXNHMuulA/default.jpg,120,90,https://i.ytimg.com/vi/0ufXNHMuulA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0ufXNHMuulA/hqdefault.jpg,480,360,Pimp Master Broda,"['Amber Heard', 'Divorce', 'johnny depp', 'johnny depp amber heard', 'amber heard johnny depp', 'justice for johnny depp', 'johnny depp lawsuit', 'johnny depp defamation', 'johnny depp sues amber heard', 'johnny depp news', 'amber heard vs johnny depp', 'satire', 'comedy', 'entertainment']",24,none,Johnny Depp Divorced Amber Heard After She SH@T In The Bed!,"This video was created by a proud team of people with multiple gender identities and orientations! 

#JohnnyDepp

#AmberHeard

#Aquaman

My Patreon - https://www.patreon.com/PimpMasterBroda 

Book Me On Cameo - https://www.cameo.com/pimpmasterbroda

Follow Me on Twitter! - https://twitter.com/PimpMasterYoda1 

Paypal Donations are appreciated but never required! - http://goo.gl/OI2emj",PT3M7S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,17486,1542,0,263,https://i.ytimg.com/vi/0ufXNHMuulA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0ufXNHMuulA/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,_xbjOD3S1xc484sfRTx-6G56dZU,0vaPzy5KXUo,2020-04-01T07:06:51Z,UCzUziJRpEuHg58QvtrY_hCA,Amber Heard,"––––––––––––––––––––––––––––––
Bonjour by Peyruis https://soundcloud.com/peyruis
Creative Commons — Attribution 3.0 Unported — CC BY 3.0
Free Download / Stream: https://bit.ly/bonjour-peyruis
Music promoted by Audio Library https://youtu.be/WiWeYEe81Ac
––––––––––––––––––––––––––––––

🎵 Track Info:

Title: Bonjour by Peyruis
Genre and Mood: Dance & Electronic + Dark

———",https://i.ytimg.com/vi/0vaPzy5KXUo/default.jpg,120,90,https://i.ytimg.com/vi/0vaPzy5KXUo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0vaPzy5KXUo/hqdefault.jpg,480,360,ModelArte,"['Actriz Amber Heard', 'Model Amber Heard', 'Amber Heard', 'Aquaman', 'Mera', 'London Fields', 'The Rum Diary', 'Never Back Down', 'Liga de la justicia', 'Drive Angry', '3 días para matar', 'La chica danesa', 'The Informers', 'Ecos en la oscuridad', 'Magic Mike XXL', 'Pineapple Express', 'Atrapada', 'And Soon the Darkness', 'Alpha Dog']",22,none,Amber Heard,"––––––––––––––––––––––––––––––
Bonjour by Peyruis https://soundcloud.com/peyruis
Creative Commons — Attribution 3.0 Unported — CC BY 3.0
Free Download / Stream: https://bit.ly/bonjour-peyruis
Music promoted by Audio Library https://youtu.be/WiWeYEe81Ac
––––––––––––––––––––––––––––––

🎵 Track Info:

Title: Bonjour by Peyruis
Genre and Mood: Dance & Electronic + Dark

———",PT3M35S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,9974,199,0,15,https://i.ytimg.com/vi/0vaPzy5KXUo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0vaPzy5KXUo/maxresdefault.jpg,1280.0,720.0,,,
