,urls,title,n_views,n_likes,n_dislikes,n_favorites,n_comments,total
301,https://www.youtube.com/watch?v=8y4h4LLUS2k,warner eliminará a amber heard de aquaman 2 (la verdad),7386,353.0,22.0,0,80.0,7761.0
862,https://www.youtube.com/watch?v=2dkHwDi4-QY,"entre johnny depp et elon musk, le torchon brûle",7612,35.0,6.0,0,14.0,7653.0
263,https://www.youtube.com/watch?v=E6UdCB9htTw,linguist analyzes amber heard’s unreliable statements about johnny depp,6951,576.0,8.0,0,315.0,7535.0
113,https://www.youtube.com/watch?v=xtNrYBtlJYs,johnny depp's property manager kevin murphy says amber heard is the aggressor!,6905,597.0,1.0,0,183.0,7503.0
659,https://www.youtube.com/watch?v=0Su09ec8hvw,amber heard talks zack snyder's cut of justice league & ignores fan backlash,7131,300.0,45.0,0,83.0,7476.0
1,https://www.youtube.com/watch?v=Dvh09e0TPJ4,amber heard replaced in the aquaman 2 movie?!,7081,248.0,7.0,0,92.0,7336.0
429,https://www.youtube.com/watch?v=J7mSd87aQi0,proof amber heard never donated 7m to charity | update on netflix/johnny depp movies,6534,750.0,5.0,0,328.0,7289.0
50,https://www.youtube.com/watch?v=O5o4OA63Svg,why amber heard quit,6968,218.0,10.0,0,114.0,7196.0
191,https://www.youtube.com/watch?v=q32tzepkrj4,how amber heard ruined her career!! (exposed),6653,317.0,6.0,0,100.0,6976.0
417,https://www.youtube.com/watch?v=JMl5wEKDW58,"she’s an evil lady! amber heard rant, and a discussion on aquaman 2",6498,461.0,8.0,0,220.0,6967.0
872,https://www.youtube.com/watch?v=CVpOAmMyBrM,amber heard caught in 4k lying by body cam footage!!! it's a wrap,6570,368.0,8.0,0,203.0,6946.0
437,https://www.youtube.com/watch?v=D5mQ2CvvGt4,amber heard goes nuts on twitter again!!!!,6485,420.0,15.0,0,72.0,6920.0
413,https://www.youtube.com/watch?v=XmndgIK3kyo,why were amber heard and elon musk in mexico ?,6384,438.0,9.0,0,186.0,6831.0
448,https://www.youtube.com/watch?v=nRiI2waOLag,amber heard dissed again! | even celebrities hate her!,6010,717.0,7.0,0,203.0,6734.0
816,https://www.youtube.com/watch?v=V2-_IPg_t0E,amber heard's behavior professional analysis and interview.,6331,357.0,9.0,0,86.0,6697.0
828,https://www.youtube.com/watch?v=ZfnXj-Ce8SA,(split) stephen king praises heard on twiteer! backlash was huge!!,5986,686.0,6.0,0,223.0,6678.0
723,https://www.youtube.com/watch?v=coNTGGCZkkw,amber heard faces 3 years in jail | faking evidence against johnny depp. #amberheardnews #johnnydepp,6416,255.0,5.0,0,80.0,6676.0
296,https://www.youtube.com/watch?v=B9axyiBZL2Y,bad news for amber! heard owned by depp's lawyer!,6093,524.0,10.0,0,105.0,6627.0
815,https://www.youtube.com/watch?v=OJWTXmRr4UQ,why emilia clarke replacing amber heard as mera is good for aquaman 2 | flixet,6139,367.0,6.0,0,125.0,6512.0
822,https://www.youtube.com/watch?v=B7arR1VddEs,proof amber heard lied about johnny depp: new bodycam footage | celebrity craze,6285,196.0,4.0,0,62.0,6485.0
302,https://www.youtube.com/watch?v=GXDjwVlB1ZY,amber heard faces 10 years in prison for accusations against johnny depp!,6246,171.0,19.0,0,40.0,6436.0
632,https://www.youtube.com/watch?v=EisiBPPUzh8,appeal judge admits & agrees heard lied!! depp v ngn,5634,790.0,5.0,0,162.0,6429.0
457,https://www.youtube.com/watch?v=wAdTlgSW2ls,amber heard officially gets replaced by emilia clarke in aquaman 2!,5921,288.0,46.0,0,42.0,6255.0
726,https://www.youtube.com/watch?v=ewn882io1HE,see johnny depp take over amber heard's role as mera in aquaman! | #shorts,5801,376.0,15.0,0,109.0,6192.0
140,https://www.youtube.com/watch?v=3hOujQAiWU4,amber heard trolls again on alleged aquaman movie set?,5531,530.0,4.0,0,212.0,6065.0
310,https://www.youtube.com/watch?v=guA6QMGKZU8,johnny depp amber heard controversy explained in twenty minutes,5630,420.0,4.0,0,102.0,6054.0
77,https://www.youtube.com/watch?v=gtTV61kUgRo,amber heard is a nobody! ft. sandi brown,5420,555.0,5.0,0,137.0,5980.0
185,https://www.youtube.com/watch?v=Weh7DWgL_XQ,amber heard's lawyer exposes her for ruining johnny depp's life!!,5757,199.0,24.0,0,59.0,5980.0
638,https://www.youtube.com/watch?v=FaCVD_0bw2c,amber heard faces prison time for defamation of johnny depp #amberheardfacesprisontime #aquamanstar,5670,189.0,3.0,0,19.0,5862.0
849,https://www.youtube.com/watch?v=v-H9-e1waL4,a small loss for johnny depp as lapd tell amber heard to bend over!,5373,469.0,16.0,0,191.0,5858.0
851,https://www.youtube.com/watch?v=NjOKc7ZoBVw,what does amber heard really think about new big evidence against her?,5223,611.0,3.0,0,220.0,5837.0
255,https://www.youtube.com/watch?v=iAZxUOC2p04,rant - stop equating johnny depp to marilyn manson | amber heard uses situation to play victim,5217,545.0,16.0,0,293.0,5778.0
799,https://www.youtube.com/watch?v=9IHaq2Fr9NM,amber heard wants to edit witness testimony!,5328,446.0,2.0,0,52.0,5776.0
587,https://www.youtube.com/watch?v=wlHulL6vToE,"amber heard's access stand video breaks 400,000 dislikes!",4880,864.0,6.0,0,240.0,5750.0
205,https://www.youtube.com/watch?v=6TzvEkInog0,"amber heard's newest instagram video (for l'oréal) about being a ""proud activist"" is super cringe 😦",5153,539.0,10.0,0,222.0,5702.0
67,https://www.youtube.com/watch?v=8BJ2Vl4kBaU,джонни депп навсегда покинул пиратов карибского моря после отказа в апелляции? // файлы джонни деппа,5042,645.0,10.0,0,163.0,5697.0
339,https://www.youtube.com/watch?v=9Zj5WU6uxao,amber heard annoys twitter's legal team,5479,189.0,1.0,0,56.0,5669.0
146,https://www.youtube.com/watch?v=biW1mXUgUc8,amber heard kept the 7 million dollar settlement!,5129,509.0,7.0,0,284.0,5645.0
450,https://www.youtube.com/watch?v=TgPy_-iEKE0,exclusive from sausage roll. evidence shows heard committed perjury?,5063,571.0,0.0,0,94.0,5634.0
174,https://www.youtube.com/watch?v=caiiA04xXGk,confirmation raven symoné supports johnny depp and not amber heard!?,5036,490.0,3.0,0,109.0,5529.0
171,https://www.youtube.com/watch?v=L4xLhQQHsRo,"more bombshell evidence prove amber heard a liar, as johnny depp takes the win!",4903,580.0,2.0,0,373.0,5485.0
106,https://www.youtube.com/watch?v=Slr7tzrkLHs,the stand now at 22% on rotten tomatoes! congratulations amber heard and stephen king!,4851,621.0,1.0,0,223.0,5473.0
679,https://www.youtube.com/watch?v=quGE_VO9tow,mera | amber heard | aquaman | az_editz | whatsapp status | fullscreen | 60fps | #shorts,5189,257.0,3.0,0,2.0,5449.0
744,https://www.youtube.com/watch?v=MY_dmZnbReI,amber heard replaced by emilia clarke for aquaman 2?,5078,350.0,12.0,0,197.0,5440.0
223,https://www.youtube.com/watch?v=Kq95QX0RuDk,amber heard defends evan racheal wood! amber involves herself!,4920,501.0,9.0,0,415.0,5430.0
749,https://www.youtube.com/watch?v=PAK7tlGFRgU,amber heard is making mera series for hbo max?! - fact check / exclusive,4924,453.0,28.0,0,140.0,5405.0
291,https://www.youtube.com/watch?v=dR-xDT3Qduc,ngn respond to depp appeal! grace randolph wrong again?! msm taking ah side!,4932,455.0,5.0,0,83.0,5392.0
873,https://www.youtube.com/watch?v=Tp_xhpK6Okc,johnny depp amber heard explained part 2 (interesting details & photos),4871,460.0,4.0,0,90.0,5335.0
184,https://www.youtube.com/watch?v=jQAdzYTT3Tg,amber heard using marilyn manson against johnny depp!?,4913,406.0,12.0,0,264.0,5331.0
110,https://www.youtube.com/watch?v=54FqI0QRnwM,"amber heard's stand access video hits 450,000 dislikes!",4619,677.0,7.0,0,151.0,5303.0
857,https://www.youtube.com/watch?v=-1uzuNX6EtA,"amber heard   the who, what where of tro week",4703,591.0,2.0,0,121.0,5296.0
272,https://www.youtube.com/watch?v=G57VFTnxWnc,is elon musk obsessed with amber heard ?,4860,312.0,6.0,0,126.0,5178.0
821,https://www.youtube.com/watch?v=4z-iO-zcLKU,amber heard brags about the stand on twitter! fans battle it out!,4528,639.0,10.0,0,236.0,5177.0
307,https://www.youtube.com/watch?v=Xng-q_sVV4U,is amber heard involved in plot against marilyn manson?,4935,159.0,36.0,0,165.0,5130.0
485,https://www.youtube.com/watch?v=04VF4-9qiGQ,amber heard's children hospital controversy is so bad! - what needs to be done!,4656,304.0,12.0,0,107.0,4972.0
860,https://www.youtube.com/watch?v=YInTSG2_c74,amber heard and elon musk went to chile too! a trip revisited!,4437,483.0,11.0,0,173.0,4931.0
469,https://www.youtube.com/watch?v=TgbSOKN9MaI,ngn respond to appeal!! livestream companion,4378,501.0,0.0,0,53.0,4879.0
622,https://www.youtube.com/watch?v=yhoQ8khhYZE,amber heard shills loreal on instagram! (with clip!),4282,576.0,7.0,0,338.0,4865.0
867,https://www.youtube.com/watch?v=xlwF2JdShAg,ah lied about donation!! never paid it!!!?,4316,538.0,2.0,0,86.0,4856.0
785,https://www.youtube.com/watch?v=izTHJaWkDzA,amber heard mocks & attacks johnny depp on social media!,4338,414.0,5.0,0,177.0,4757.0
118,https://www.youtube.com/watch?v=JBg8-jqWH74,building concierge trinity esparza says amber heard had no bruises!!,4290,450.0,2.0,0,86.0,4742.0
472,https://www.youtube.com/watch?v=fZ7oAP_9oDM,amber heard called out again on twitter! adam waldman back and pop culture!,4245,429.0,9.0,0,80.0,4683.0
613,https://www.youtube.com/watch?v=y_NB0YHaO38,lularoe lawsuit + k's latest news + beachbody goes public | anti-mlm | valentine's grwm,4383,281.0,6.0,0,160.0,4670.0
335,https://www.youtube.com/watch?v=nhxPpmuABnY,mera ( amber heard ) whatsapp status,4511,121.0,19.0,0,2.0,4651.0
502,https://www.youtube.com/watch?v=keVxslXkMps,"the stand. nadine tosses herself from the penthouse balcony, dies instantly (s01e08)",4555,45.0,13.0,0,23.0,4613.0
721,https://www.youtube.com/watch?v=ThQLHll34y0,chill stream - johnny depp | amber heard v twitter,4001,438.0,4.0,0,124.0,4443.0
166,https://www.youtube.com/watch?v=gN8Rgce9owY,curb your donation to dying children,4235,188.0,2.0,0,29.0,4425.0
297,https://www.youtube.com/watch?v=5cVT57MsfBg,io tillett wright lies for amber heard!,3967,373.0,7.0,0,209.0,4347.0
167,https://www.youtube.com/watch?v=qdRZP1s5GM4,amber heard attack and mocks johnny depp on instagram !,3869,383.0,5.0,0,196.0,4257.0
182,https://www.youtube.com/watch?v=nthKIiDEf5g,female narcissism and #metoo: when narcissists play the victim,3799,364.0,16.0,0,93.0,4179.0
416,https://www.youtube.com/watch?v=DJqES8BVD5w,"new amber heard bombshells; heard is wrecked by depp's lawyer on twitter, again!",3909,263.0,3.0,0,76.0,4175.0
787,https://www.youtube.com/watch?v=omne0ApXJR8,amber heard como mera en  aquaman (2018),4097,24.0,0.0,0,0.0,4121.0
153,https://www.youtube.com/watch?v=lMTaTbtiaR0,why is amber heard not in jail?? | why did johnny depp lose his case? | ez law,3980,132.0,4.0,0,57.0,4116.0
532,https://www.youtube.com/watch?v=Ot4aTxTIIDc,amber heard attacks johnny depp fans! | a new low is reached!,3722,391.0,2.0,0,177.0,4115.0
627,https://www.youtube.com/watch?v=Di7-u0awsp8,"aquaman spinoff ""the trench"" cancelled because of amber heard",3937,150.0,14.0,0,63.0,4101.0
14,https://www.youtube.com/watch?v=I7jivnCr_Wc,amber heard bruises photoshopped by the sun! proof of defamation against johnny depp!,3279,780.0,2.0,0,201.0,4061.0
283,https://www.youtube.com/watch?v=Fex4XYwaWsQ,amber heard to star in hbo max spin-off for aquaman 2 | how stupid can they be?!?,3615,400.0,10.0,0,259.0,4025.0
224,https://www.youtube.com/watch?v=JLo2-d2j_5o,🔴 livestream johnny depp vs amber heard with nine other people !,3690,264.0,12.0,0,61.0,3966.0
25,https://www.youtube.com/watch?v=XZv49jnUaAw,chla charity livestream - #justiceforjohnnydepp community support the children,3585,352.0,5.0,0,47.0,3942.0
5,https://www.youtube.com/watch?v=4nHEQjUUKvY,behind-the-scenes video of amber heard’s mera from ‘zack snyder’s justice league,3835,64.0,21.0,0,13.0,3920.0
474,https://www.youtube.com/watch?v=izclvR4pUsA,l'oreal  infallible 24h fresh wear foundation || 300 amber ||demo & review || divya kataria,3827,79.0,7.0,0,57.0,3913.0
127,https://www.youtube.com/watch?v=ROjf4vPRz7Q,depp's lawyer calls out amber heard's lies about donating her $7m settlement to charity!,3376,501.0,9.0,0,171.0,3886.0
688,https://www.youtube.com/watch?v=PzlaRG0KnSY,"amber heard drinks ""drug water?"" is she okay?!",3709,154.0,12.0,0,116.0,3875.0
866,https://www.youtube.com/watch?v=6JlrYRnqty8,amber heard stan tries to frame remove amber petition!,3373,468.0,2.0,0,159.0,3843.0
354,https://www.youtube.com/watch?v=geHwTq5FGAY,amber heard's too fat to be mera in aquaman? | #shorts,3617,196.0,9.0,0,100.0,3822.0
697,https://www.youtube.com/watch?v=9u_qim224oI,desperate amber heard attacks disney and lapd!,3449,367.0,3.0,0,63.0,3819.0
126,https://www.youtube.com/watch?v=R74lQyLJmR8,amber heard fired from aquaman 2 goes viral!! #justicefordepp,3560,149.0,12.0,0,39.0,3721.0
328,https://www.youtube.com/watch?v=ZyroEY-s1NU,police body cam footage proves amber heard was lying!! (uncensored),3564,134.0,7.0,0,25.0,3705.0
660,https://www.youtube.com/watch?v=llZFuH_PT-Q,amber heard and elon musk in mexico. did it happen?,3328,349.0,4.0,0,97.0,3681.0
396,https://www.youtube.com/watch?v=uZnInq4uq6A,new photo !! amber heard with elon musk after the uk libel case in mexico ??? why ??,3388,269.0,6.0,0,167.0,3663.0
96,https://www.youtube.com/watch?v=mVcjdQnvwyM,amber heard interview,3471,146.0,6.0,0,17.0,3623.0
94,https://www.youtube.com/watch?v=9sDPkqqeBqY,amber heard licenziata? ti svelo chi sarà la nuova mera!!,3283,287.0,5.0,0,56.0,3575.0
783,https://www.youtube.com/watch?v=ZP0lVVMMvkE,10  celebrities defending johnny depp against amber heard,3448,88.0,7.0,0,21.0,3543.0
200,https://www.youtube.com/watch?v=k0jXZC7m2HU,10 celebrities who defended johnny depp against amber heard...,3367,163.0,3.0,0,11.0,3533.0
401,https://www.youtube.com/watch?v=sQl5WXwzW-g,amber heard tập luyện cho aquaman 2 giữa phốt bị johnny depp tố bạo hành khiến netizen tức giận,3504,11.0,1.0,0,3.0,3516.0
817,https://www.youtube.com/watch?v=mUl0RjmS5OA,amber heard suing warner bros. for aquaman 2 decision | celebrity craze,3355,118.0,13.0,0,53.0,3486.0
195,https://www.youtube.com/watch?v=AO12UAR9WlE,amber heard flaunted richness! (clip),2945,504.0,5.0,0,145.0,3454.0
670,https://www.youtube.com/watch?v=uZxSwrKXe-4,rocky pennington witness statement - johnny depp v amber heard,3099,353.0,1.0,0,149.0,3453.0
696,https://www.youtube.com/watch?v=lX6caRyWx_8,amber heard and stephen king's stand bombed rotten tomatoes! live! discuss!,3060,368.0,5.0,0,76.0,3433.0
848,https://www.youtube.com/watch?v=mQ1p4H50Cgk,analysis: why did amber heard ruin johnny depp?,3118,296.0,3.0,0,97.0,3417.0
300,https://www.youtube.com/watch?v=HKGS72aXQec,wgtc say more lies if it helps them or heard!,3019,365.0,1.0,0,43.0,3385.0
385,https://www.youtube.com/watch?v=NRRK_zavmeQ,amber heard blames her corruption on johnny depp; she has no accountability!,2966,378.0,0.0,0,83.0,3344.0
194,https://www.youtube.com/watch?v=1aVvkzyNYsk,amber heard blames johnny depp for not donating 7 million!,2628,642.0,3.0,0,357.0,3273.0
703,https://www.youtube.com/watch?v=I9_l6pPpXvU,aclu helped amber the abu$er! did amber heard donate?,2886,320.0,3.0,0,33.0,3209.0
270,https://www.youtube.com/watch?v=2XfOCHCxJbU,let's address some of these ridiculous amber heard & johnny depp rumors..,2837,327.0,6.0,0,117.0,3170.0
504,https://www.youtube.com/watch?v=19RP4ruN1Do,10 celebs that defended johnny depp from amber heard...,3074,62.0,8.0,0,17.0,3144.0
570,https://www.youtube.com/watch?v=lr43XgsgYi0,"emilia clarke la nueva mera? amber heard fuera de aquaman 2, emma watson se retira?, boser news",2982,139.0,10.0,0,25.0,3131.0
771,https://www.youtube.com/watch?v=ntZJV9a141g,🔴 livestream amber’s “heard” of fans and herself attacking depp fans !,2865,243.0,4.0,0,49.0,3112.0
348,https://www.youtube.com/watch?v=zcOKBJsJE4o,amber heard is now facing jail time,2910,117.0,8.0,0,28.0,3035.0
911,https://www.youtube.com/watch?v=LSzbSHtafbA,¿amber heard despedida de aquaman 2?,2932,63.0,6.0,0,7.0,3001.0
313,https://www.youtube.com/watch?v=DZRpGRll4c4,amber heard is losing in court?!; johnny depp's lawyer is amazing!,2686,308.0,5.0,0,34.0,2999.0
137,https://www.youtube.com/watch?v=QdVsTIniocQ,amber heard full apology video: this has gone too far,2927,50.0,18.0,0,22.0,2995.0
483,https://www.youtube.com/watch?v=UDf7Gf6KIfY,amber heard response to johnny depp's us defamation lawsuit,2872,117.0,3.0,0,45.0,2992.0
497,https://www.youtube.com/watch?v=b5FkZFk-fdg,🔴 livestream johnny depp and amber heard discussion.,2702,274.0,1.0,0,76.0,2977.0
317,https://www.youtube.com/watch?v=k8aBj-9YZlI,johnny depp vs amber heard: celebrities who defended against her,2852,118.0,2.0,0,15.0,2972.0
655,https://www.youtube.com/watch?v=igqhrXfkiEw,racist amber heard is a hypocrite! live!,2709,239.0,2.0,0,60.0,2950.0
462,https://www.youtube.com/watch?v=U5vmo6PsK0s,🔴 live johnny depp vs amber heard latest news and rumors ....,2749,192.0,4.0,0,32.0,2945.0
897,https://www.youtube.com/watch?v=p45tcAVXWUQ,amber heard caught drinking in video again!,2481,458.0,4.0,0,223.0,2943.0
61,https://www.youtube.com/watch?v=i562oRbXm-g,emilia clarke to replace amber heard aquaman 2; real or rumor?,2723,203.0,3.0,0,47.0,2929.0
274,https://www.youtube.com/watch?v=ZK9U4rcv8I8,"amber heard paid whitney $10,000 for perjury!!",2563,347.0,0.0,0,68.0,2910.0
566,https://www.youtube.com/watch?v=nECqOGt4MBE,amber heard's friend josh drew saw nothing but still lied about johnny depp!,2578,281.0,4.0,0,138.0,2863.0
595,https://www.youtube.com/watch?v=6ZhuwlKgdzA,does amber heard treat this horse good or bad?,2558,298.0,2.0,0,206.0,2858.0
398,https://www.youtube.com/watch?v=7OdlbkoEaoE,amber heard's friend lied,2739,108.0,5.0,0,14.0,2852.0
664,https://www.youtube.com/watch?v=4eJReVwFlkw,🔴 livestream amber heard exposed ! lapd body cam footage discussion !,2481,240.0,0.0,0,46.0,2721.0
165,https://www.youtube.com/watch?v=QJBfgFiTBaE,amber heard reaction to being fired from aquaman 2 (meme edit),2661,41.0,8.0,0,9.0,2710.0
125,https://www.youtube.com/watch?v=KBdX0epS9lE,amber heard replaced in aquaman 2? is this official?,2358,325.0,3.0,0,71.0,2686.0
515,https://www.youtube.com/watch?v=j78SnQ3GuFk,amber heard's acting coach kristina sexton - full statement,2393,265.0,7.0,0,159.0,2665.0
112,https://www.youtube.com/watch?v=g9IMPBM2zPk,johnny depp is under attack! | desperate amber heard seeks media help!,2328,320.0,3.0,0,117.0,2651.0
201,https://www.youtube.com/watch?v=aQfT8Pwz4a4,"warner bros fires amber heard from aquaman 2, emilia clarke to reportedly replace her?",2329,295.0,4.0,0,49.0,2628.0
149,https://www.youtube.com/watch?v=7VB-m8BN8js,the stand: amber heard on fighting pandemic fatigue with ‘trusted people’,2236,11.0,369.0,0,79.0,2616.0
356,https://www.youtube.com/watch?v=RDkS5Uy2bRM,amber heard wrecked by depp’s lawyer! huge news!,2107,400.0,5.0,0,81.0,2512.0
656,https://www.youtube.com/watch?v=3Vywz8T4_M4,8 times johnny depp tried to warn us about amber heard!!,2411,92.0,0.0,0,16.0,2503.0
578,https://www.youtube.com/watch?v=7m0HmUoWe20,chill stream - johnny depp | amber heard | open topics,2226,245.0,2.0,0,64.0,2473.0
464,https://www.youtube.com/watch?v=1CkIIcD4Eow,deadline spreads misinformation about amber heard's counterclaim for $100 million dollars!,2017,452.0,2.0,0,128.0,2471.0
683,https://www.youtube.com/watch?v=BDz_Z9nlLZg,amber heard's lawyers quit & expose her (interview) reaction!!!,2351,110.0,2.0,0,38.0,2463.0
835,https://www.youtube.com/watch?v=rTI5S2XevC4,emilia clarke speaks out on being amber heard's replacement in aquaman 2 | bluff central,2415,26.0,16.0,0,7.0,2457.0
285,https://www.youtube.com/watch?v=YCOLZvl-rIs,🔴 livestream all about the johnny depp and amber heard case with colonel kurtz,2195,242.0,0.0,0,79.0,2437.0
244,https://www.youtube.com/watch?v=9jZSrxs3mrs,elon musk defends johnny depp & speaks against amber heard | bluff central,2372,51.0,7.0,0,12.0,2430.0
705,https://www.youtube.com/watch?v=WlCalnytpTw,mera (amber heard) in zack snyder’s justice league,2350,41.0,33.0,0,14.0,2424.0
795,https://www.youtube.com/watch?v=Kr-jwE8nh9w,"amber heard slammed on twitter for shady $250,000 donation! (adam waldman tweets continue)",1935,484.0,1.0,0,138.0,2420.0
424,https://www.youtube.com/watch?v=_494-N8o3Bg,mera ❤️❤️ hd love status | hd whatsapp status #shorts amber heard,2282,98.0,34.0,0,4.0,2414.0
430,https://www.youtube.com/watch?v=ba0P9P3r7c4,"🔴 livestream amber heard & elon musk embryos, amber heard subpoena denied,  much more....",2209,191.0,0.0,0,39.0,2400.0
658,https://www.youtube.com/watch?v=-oiY6WtFejA,emilia clarke speaks out on being amber heard's replacement in aquaman 2,2328,46.0,13.0,0,23.0,2387.0
179,https://www.youtube.com/watch?v=L8TSBv2IW7Q,jennifer howell threatened by amber heard stans. this has gone way too far.,2088,279.0,1.0,0,82.0,2368.0
388,https://www.youtube.com/watch?v=XMj3_w81Oso,[real] lapd bodycam proves johnny depp is innocent! amber heard exposed!,2081,278.0,0.0,0,68.0,2359.0
256,https://www.youtube.com/watch?v=5zQktzKJlhQ,amber heard’s lawyer exposes her for ruining johnny depp!,2247,74.0,5.0,0,12.0,2326.0
708,https://www.youtube.com/watch?v=tyLdpl7QY9s,ridiculous article backfires onto amber heard; lies exposed!,1977,327.0,7.0,0,56.0,2311.0
266,https://www.youtube.com/watch?v=Fzv3TBS02jE,"another closer & closer amber heard, alexndra grant,  lauren sanchez, meghan markle",2179,108.0,1.0,0,22.0,2288.0
765,https://www.youtube.com/watch?v=Scp5CwMzMaA,amber heard accused of pocketing $7m divorce settlement,2161,91.0,12.0,0,38.0,2264.0
735,https://www.youtube.com/watch?v=D_4FyvAVUvg,amber heard recast in aquaman 2? - emilia clarke playing mera! - rumor,2109,142.0,8.0,0,51.0,2259.0
304,https://www.youtube.com/watch?v=YXzdaV099VM,celebrities react to johnny depp and amber heard,2139,59.0,3.0,0,18.0,2201.0
400,https://www.youtube.com/watch?v=YODR1b63l_I,how to avoid toxic relationships & amber heard types - keep going  w/ les #justiceforjohnnydepp,1950,236.0,3.0,0,41.0,2189.0
846,https://www.youtube.com/watch?v=m2AEQY__hJc,amber heard in trouble after johnny depp’s this decision | flixet,2080,102.0,3.0,0,14.0,2185.0
155,https://www.youtube.com/watch?v=NjrqjBs7ce8,elon musk blackmailed by amber heard? what does heard know?,1785,391.0,2.0,0,102.0,2178.0
75,https://www.youtube.com/watch?v=_jnDEAbaLZw,10 celebrities that  defended johnny depp against amber heard.,2138,35.0,0.0,0,9.0,2173.0
711,https://www.youtube.com/watch?v=pSUfdKKZOb0,wb sabotaging zack snyder? saying he supports heard?,1925,244.0,1.0,0,24.0,2170.0
84,https://www.youtube.com/watch?v=1j4fHKp8Yms,amber heard blocks literally everyone on twitter who dislikes her!,1850,315.0,2.0,0,150.0,2167.0
804,https://www.youtube.com/watch?v=jyfi_69guT0,amber heard vẫn quay phần mới của aquaman  mặc chỉ trích của người hâm mộ johnny depp,2123,12.0,0.0,0,1.0,2135.0
173,https://www.youtube.com/watch?v=5cbCG4JrqBk,the highway killer - larry eyler - true crime tuesdays! | amber howe,2043,61.0,7.0,0,41.0,2111.0
719,https://www.youtube.com/watch?v=xv_1gjyQLcg,amber heard gone as mera rumors never stop! | plus words from and article author,1723,375.0,4.0,0,143.0,2102.0
584,https://www.youtube.com/watch?v=nUfJIx1niGg,amber heard furious at johnny depp for releasing new evidence | celebrity craze,1997,96.0,3.0,0,31.0,2096.0
211,https://www.youtube.com/watch?v=zP_tT3u_tk4,amber heard has allegedly fired from aquaman 2 | aquaman star fired #amberheard #aquamanstarfired,2020,37.0,2.0,0,3.0,2059.0
529,https://www.youtube.com/watch?v=Phv3IygfpnE,amber heard admit to all years ago?! she planned this!?,1724,332.0,0.0,0,89.0,2056.0
644,https://www.youtube.com/watch?v=zjiAIuYCeV8,twitter protects liars! | johnny depp's information being censored!,1736,288.0,2.0,0,87.0,2026.0
841,https://www.youtube.com/watch?v=kO7A7gOT29c,whitney henriquez uk witness statement - full,1735,249.0,2.0,0,122.0,1986.0
175,https://www.youtube.com/watch?v=JNtMBUgIj7k,"protocultura news 📣 creed iii, amber heard se queda en dc y más noticias de cine y nerdeadas!",1681,284.0,3.0,0,9.0,1968.0
227,https://www.youtube.com/watch?v=B7gaO2v8uHc,amber heard or emilia clarke in aquaman 2?? | addressing the obvious,1701,261.0,5.0,0,127.0,1967.0
768,https://www.youtube.com/watch?v=QRTUFkcd7Pc,sympathy for the damned: the sad tragedy of nadine cross (the stand),1925,22.0,2.0,0,17.0,1949.0
913,https://www.youtube.com/watch?v=79GX1RNB4B8,"amber heard vs johnny depp movie | crime, rose mcgowan, violence, bots, brittany murphy, & elections",1486,410.0,33.0,0,18.0,1929.0
358,https://www.youtube.com/watch?v=VeuE-745nT8,how much did amber heard really donate to aclu??,1770,153.0,0.0,0,29.0,1923.0
831,https://www.youtube.com/watch?v=02IL4CZ6xFo,fans blast amber heard as mera in the justice league !!,1617,263.0,3.0,0,138.0,1883.0
621,https://www.youtube.com/watch?v=VHq568KAx8w,johnny depp's wife amber heard faces 10 years in prison after scandal,1775,96.0,3.0,0,39.0,1874.0
836,https://www.youtube.com/watch?v=NxoqykeD3iw,celebs who thinks amber heard is a victim,1802,52.0,9.0,0,18.0,1863.0
192,https://www.youtube.com/watch?v=czMFMTZiQJM,road to pdc: infusing analytical dna into product design,1819,26.0,2.0,0,0.0,1847.0
798,https://www.youtube.com/watch?v=pBKvqE1rDlE,top 10 amber heard movies,1814,15.0,5.0,0,0.0,1834.0
631,https://www.youtube.com/watch?v=YYBthbBmahM,amber heard begging johnny depp to stop ditching her / audio,1830,,,0,,1830.0
393,https://www.youtube.com/watch?v=7Zxxy9VYWoc,evan racheal wood defended amber heard! media claimed they were “good friends”,1537,292.0,0.0,0,167.0,1829.0
130,https://www.youtube.com/watch?v=fUSSohLC2Do,amber heard reportedly fired from another movie role (latest update),1722,63.0,10.0,0,43.0,1795.0
531,https://www.youtube.com/watch?v=rhiqiDRt_1s,amber heard & johnny depp talk the ‘monster’ / audio,1779,,,0,,1779.0
455,https://www.youtube.com/watch?v=5UapSt_WHZM,video : amber heard said depp fans are sending death threats ??,1581,190.0,1.0,0,146.0,1772.0
456,https://www.youtube.com/watch?v=2uPo0y8afk0,zack snyder reacts to amber heard´s ban from all dc movies! | celebrity craze,1686,63.0,7.0,0,28.0,1756.0
197,https://www.youtube.com/watch?v=jsDJEZhsfGY,johnny depp v amber heard (the sun) | amber heard witness statement (5 of 7) full readthrough,1566,185.0,2.0,0,99.0,1753.0
11,https://www.youtube.com/watch?v=4S1IPTqDld0,amber heard being called out for the 7 million donation // #justiceforjohnny,1641,108.0,1.0,0,27.0,1750.0
148,https://www.youtube.com/watch?v=bhXfGjTrVbI,"masuk tanpa bra dengan hijab asal, dianggap lecehkan masjid turki amber heard dikecam publik",1742,0.0,0.0,0,1.0,1742.0
