urls,comment,publish_dtime,n_likes,n_replies,total
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-23 21:47:30+00:00,9574.0,18.0,9592.0
https://www.youtube.com/watch?v=IBDLqO-7h3A,"Thank you for approaching this respectfully, a lot of people donâ€™t.",2020-12-03 20:37:58+00:00,8922.0,115.0,9037.0
https://www.youtube.com/watch?v=uretrfMA-Io,"Are you having an interview with Harvey Weinstein next ? Just asking, since you're shamelessly giving a platform to a confessed serial and once arrested abuser.",2020-12-15 19:29:07+00:00,8529.0,57.0,8586.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a man.â€‌


She is NOT a victim",2020-12-23 03:48:54+00:00,8337.0,179.0,8516.0
https://www.youtube.com/watch?v=gcIYyGrQFTk,Stop with the hate comments about Amber. I canâ€کt like them all.,2020-12-09 20:08:53+00:00,7914.0,63.0,7977.0
https://www.youtube.com/watch?v=aca0KWoHtqQ,"She's a damn abusive person and Johnny is being punished while she is rewarded. What kind of ""progressive"" country are we living in ?",2020-12-30 00:31:21+00:00,7787.0,133.0,7920.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wont believe you, because youâ€™re a man.â€‌
- Amber Heard",2020-12-22 11:06:16+00:00,7127.0,38.0,7165.0
https://www.youtube.com/watch?v=uretrfMA-Io,Just stopped by to dislike. For the Captain.,2020-12-22 04:07:57+00:00,6684.0,171.0,6855.0
https://www.youtube.com/watch?v=EhnKxb99Li8,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-29 00:19:23+00:00,6805.0,44.0,6849.0
https://www.youtube.com/watch?v=74bDLtT6Khw,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim",2020-12-25 15:29:41+00:00,6649.0,69.0,6718.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-23 22:57:29+00:00,6581.0,127.0,6708.0
https://www.youtube.com/watch?v=IBDLqO-7h3A,I know there are MANY people that clicked on this bad boy QUICK,2020-12-03 20:31:10+00:00,6501.0,55.0,6556.0
https://www.youtube.com/watch?v=IBDLqO-7h3A,"Even if she were 120 pounds I would have NO patience for Amberlynn Reid. It has nothing to do with her eating, mukbangs, or weight.
There was one video where she explained that she woke up that morning and her dog, Twinkie, couldnâ€™t walk. Instead of taking Twinkie to the vet she went shopping at Walmart and out to dinner at Chiliâ€™s. She claimed that there are NO 24 hour emergency vets in her area. A Google search shows there are TWO 24 hour emergency vets in the city she lives in. One of which was up the street from the Chilis she had dinner at. Sheâ€™s also driven two hours to go to the Cheesecake Factory, but canâ€™t drive 20 minutes to get her dog medical attention. Sheâ€™s a deplorable human being",2020-12-05 16:02:51+00:00,6235.0,87.0,6322.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because youâ€™re a manâ€‌

- Amber Heard.",2020-12-22 18:04:39+00:00,6255.0,25.0,6280.0
https://www.youtube.com/watch?v=h-wpBkiMKd0,"â€œNo te creerأ،n, porque eres un hombreâ€‌

Ella NO es una vأ­ctima.",2020-12-28 16:34:29+00:00,5778.0,109.0,5887.0
https://www.youtube.com/watch?v=uretrfMA-Io,Look at the trash YouTube is willing to pedal. It's beyond sickening.,2020-12-15 22:05:03+00:00,5742.0,19.0,5761.0
https://www.youtube.com/watch?v=zGWheCDobKM,"She's actually a terrible actor 
She can't even act friendly in an interview",2020-12-28 15:03:24+00:00,5671.0,12.0,5683.0
https://www.youtube.com/watch?v=uretrfMA-Io,"Guys, stop with the negative comments.  I can't like all of them.",2020-12-16 02:56:43+00:00,5541.0,90.0,5631.0
https://www.youtube.com/watch?v=0zLDEwGsfSs,"Is there a pirates of Carribean without jhonny depp

Like if no
I feel famous ًں¤—",2020-12-10 16:32:46+00:00,5361.0,86.0,5447.0
https://www.youtube.com/watch?v=IBDLqO-7h3A,"Abbey: ""Eating while distracted can lead to eating past the point of fullness""
Me: *eating dinner while watching this video*

Edit: Mom I'm famous",2020-12-03 23:03:00+00:00,5408.0,27.0,5435.0
https://www.youtube.com/watch?v=dBi3y4w3oAY,"He isnâ€™t a villain, heâ€™s just a friend protecting him from a succubus",2020-12-27 19:54:05+00:00,5328.0,55.0,5383.0
https://www.youtube.com/watch?v=52K_6mnTYF4,Thank you.   Now I know who else to boycott.,2020-12-01 17:33:05+00:00,5289.0,73.0,5362.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-26 03:42:00+00:00,5167.0,19.0,5186.0
https://www.youtube.com/watch?v=uretrfMA-Io,She is a horrible person. JUSTICE FOR JOHNNY!,2020-12-21 17:01:01+00:00,5086.0,30.0,5116.0
https://www.youtube.com/watch?v=4IHLUT20zDU,The only thing tasteless and shameful is this video,2020-12-12 20:57:53+00:00,4839.0,51.0,4890.0
https://www.youtube.com/watch?v=Qw9L6zYkuMU,"When ex wives and ex girlfriends defend your character, that says A LOT.",2020-12-23 23:02:29+00:00,4638.0,34.0,4672.0
https://www.youtube.com/watch?v=uretrfMA-Io,Awful woman.,2020-12-15 17:34:35+00:00,4634.0,29.0,4663.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because youâ€™re a manâ€‌
-Amber Heard
she is NOT a victim",2020-12-22 16:19:19+00:00,4602.0,23.0,4625.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-24 00:48:59+00:00,4427.0,22.0,4449.0
https://www.youtube.com/watch?v=hQFFm_X2lps,"â€œThey wonâ€™t believe you, because you are a man.â€‌

She is NOT a victim.",2020-12-23 09:49:43+00:00,4278.0,26.0,4304.0
https://www.youtube.com/watch?v=nhym0fLkEFg,"Didn't like the movie, but have to admit, Supes watching the flash out of the corner of his eye was pretty fun.",2020-12-31 05:35:22+00:00,4188.0,93.0,4281.0
https://www.youtube.com/watch?v=0zLDEwGsfSs,Plot Twist: Disney can't afford him Anymore .,2020-12-11 16:09:18+00:00,4227.0,42.0,4269.0
https://www.youtube.com/watch?v=978iHuFKfS4,"""Why you such a Gemini""

All the Geminis: ...",2020-12-22 17:43:21+00:00,3989.0,135.0,4124.0
https://www.youtube.com/watch?v=uretrfMA-Io,I'm an Indian doing my job. Came here from 9gag,2020-12-22 09:02:44+00:00,3911.0,159.0,4070.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because youâ€™re a man.â€‌

She is NOT a victim.",2020-12-23 16:21:38+00:00,3927.0,16.0,3943.0
https://www.youtube.com/watch?v=IBDLqO-7h3A,"A lot of people donâ€™t hate her because of her weight, they hate her because of ...
- animal abuse
- bullying her SO
- gaslighting her audience 
- stealing money through a cancer fundraiser",2020-12-03 22:32:42+00:00,3746.0,152.0,3898.0
https://www.youtube.com/watch?v=iT2Kiyt7-rk,"â€œThey wonâ€™t believe you, because you are a manâ€‌ 

She is NOT a victim.",2020-12-23 14:52:42+00:00,3876.0,20.0,3896.0
https://www.youtube.com/watch?v=978iHuFKfS4,"me when i cry with mascara:
ًں‘پًں‘„ًں‘پ
â—¾ï¸ڈ     â—¾ï¸ڈ

her when rain is literally poring down her face with mascara:
ًں‘پًں‘„ًں‘پ
âœ¨     âœ¨",2020-12-18 21:28:41+00:00,3855.0,27.0,3882.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-23 23:56:01+00:00,3805.0,41.0,3846.0
https://www.youtube.com/watch?v=gcIYyGrQFTk,"Saying that Johnny Depp somehow deserved his abuse because of his lifelong problems with alcohol and drugs is like telling a woman she deserved to be raped because of her short skirt.

Change my mind.",2020-12-29 12:02:04+00:00,3772.0,61.0,3833.0
https://www.youtube.com/watch?v=h-wpBkiMKd0,"Amber: TRAGANDO
Abogada de JD: Responda la pregunta.
Abogado: آ،Objeciأ³n! NO deja comer su galleta a mi defendida.",2020-12-10 16:40:29+00:00,3743.0,17.0,3760.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌ 

She is NOT a victim.",2020-12-25 05:04:18+00:00,3516.0,7.0,3523.0
https://www.youtube.com/watch?v=uC9qU3X1JgM,No one's talking about how he casually threw batman to the side like he was a balled up paper,2020-12-24 18:34:30+00:00,3446.0,44.0,3490.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-23 19:59:00+00:00,3437.0,26.0,3463.0
https://www.youtube.com/watch?v=b9V3Pj47x4c,why does the flash run like he is about to crap himself,2020-12-04 01:13:31+00:00,3389.0,52.0,3441.0
https://www.youtube.com/watch?v=aca0KWoHtqQ,"I'm sorry but if Amber Heard is in the next Aquaman movie, I won't watch it. I can't handle her. Anyone else agree?
Edit: Thx, I've never gotten so many likes! :)",2020-12-10 22:42:15+00:00,3302.0,106.0,3408.0
https://www.youtube.com/watch?v=uretrfMA-Io,Dear Amber: you destroyed one of the greats with your lies and gas lighting. You are now BOX OFFICE POISON. Maybe try your luck on Broadway.,2020-12-15 22:15:56+00:00,3365.0,30.0,3395.0
https://www.youtube.com/watch?v=Cg9SvQSMnoE,"â€œThey wonâ€™t believe you, because youâ€™re a manâ€‌
-Amber Heard
she is NOT a victim",2020-12-22 20:17:18+00:00,3330.0,33.0,3363.0
https://www.youtube.com/watch?v=uretrfMA-Io,When will Amanda learn that she's not fooling anyone with her lies? Girl give up. Nobody likes abusive liars.,2020-12-16 09:52:12+00:00,3302.0,19.0,3321.0
https://www.youtube.com/watch?v=0zLDEwGsfSs,"Two characters in the world can't be played by another actors 
Tony Stark = RDJ 
Captain Jack Sparrow=Jhonny Depp",2020-12-21 03:33:40+00:00,3169.0,151.0,3320.0
https://www.youtube.com/watch?v=1yuki8YG3xA,Salt and vinegar chips. That's the answer. In case it wasn't clear.,2020-12-19 02:41:31+00:00,3052.0,232.0,3284.0
https://www.youtube.com/watch?v=uretrfMA-Io,This woman is a nut case. Her career should be over.,2020-12-19 11:51:18+00:00,3240.0,23.0,3263.0
https://www.youtube.com/watch?v=1khEVKpz6Qw,Sky news supports domestic abusers and liars now I see. Shame,2020-12-17 15:16:32+00:00,3217.0,9.0,3226.0
https://www.youtube.com/watch?v=6BG0tzReDOQ,"I adopted a cat who was 25lbs; heâ€™d been dumped at the shelter by his previous owners. 10 years old, an absolute love-bug...who couldnâ€™t walk. His paws and stomach had sores because he couldnâ€™t clean himself. He was described as a â€œlow-energy, chill catâ€‌ in his paperwork; yeah that tends to happen when you canâ€™t walk. We brought him home, over the course of a year he lost 11 pounds through diet and exercise under the vetâ€™s supervision, and of course all the love. ًں’• Our â€œchillâ€‌ cat was finally able to *be* a cat, play, knock shit off the table, climb, sit in inconvenient places... that weight was literally killing him, and Iâ€™m so grateful we had the opportunity to give him the life he always deserved, and live out his kitty retirement years healthy, and happy. Amber Lynnâ€™s treatment of her animals is sickening, and allowing your pet to become morbidly obese IS animal abuse. Obese animals arenâ€™t funny, itâ€™s not cute. Itâ€™s abuse. *Period.*",2020-12-05 05:00:43+00:00,3164.0,22.0,3186.0
https://www.youtube.com/watch?v=52K_6mnTYF4,Amber is a liar. This is so sad for Johnny. I hope he gets the justice he deserves. There is prove that she lied.,2020-12-01 17:10:22+00:00,3141.0,12.0,3153.0
https://www.youtube.com/watch?v=1yuki8YG3xA,"""She abused her husband.""
""She is now being paid thousands of dollars for being a domestic abuse survivor.""
*What. The f@$%.*",2020-12-19 03:37:12+00:00,3085.0,52.0,3137.0
https://www.youtube.com/watch?v=iT2Kiyt7-rk,"""They wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-24 17:23:20+00:00,3105.0,25.0,3130.0
https://www.youtube.com/watch?v=hQFFm_X2lps,"*""Did you hit him, simple yes or no?""*
*She avoids the answer

Do we really need to continue....?",2020-12-03 14:08:49+00:00,3101.0,16.0,3117.0
https://www.youtube.com/watch?v=1khEVKpz6Qw,STOP GIVING THIS DOMESTIC ABUSER A PLATFORM!!!,2020-12-17 15:29:26+00:00,3068.0,15.0,3083.0
https://www.youtube.com/watch?v=zGWheCDobKM,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-24 10:36:02+00:00,3052.0,28.0,3080.0
https://www.youtube.com/watch?v=0zLDEwGsfSs,"4 wives divorced him but 3 wives stood beside him in Amber Heards case
(Btw thanx for 1.5k likes on this comment)",2020-12-13 10:18:20+00:00,2667.0,386.0,3053.0
https://www.youtube.com/watch?v=uretrfMA-Io,Domestic violence is a crime.,2020-12-22 04:19:54+00:00,3024.0,16.0,3040.0
https://www.youtube.com/watch?v=74bDLtT6Khw,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim",2020-12-25 01:43:10+00:00,3028.0,12.0,3040.0
https://www.youtube.com/watch?v=Yj6V_a1-EUA,"Worst. kidnappers. ever. LOL.
No masks, hair strands for sure, finger prints galore.",2020-12-30 07:20:34+00:00,2986.0,34.0,3020.0
https://www.youtube.com/watch?v=uretrfMA-Io,Everyone hit that dislike button like how Amber heard hits Jonny depp,2020-12-22 05:04:09+00:00,2960.0,42.0,3002.0
https://www.youtube.com/watch?v=Qw9L6zYkuMU,"The fact that Amber Heard is not behind bars for abuse, falsifying evidence, and libel is a fact that needs to be changed ASAP",2020-12-23 14:07:41+00:00,2920.0,62.0,2982.0
https://www.youtube.com/watch?v=IBDLqO-7h3A,if this is the first time youâ€™re hearing about our gorl amberlynn.... welcome to the rabbit hole. youâ€™ll never leave,2020-12-03 21:11:37+00:00,2940.0,35.0,2975.0
https://www.youtube.com/watch?v=74bDLtT6Khw,"yes Johny lost his role in movies, his reputation just by allegations, and nothing happens to Amber Heard even after the truth was uncovered",2020-12-30 14:24:56+00:00,2908.0,33.0,2941.0
https://www.youtube.com/watch?v=1khEVKpz6Qw,"Promoting many other domestic abusers, sky news?",2020-12-17 15:14:23+00:00,2902.0,4.0,2906.0
https://www.youtube.com/watch?v=uretrfMA-Io,ذڑر€ذ¾ذ²ذ°ر‚رŒ ذ½ذµ ذ½ذ°رˆذ»ذ° ? ًںک…,2020-12-23 09:26:18+00:00,2720.0,92.0,2812.0
https://www.youtube.com/watch?v=XqdI8icEbDM,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.

Edit: Lol. Didn't expected so many comments.",2020-12-23 19:10:36+00:00,2605.0,88.0,2693.0
https://www.youtube.com/watch?v=gcIYyGrQFTk,"As a victim of emotional abuse, I can tell you that is EXACTLY how I act around my abuser (family member in my case), it is so obvious that she's not the victim, and yet he is the one being blamed. Women are perfectly capable of abusing men, and society really needs to understand that.",2020-12-06 01:11:08+00:00,2673.0,14.0,2687.0
https://www.youtube.com/watch?v=aca0KWoHtqQ,"â€œThey wonâ€™t believe you, because youâ€™re a manâ€‌
-Amber Heard
she is NOT a victim",2020-12-22 20:17:07+00:00,2637.0,38.0,2675.0
https://www.youtube.com/watch?v=1khEVKpz6Qw,"it sickens me that amber has abused Johnny for years, and she's getting paid to talk about being abused, this woman was never abused, she did the abusing.",2020-12-17 18:00:24+00:00,2619.0,16.0,2635.0
https://www.youtube.com/watch?v=0zLDEwGsfSs,"All r just jealous of him 
And Oscar is very small in front of him",2020-12-03 07:24:18+00:00,2578.0,36.0,2614.0
https://www.youtube.com/watch?v=1khEVKpz6Qw,AMBER ALERT. Crazy and abusive woman still in the loose!,2020-12-17 14:54:08+00:00,2608.0,5.0,2613.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-26 22:35:53+00:00,2588.0,6.0,2594.0
https://www.youtube.com/watch?v=XsFovwPiu4M,She's a professional victim and banking off of her alleged abuse while there is audio evidence out there of her admitting to beating up her husband and justifying it. I do not support her or the publications that are on her side.,2020-12-21 17:04:35+00:00,2571.0,19.0,2590.0
https://www.youtube.com/watch?v=uretrfMA-Io,"She's admitted to hitting her husband, emotionally abusing him, and the evidence STRONGLY supports her faking bruises on her face to make Johnny look like an abuser. Access, what the heck were you thinking giving her publicity? Is she friends with one of the producers? This was a bad choice on your behalf, it makes it look like you don't care who's an abuser as long as they are pretty.",2020-12-15 18:12:39+00:00,2492.0,86.0,2578.0
https://www.youtube.com/watch?v=Qw9L6zYkuMU,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-24 01:18:13+00:00,2488.0,32.0,2520.0
https://www.youtube.com/watch?v=Yj6V_a1-EUA,"""Do you ever get lonely?""
""Of course not.  I remain lonely."" -Coach Steve",2020-12-06 22:01:19+00:00,2505.0,12.0,2517.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wont believe you, because youâ€™re a man.â€‌
- Amber Heard
She's not a victim.",2020-12-22 12:36:36+00:00,2496.0,13.0,2509.0
https://www.youtube.com/watch?v=uretrfMA-Io,I vomited in my mouth. Boycotting the stand!!!,2020-12-15 17:52:16+00:00,2484.0,19.0,2503.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-26 18:33:32+00:00,2434.0,46.0,2480.0
https://www.youtube.com/watch?v=IBDLqO-7h3A,Amberlyn is definitely not showing everything she's eating.,2020-12-22 21:22:39+00:00,2450.0,14.0,2464.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because youâ€™re a manâ€‌",2020-12-31 18:48:21+00:00,2453.0,4.0,2457.0
https://www.youtube.com/watch?v=nhym0fLkEFg,wonder woman is literally one of the only superheroes capable of going toe to toe with superman in the comics but gets her ass kicked here for shitty writing purposes,2020-12-27 17:21:10+00:00,2251.0,148.0,2399.0
https://www.youtube.com/watch?v=hQFFm_X2lps,Depp was a good person on set with me. I enjoyed working with him and I'll have his back all the way.,2020-12-12 14:33:16+00:00,2355.0,33.0,2388.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because youâ€™re a manâ€‌

- Amber Heard.",2020-12-22 21:12:31+00:00,2369.0,10.0,2379.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because youâ€™re a manâ€‌
-Amber Heard
She is NOT a victim.",2020-12-22 23:55:09+00:00,2360.0,7.0,2367.0
https://www.youtube.com/watch?v=EhnKxb99Li8,If Johnny actually abused her she wouldnâ€™t be standing there filming him while his in this state she looks so calm,2020-12-28 02:24:19+00:00,2306.0,57.0,2363.0
https://www.youtube.com/watch?v=k-qJirGb3F4,Emilia Clarke is a far better actress and quite frankly a much nicer person.,2020-12-10 23:08:14+00:00,2309.0,48.0,2357.0
https://www.youtube.com/watch?v=IBDLqO-7h3A,"Therapy. Therapy. Therapy. Itâ€™s how I lost 185 pounds, have kept it off for almost 19 years and to eat whole food. Iâ€™m not perfect but people donâ€™t end up 300, 400, 500+ pounds because weâ€™re happy.",2020-12-03 22:42:54+00:00,2317.0,28.0,2345.0
https://www.youtube.com/watch?v=IkTwNd4JYa0,Still think Johnny Depp should replace her in the movie dressed in drag,2020-12-31 15:02:28+00:00,2254.0,68.0,2322.0
https://www.youtube.com/watch?v=b9V3Pj47x4c,"no comment regarding camera man or one is running one is flying stuff. Just deduce from the movie, when superman first woke up and was pet cemetery-ing everyone, he can perceive flash's movement and fight with him at hyper speed but his body movement is just over all slower. Barry was just nervous as shit, but his movement is as we perceive it (we as audience was sync-ed up with flash's speed), natural speed while superman is moving at slow motion. And this is a young Barry vs a matured superman. So this should be no competition, just don't slip and knock yourself out Barry. Got $20 on you.",2020-12-03 22:59:19+00:00,2243.0,60.0,2303.0
https://www.youtube.com/watch?v=1yuki8YG3xA,"""Believe all women, even when the evidence proves they were lying through their teeth""........",2020-12-19 02:48:08+00:00,2238.0,62.0,2300.0
https://www.youtube.com/watch?v=uretrfMA-Io,"""they won't believe you, because you're a Man."" 

- Amber Heard",2020-12-22 03:06:14+00:00,2260.0,15.0,2275.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-26 17:52:38+00:00,2269.0,5.0,2274.0
https://www.youtube.com/watch?v=XsFovwPiu4M,Sheâ€™s not a victim of domestic violence. SHES NOT A VICTIM,2020-12-21 17:01:54+00:00,2239.0,28.0,2267.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-26 17:39:36+00:00,2257.0,2.0,2259.0
https://www.youtube.com/watch?v=Fpbm0t8kOi4,"Bruce: Steve Trevor told you that?
Diana: No, Martha",2020-12-13 19:54:12+00:00,2202.0,52.0,2254.0
https://www.youtube.com/watch?v=EhnKxb99Li8,Imagine being in the middle of a mental breakdown because your mum died and money was being stolen from you and then you catch your wife filming you secretly in a moment of weakness. I donâ€™t like Amber very much.,2020-12-16 16:06:42+00:00,2229.0,11.0,2240.0
https://www.youtube.com/watch?v=IBDLqO-7h3A,I'm sad all she took from your videos was she was a victim.,2020-12-22 21:53:38+00:00,2177.0,11.0,2188.0
https://www.youtube.com/watch?v=uJ9KUTXlulw,"Why is she not in jail yet, and why donâ€™t men get justice when they suffer domestic violence? Iâ€™m tired of the hypocrisy, and Iâ€™m a woman.",2020-12-07 02:25:09+00:00,2138.0,46.0,2184.0
https://www.youtube.com/watch?v=IkTwNd4JYa0,"LOL, I would rather be a ""fake Russian bot"" than SJW.",2020-12-31 15:15:41+00:00,2116.0,51.0,2167.0
https://www.youtube.com/watch?v=HNwoRxZzbjM,"""They won't believe you, because you're a man.""
- Amber Heard
She's not a victim.",2020-12-22 20:40:16+00:00,2148.0,11.0,2159.0
https://www.youtube.com/watch?v=1yuki8YG3xA,"""Why would women lie about abuse?"" Apparently, it can be very profitable.",2020-12-19 09:51:24+00:00,2105.0,28.0,2133.0
https://www.youtube.com/watch?v=XsFovwPiu4M,Wow. It's like getting Jefferey Epstein to host talks about why pedophilia and child sex abuse is wrong.,2020-12-21 17:04:28+00:00,2109.0,14.0,2123.0
https://www.youtube.com/watch?v=52K_6mnTYF4,Do you think Amber Heard should be removed from Aquaman 2?,2020-12-01 17:24:52+00:00,1834.0,280.0,2114.0
https://www.youtube.com/watch?v=XqdI8icEbDM,"It's good that AH is being exposed. But Hollywood is full of people like her. The more we try to expose them, the more people will know.",2020-12-23 18:58:15+00:00,2046.0,58.0,2104.0
https://www.youtube.com/watch?v=uretrfMA-Io,Amber Heardâ€™s take away: physically assault your husband and frame him and then deny it in court even though you confessed on tape.,2020-12-15 19:44:56+00:00,2048.0,41.0,2089.0
https://www.youtube.com/watch?v=74bDLtT6Khw,"Thatâ€™s Crazy!
Violence against men shouldnâ€™t be dismissed! Johnny is the victim here!

Omg never have I ever received 1k likes on a comment..Justice for Johnny!!",2020-12-25 08:44:44+00:00,2029.0,35.0,2064.0
https://www.youtube.com/watch?v=hQFFm_X2lps,"â€œThey wonâ€™t believe you because youâ€™re a manâ€‌

- Amber Heard",2020-12-22 15:09:10+00:00,2049.0,13.0,2062.0
https://www.youtube.com/watch?v=gMqDD7Z7Fnw,"Para los que quieren aأ؛n mأ،s buenas noticias , dicen que Tim Burton va crear una serie o una pelأ­cula de los locos Adams y quiere a Jonny Deep como Homero",2020-12-08 17:35:01+00:00,2027.0,24.0,2051.0
https://www.youtube.com/watch?v=uretrfMA-Io,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-26 05:05:18+00:00,2038.0,2.0,2040.0
https://www.youtube.com/watch?v=iT2Kiyt7-rk,"â€œThey wonâ€™t believe you, because you are a manâ€‌

She is NOT a victim.",2020-12-24 03:52:13+00:00,2027.0,5.0,2032.0
https://www.youtube.com/watch?v=1khEVKpz6Qw,Iâ€™m not watching any movie with this lunatic in it.,2020-12-17 17:49:44+00:00,2012.0,15.0,2027.0
