No,link,title
1,https://www.youtube.com/watch?v=QBCEXSVjBrM,Amber Heard Officially FIRED From Aquaman 2 Role! (REACTIONS)
2,https://www.youtube.com/watch?v=tDyEIfYRIME,Amber Heard FIRED From Aquaman 2 after Johnny Depp Lawsuit?!
3,https://www.youtube.com/watch?v=Wahd_gszuBA,'Aquaman' Producer Responds To Johnny Depp Fans Pushing For Amber Heard's Firing From Sequel
4,https://www.youtube.com/watch?v=7iqqFEfT82Q,“She’s Untalented” Jason Mamoa speaks on Working with Amber Heard
5,https://www.youtube.com/watch?v=gECq8x8b6bo,10 Celebrities That Defended Johnny Depp Against Amber Heard
6,https://www.youtube.com/watch?v=ATf-o9qerTo,Amber Heard Was Never Going To Be Fired From Aquaman 2 Says Producer
7,https://www.youtube.com/watch?v=B9ZaUwfDvg4,Amber Heard’s Lawyer QUITS & EXPOSES Amber For Ruining Johnny Depp!?
8,https://www.youtube.com/watch?v=0AC2WEYclJs,Joe Rogan on Johnny Depp Being Fired From Pirates of the Caribbean
9,https://www.youtube.com/watch?v=siGE-fVUHG4,Disney Apologizes To Johnny Depp After This...
10,https://www.youtube.com/watch?v=wgfUsGLfPpQ,Johnny Depp Gets REVENGE On Amber Heard! HUGE WIN For Johnny Depp!
11,https://www.youtube.com/watch?v=wlh7AbYUfqk,Amber Heard Fired From Aquaman 2... Emilia Clarke Replaces Her As Mera?
12,https://www.youtube.com/watch?v=UMglys-ned8,Amber Heard FIRED & Faces 3 Years In Jail??!?!?  Huge Aquaman 2 News For Jason Momoa & Emilia Clarke
13,https://www.youtube.com/watch?v=GZNKlZu-i2o,Amber Heard Apologies to Johnny Depp after Losing ALL Her Movie Roles
14,https://www.youtube.com/watch?v=Y_UkrYDu-VA,"""It's Horrible"" Nicole Kidman's Reaction to Working with Amber Heard(VIDEO)"
15,https://www.youtube.com/watch?v=VzG4rT-BDEA,Amber Heard PSYCHOTIC in elevator James Franco drug dealer #JusticeforJohnnyDepp sorry Johnny Depp
16,https://www.youtube.com/watch?v=UCCh-zVJWCs,Celebrities That Defended Johnny Depp Against Amber Heard
17,https://www.youtube.com/watch?v=ShObyc9vqXM,Jason Momoa Speaks On Amber Heard Being Replaced From Aquaman 2!?
18,https://www.youtube.com/watch?v=YVPyBraRags,Jason Momoa Tells The TRUTH On Why Amber Heard Was FIRED From Aquaman 2!!
19,https://www.youtube.com/watch?v=l5dfRxlXrv0,Amber Heard Fired from Aquaman 2 Emilia Clarke to Replace Her
20,https://www.youtube.com/watch?v=5C9zA4nvo0U,Amber Heard FIRED from Aquaman 2 Because She's TOO FAT to Play Mera?!
21,https://www.youtube.com/watch?v=JxzqsYMneoE,"""Fans have Spoken"" Zack Snyder FIRES Amber Heard from Aquaman 2"
22,https://www.youtube.com/watch?v=Lj5J_fYLr8k,Amber Heard FIRED over donuts?! Aquaman 2 don’t want no plus size Mera?!
23,https://www.youtube.com/watch?v=u7EQYh2ScbE,Jason Momoa REACTS To #BoycottAquaman2 - Fans Want Amber Heard FIRED!!!
24,https://www.youtube.com/watch?v=0L_AkpaiTzs,Amber Heard FIRED?!?!  New Clues From Zack Snyder & Emila Clark Point To Aquaman 2 REMOVAL
25,https://www.youtube.com/watch?v=xFaa6c4iCHc,Jason Momoa Furiously Reacts to Amber NOT Being Fired for Aquaman 2
26,https://www.youtube.com/watch?v=Bu1uOt5Tyoc,Elon Musk Speaks Against Amber Heard & Defends Johnny Depp!!!
27,https://www.youtube.com/watch?v=1O9bRqmktNQ,AMBER HEARD REPORTEDLY FIRED FROM ANOTHER MOVIE ROLE (Latest Update)
28,https://www.youtube.com/watch?v=gV32lK43irI,Amber Heard FIRED?! Did Warner just BOOT her from Aquaman 2?! Johnny Depp vindicated?!
29,https://www.youtube.com/watch?v=Xlf58om_C9E,Aquaman 2 Producer Slams Johnny Depp Fans Over Pressure to Fire Amber Heard & says They Don't Care
30,https://www.youtube.com/watch?v=yW4n-_5knbI,The Hollywood Reporter Debunks Amber Heard Firing Rumor… Again
31,https://www.youtube.com/watch?v=dvc_HbwjIco,AMBER HEARD DESTROYED MY CAREER: Johnny Depp SPEAKS UP ON Losing His Acting Career | Celebrity Craze
32,https://www.youtube.com/watch?v=uvaEYwOjpjw,Amber Heard NOT Fired - Why She'll Return for Aquaman 2: The Lost Kingdom
33,https://www.youtube.com/watch?v=6-6bRaotgDg,Zack Snyder Speaks On Amber Heard´s Ban From All DC Movies!
34,https://www.youtube.com/watch?v=6EjpDSwKLAk,Why Warner Bros Completely REGRETS Hiring Amber Heard For Mera In Aquaman 2...
35,https://www.youtube.com/watch?v=pNm0n2G5LfM,Amber Heard Contract OFFICIALLY CANCELLED !?!(LATEST UPDATE)
36,https://www.youtube.com/watch?v=tZrnPp6q0-Q,Amber Heard Fired From Aquaman 2? | Johnny Depp Wins BIG!
37,https://www.youtube.com/watch?v=zX32wYaBflc,Disney Apologizes To Johnny Depp After Backlash/Firing Him!?!
38,https://www.youtube.com/watch?v=YFZVYrBojD0,Why Amber Heard to be Removed From the Cast of Aquaman 2 ??? Explained in Tamil
39,https://www.youtube.com/watch?v=1rHVlL8c2zg,Amber Heard POSTS PROOF of Aquaman 2 FIRING?! OOPS! She's BUSTED?!
40,https://www.youtube.com/watch?v=clAb4LQ5wic,FRIGHTENING Abuse! Aquaman 2 Supports LIAR Amber Heard!?
41,https://www.youtube.com/watch?v=pqRHZUPTZ0g,"""AMBER'S SHOCKED"" Amber Heard REACTS TO #FireAmberHeard Movement... (Aquaman 2) | Celebrity Craze"
42,https://www.youtube.com/watch?v=jcf3UwelNAc,Amber Heard Says NOBODY Will Hire Her For Movie Roles Because Of Petitions!
43,https://www.youtube.com/watch?v=rzD87uGjuq0,"""Why Me"" Amber Heard Reacts To Being REMOVED from Aqua Man 2"
44,https://www.youtube.com/watch?v=9J2EfAKeVgM,Amber Heard FIRED From Another Movie?
45,https://www.youtube.com/watch?v=m-FpnDJgJjk,Johnny Depp FIRED Fantastic Beasts 3 2022 - BREAKDOWN
46,https://www.youtube.com/watch?v=QJBfgFiTBaE,Amber Heard Reaction to being Fired from Aquaman 2 (Meme Edit)
47,https://www.youtube.com/watch?v=WLgXd5H6Q2A,Disney OFFICIALLY Apologizes To Johnny Depp After Firing Him!!!
48,https://www.youtube.com/watch?v=TJK8q0N5kA4,Amber Heard FIRED From Aquaman 2? Loses Bid To Stop Johnny Depp's Lawsuit!
49,https://www.youtube.com/watch?v=K-okrp92NLQ,Amber Heard OFFICIALLY Gets Replaced By Emilia Clarke In Aquaman 2!!!
50,https://www.youtube.com/watch?v=R74lQyLJmR8,Amber Heard FIRED From Aquaman 2 GOES VIRAL!! #JusticeForDepp
51,https://www.youtube.com/watch?v=hYXqDheAzfo,Emilia Clarke REPLACING Amber Heard In Aquaman 2?!
52,https://www.youtube.com/watch?v=cPZ_QfgHsnU,Jason Momoa Reveals Why Amber Heard Was Really Fired from Aquaman 2!
53,https://www.youtube.com/watch?v=YwTRIGLWxVc,Amber Heard FIRED from Aquaman 2 GOES WORLDWIDE! The World LOVES Depp!
54,https://www.youtube.com/watch?v=BKPZcUAhKhs,"""I WENT TOO FAR"" Amber Heard Apologises to Johnny Depp (IG LIVE VIDEO)"
55,https://www.youtube.com/watch?v=Fby6YdDEpFM,"""We're Sorry"" Disney Rehires Johnny Depp After Destroying Amber Heard in Court"
56,https://www.youtube.com/watch?v=UCCh-zVJWCs,Celebrities That Defended Johnny Depp Against Amber Heard
57,https://www.youtube.com/watch?v=NPqIDMlwYnI,What J.K. Rowling Reportedly Did After The Johnny Depp Firing
58,https://www.youtube.com/watch?v=C_EOhc0csKQ,Amber Heard Is Fired From Aquaman 2 Due To The Failure Of Gully
59,https://www.youtube.com/watch?v=OMwD6VEacx0,Amber Heard & L'Oréal - a rant
60,https://www.youtube.com/watch?v=n-pRwZrhhrI,Amber Heard FAILS IN COURT as her ATTACK is DENIED!
61,https://www.youtube.com/watch?v=eDswApK6vR8,Johnny Depp and Amber Heard Full Controversy Explained | Comicnity Hindi
62,https://www.youtube.com/watch?v=hQFFm_X2lps,Body Language Analyst REACTS to Amber Heard's CRINGE Deposition | Faces Episode 15
63,https://www.youtube.com/watch?v=h6ag6P31kbo,Emilia Clarke SPEAKS OUT About Replacing Amber Heard In Aquaman 2!!
64,https://www.youtube.com/watch?v=GWUMe-u9zKE,"""You Saved Me"" Johnny Depp Thanks His Supporters For Defending Him (VIDEO)"
65,https://www.youtube.com/watch?v=T9HDWowUdL4,Johnny Depp FIRED by WB and New Grindelwald Casting (தமிழ்)
66,https://www.youtube.com/watch?v=74bDLtT6Khw,10 Celebrities Who Defended Johnny Depp Against Amber Heard...
67,https://www.youtube.com/watch?v=1nLI4ahi6V4,Emilia Clarke SPEAKS OUT On Being Amber Heard's Replacement In Aquaman 2!!!
68,https://www.youtube.com/watch?v=nk62Q2ve1Ck,Amber Heard Makes CAREER ENDING Mistake She Will REGRET!!
69,https://www.youtube.com/watch?v=o_jG4sH9UGo,Memes To Support Johnny Depp
70,https://www.youtube.com/watch?v=f7Ac6DbbUM4,ONE MILLION People Want Amber Heard FIRED Off Aquaman 2?!
71,https://www.youtube.com/watch?v=TDMInEEWw0w,Amber Heard FIRED and Replaced By  Emilia Clarke for Aquaman 2?
