No,link,title
25,https://www.youtube.com/watch?v=hQFFm_X2lps,Body Language Analyst REACTS to Amber Heard's CRINGE Deposition | Faces Episode 15
26,https://www.youtube.com/watch?v=X7PWjY8g3gk,Amber Heard vs Johnny Depp: Comparison of Depositions
27,https://www.youtube.com/watch?v=zGWheCDobKM,Amber Heard 'terrible' moments
28,https://www.youtube.com/watch?v=oukm-yk8drs,"Johnny Depp's FIRST EVER Instagram Post, Amber Heard Comments, And Thanking Fans!"
29,https://www.youtube.com/watch?v=mZtXnBmIaOQ,Johnny Depp Vs Amber Heard: *Disturbing* PROOF Revealed
30,https://www.youtube.com/watch?v=VzG4rT-BDEA,Amber Heard PSYCHOTIC in elevator James Franco drug dealer #JusticeforJohnnyDepp sorry Johnny Depp
31,https://www.youtube.com/watch?v=EhnKxb99Li8,Amber Heard filming Johnny Depp smashing kitchen cupboards
32,https://www.youtube.com/watch?v=gcIYyGrQFTk,Johnny Depp looking uneasy around abuser Amber Heard
33,https://www.youtube.com/watch?v=SpGq-Q19Vbo,Body Language Analyst Reacts To Amber Heard on the Stand in Johnny Depp's Libel Case
34,https://www.youtube.com/watch?v=iT2Kiyt7-rk,Amber Heard on the Stand in Johnny Depp's Libel Case
35,https://www.youtube.com/watch?v=t0yi602FOZo,Amber Heard Gets NASTY in Interview!
36,https://www.youtube.com/watch?v=7-glyknR_gs,Amber Heard Gets BTFO'd By Fans! | Most Hated Woman in Hollywood!
37,https://www.youtube.com/watch?v=Bu1uOt5Tyoc,Elon Musk Speaks Against Amber Heard & Defends Johnny Depp!!!
38,https://www.youtube.com/watch?v=HZtHi9Ho94U,Amber Heard Called Out As ABUSER by Ben Shapiro's Daily Wire!
39,https://www.youtube.com/watch?v=Kq95QX0RuDk,Amber Heard DEFENDS Evan Racheal Wood! Amber Involves Herself!
40,https://www.youtube.com/watch?v=pLYxM0ztStg,"""I LIED"" Amber Heard Apologies to Johnny Depp (IG LIVE VIDEO)"
41,https://www.youtube.com/watch?v=1yuki8YG3xA,Rewarding abusive women: the Amber Heard story (wtf is this?)
42,https://www.youtube.com/watch?v=ip3OBqUeGLk,Amber Heard's assistant tells her side of the story
43,https://www.youtube.com/watch?v=hM3gnTEkONg,Amber Heard USES Brad Pitt to ATTACK Johnny Depp! COULD COST Angelina Jolie her CHILDREN!
44,https://www.youtube.com/watch?v=VynxHh68lWE,The SHOCKING Reason Why Amber Heard's GQ Interview Got Deleted
45,https://www.youtube.com/watch?v=B9ZaUwfDvg4,Amber Heard’s Lawyer QUITS & EXPOSES Amber For Ruining Johnny Depp!?
46,https://www.youtube.com/watch?v=XqdI8icEbDM,Amber Heard Gets DEMOLISHED.....
47,https://www.youtube.com/watch?v=74bDLtT6Khw,10 Celebrities Who Defended Johnny Depp Against Amber Heard...
48,https://www.youtube.com/watch?v=RyCBxjCukug,Amber Heard's Incredibly CREEPY Love Letter to Johnny Depp! (Scary!)
49,https://www.youtube.com/watch?v=RQqIqJO7jFc,Amber Heard DETHRONES Brie Larson For Most Hated Person On The Internet!
50,https://www.youtube.com/watch?v=wlHulL6vToE,"Amber Heard's Access Stand Video BREAKS 400,000 Dislikes!"
51,https://www.youtube.com/watch?v=QWs72qXytno,Amber Heard's New TV Show 'The Stand' BOMBS With Critics & Audiences | Lets read some reviews 
52,https://www.youtube.com/watch?v=-O4OwD_VDDk,Amber Heard BUSTED - with PROOF! Depp EXPOSES her BIGGEST COURTROOM LIE!
53,https://www.youtube.com/watch?v=X-HZMV_QXLo,Amber Heard GOES To Jail For 10 Years For Johnny Depp Accusations?!
54,https://www.youtube.com/watch?v=SffKG2-KHTM,Jason Momoa Ripped the Last Pages Out of Amber Heard's Books on the Aquaman Set
55,https://www.youtube.com/watch?v=OX2l_iH6eI4,Amber Heard : A Very Performing Narcissist?
56,https://www.youtube.com/watch?v=BrA2zZXmxxw,Johnny DEPP v Amber HEARD- Lawyer Explains Cara Delevingne Involvement
57,https://www.youtube.com/watch?v=ZfeM6J5yGBg,Evidence proving Amber Heard was abusive to Johnny Depp (in under 5 minutes)
58,https://www.youtube.com/watch?v=9ILLMyWcUdE,Amber Heard RAGE Inducing News....Damage Control For HBO Max Justice League & Aquaman 2 Ramps Up
59,https://www.youtube.com/watch?v=QBCEXSVjBrM,Amber Heard Officially FIRED From Aquaman 2 Role! (REACTIONS)
60,https://www.youtube.com/watch?v=U_MYHvZZizY,The JUDGE is SICK of Amber Heard; he's HAD ENOUGH! Gives Depp a BIG WIN!
61,https://www.youtube.com/watch?v=ZN1QF7Ohqm8,SHOCKING: How AMBER HEARD is trying to MANIPULATE the world in order to save her name!
62,https://www.youtube.com/watch?v=EyOJN2oYIAc,Amber Heard Back In The News Again
63,https://www.youtube.com/watch?v=dJe8bl_BLDE,Amber Heard Faces Prison After This…
64,https://www.youtube.com/watch?v=Y_UkrYDu-VA,"""It's Horrible"" Nicole Kidman's Reaction to Working with Amber Heard(VIDEO)"
65,https://www.youtube.com/watch?v=So9UkwrMQjM,"Actors Furiously REACT To Working with Amber Heard (Jason Momoa, Emilia Clarke, Nicole Kidman)"
66,https://www.youtube.com/watch?v=_H4DF9kBP2A,Johnny Depps Daughter DEFENDS Amber Heard! (VIDEO)
67,https://www.youtube.com/watch?v=Jka1JsBBmCU,"""It's Horrible"" Jason Momoa Reaction to Working With Amber Heard (VIDEO)"
68,https://www.youtube.com/watch?v=YVPyBraRags,Jason Momoa Tells The TRUTH On Why Amber Heard Was FIRED From Aquaman 2!!
69,https://www.youtube.com/watch?v=33N6LS4DLT0,AUDIO Of Johnny Depp Speaking to Amber Heard On The Phone Before The Divorce Case.
70,https://www.youtube.com/watch?v=GZNKlZu-i2o,Amber Heard Apologies to Johnny Depp after Losing ALL Her Movie Roles
71,https://www.youtube.com/watch?v=sY0L0I1pqxU,Celebrities Furiously React to Hollywood Protecting Amber Heard
