No,link,title
1,https://www.youtube.com/watch?v=uretrfMA-Io,Amber Heard's 2020 Takeaway: 'Adapt & Survive'
2,https://www.youtube.com/watch?v=1khEVKpz6Qw,EXCLUSIVE: 'Nothing could have prepared me for 2020' - Amber Heard
3,https://www.youtube.com/watch?v=Kn2U4XaAg2k,"ET: Amber Heard, Jovan Adepo Talk Pandemic Series ‘The Stand’"
4,https://www.youtube.com/watch?v=n6j5rYBUAeM,"Sex, drugs and dirty laundry: inside the Johnny Depp and Amber Heard case | 60 Minutes Australia"
5,https://www.youtube.com/watch?v=f_Mmxul2uIU,Amber Heard Chokes Back Tears Speaking About Trial
6,https://www.youtube.com/watch?v=8Yj2P_STAM4,Amber Heard: 'Incredibly painful' to relive breakup with Jonny Depp
7,https://www.youtube.com/watch?v=aUJQiqkJR-k,Johnny Depp denies “destructive and violent behaviour” at High Court in London - BBC News
8,https://www.youtube.com/watch?v=8oNYOv4o8zM,Johnny Depp’s lawyers say video shows Amber Heard ‘attacked’ sister
9,https://www.youtube.com/watch?v=aon_M7wSqqw,Johnny Depp libel trial: Amber Heard 'kept sedated' by actor
10,https://www.youtube.com/watch?v=cTas0ut_gG0,Johnny Depp loses libel case against The Sun
11,https://www.youtube.com/watch?v=uSPN8AOBEx8,A friend of Johnny Depp has called Amber Heard injury photos 'phoney baloney'
12,https://www.youtube.com/watch?v=TWF5ZuP63iY,Johnny Depp wanted ex-wife Amber Heard to 'cut him'
13,https://www.youtube.com/watch?v=7hsaXpoZ5pQ,Depp branded 'violent little boy' by Amber Heard as court sees evidence of his lifestyle
14,https://www.youtube.com/watch?v=0rAont-L80I&t=3s,Johnny Depp libel trial: Amber Heard says actor threatened to kill her
15,https://www.youtube.com/watch?v=0zU63GcH3K8,Amber Heard tells the court that Johnny Depp 'threw bottles like grenades'
16,https://www.youtube.com/watch?v=TuW5eV82rPU,Johnny Depp May Be 'Ostracised From Hollywood' After Amber Heard Divorce Court Case | This Morning
17,https://www.youtube.com/watch?v=pFWVoEHcEjw,"Johnny Depp, Amber Heard React To Leaked Audio"
18,https://www.youtube.com/watch?v=FVPmTXRQY54&t=1s,Amber Heard Has a Ballet Claw
19,https://www.youtube.com/watch?v=4C1qUiHd6yc,Johnny Depp & Amber Heard: The Explosive Fight | TMZ Live
20,https://www.youtube.com/watch?v=M3KMkCu4tY0,Amber Heard SPEAKS @ Women's Rising 2020 - Your Thoughts?
21,https://www.youtube.com/watch?v=Lc4hf4w7QXA,Here's the Audio where Amber Heard mocks Johnny Depp
22,https://www.youtube.com/watch?v=j39q_T3vzLM,Top 10 Worst Amber Heard Moments
23,https://www.youtube.com/watch?v=UvsHWTGHmts,Amber Heard Faces 10 Years In Prison For Accusations Against Johnny Depp!!!
24,https://youtu.be/Qw9L6zYkuMU,10 Celebrities That Tried To Warn Us About Amber Heard
