,parentId,authorDisplayName,replyComment,publishedAt,likeCount
0,Ugzy7Ug5x44JYsoFnB14AaABAg,ThatUmbrellaGuy,"My channel was built off comics, around 16k worth, and then Due Process cases; Mignogna and other items took this to 60k and other items like star wars crossed 70k plus.  I've covered this for the last few months and picked up around 40k subs off it, and keep going w it bc I've found it interesting and because health issues limited covering things ""in the moment."" But things are getting back to normal, so I've got other stuff I wanna cover.",2021-03-01T01:52:37Z,0
1,UgxDZJyJIfDY7cK8UR54AaABAg,Firemat4,...so did you big man,2021-02-24T14:51:02Z,0
2,UgxDZJyJIfDY7cK8UR54AaABAg,Robert Walsh,@Firemat4 you took the time to write that..🤪,2021-02-24T11:21:36Z,0
3,UgxDZJyJIfDY7cK8UR54AaABAg,Firemat4,Hey man that sounds pretty gay imma be honest,2021-02-24T05:56:12Z,0
4,UgyOvjtgowcTWiE4B7F4AaABAg,furkan suna,ty for keeping us up to date :D im watching all the way from the netherland,2020-12-03T21:29:33Z,0
5,Ugz7e3a6W48k3rf8Bhd4AaABAg,Jacob Blair,"Fyi, I'm not being sarcastic really wants to know",2020-12-01T03:38:13Z,0
6,Ugx41cFkwYTGqKoGmJ14AaABAg,Enu Rana,"But he sued Amber Heard now, and the trial date is 21 may 2021 I think",2020-11-24T06:46:16Z,0
7,Ugx41cFkwYTGqKoGmJ14AaABAg,Enu Rana,"Yeah, he lost😔....",2020-11-24T06:45:29Z,0
8,UgyWG7vsXEOGf8wLpU94AaABAg,Tony Marchese,Much love to Cpt. Jack,2020-11-23T00:18:59Z,0
9,UgzboWk8okwCfXBISh94AaABAg,alwaysyouramanda,"she got with him because of his prestige and power, he got with her for her youth and looks-- both were doomed from the start, but most expect things to go the other way around, don't they? regardless, its a toxic dynamic",2020-11-20T20:46:12Z,0
10,Ugwn_VQsrbUgyuzA8xB4AaABAg,The Adamant Forgery - Minecraft & more,"Sad, that court believes assholes like that, and doesn't believe the innocents.",2020-12-20T06:49:42Z,0
11,Ugy3rjBUHK9MbnLeAqd4AaABAg,PopCultureIsDead,"@Lars Oomen wow, thank you for that summary. Much easier to understand. 😊👍",2020-11-26T17:06:46Z,0
12,Ugxhaz7IqntIymhbg9J4AaABAg,GLN TV,"Nah, warner bros is invested in that.",2021-01-04T18:55:39Z,0
13,Ugz7hpAR8iw9ss8HxU14AaABAg,Cindy Moss,"They won't beg or apologize, that'd meant hey were wrong & sided with a Domestic Violence abuser. She should be charged with a Felony & serve time for Felony, perjury & falsifying police reports.",2021-05-13T19:31:50Z,2
14,Ugz7hpAR8iw9ss8HxU14AaABAg,Akashi Seijuro,If Warner Bros begs then that'll be interesting,2020-12-12T12:43:53Z,2
15,UgzfNGhBbPHqLNmcMPV4AaABAg,Nomadjeff,@ThatUmbrellaGuy where are you guys starting on the Amber Turd comic franchise? Aquaturd?,2020-11-19T17:52:09Z,0
16,UgzfNGhBbPHqLNmcMPV4AaABAg,ThatUmbrellaGuy,I write them. We have a comic linked in the description if you want to check out our work currently.,2020-11-19T17:15:48Z,1
17,UgyqM3WFrs7An4FCJAp4AaABAg,ThatUmbrellaGuy,"He said untruthful with the prior statement; its a blending of both. Her being disingenuous, the item of wanting info but not wanting info. thx for the comment.",2020-11-19T17:01:01Z,1
18,UgydZdafc-TfMqDFfF14AaABAg,ThatUmbrellaGuy,3.5x; be daring. lol,2020-11-19T17:02:08Z,0
19,UgyjfBk6iHNJQgedD7t4AaABAg,ThatUmbrellaGuy,"Typically, only family court works with concealment, and normally only when dealing with kids. The entire 2020 Depp/Sun trial is available, with maybe two exceptions. Depositions, all testimony, everything. The only thing they shielded there was James Franco's deposition and one day of AH discussing one of her 14 claims. Everything else is there. Same with this stuff. You have two venues making decision now; Cali and Virginia, leading toward Virginia 2021. That'll be Depp v Heard .

Added to your last comment, the news doesn't tell you anything on cases. They didn't produce 80% of the documents. You gotta do it yourself. Find the case ID and the court it is in, and follow it that way. The only downside is that some documents cost. 

Thanks for the comment.",2020-11-19T17:11:58Z,0
20,UgzfQRCtUcdFEDJ832p4AaABAg,Eigen:value,"@Tj.. a work in progress  Thank you for your response. I had been reading about cases relating to some sort of bias, occuring at a frequency that is quite alarming.",2020-11-19T12:43:36Z,0
21,UgzfQRCtUcdFEDJ832p4AaABAg,Tj.. a work in progress,"I'm in the UK, i would like to to think we are fair and this particular  uk court case is wholly ""the scum"" newspaper ... look up the Hillsbough disaster , the paper lied for 30yrs justice took 30yrs",2020-11-19T12:17:33Z,0
22,UgxLUryU9lh2yPujG2J4AaABAg,toastie rebellion,As far as the media and far lefts are concerned women cant possibly be domestic abusers,2021-05-22T10:19:17Z,0
23,UgxLUryU9lh2yPujG2J4AaABAg,huda B,Yes yes yes !!!,2021-03-04T00:30:08Z,0
24,UgxLUryU9lh2yPujG2J4AaABAg,Akuma Bazooka,"The me too movement is what brought all this shit down to begin with, I blame the me too movement, coz how many me toos are actually the abusers now, can't trust any of them without evidence",2021-01-20T01:28:05Z,1
25,UgxLUryU9lh2yPujG2J4AaABAg,One Brain Cell Army,"Liam Flanders He needs to win this case if he really is the victim here, and WIN with so much evidence that nobody can argue otherwise.

Then anyone who doesn’t acknowledge that men can be abused and harassed can learn otherwise. 🥺😭",2021-01-06T08:12:08Z,0
26,UgxLUryU9lh2yPujG2J4AaABAg,Liam Flanders,They wont let him join because of amber heard,2021-01-04T01:07:47Z,0
27,Ugzh6G4KMafgPnPTov14AaABAg,NIBS,"@Cindy Moss , I think that there is a good chance that she will try -- but I also think that Mr. Depp's security has been alerted to the danger, and that his security will increase as the trial draws near.",2021-05-13T22:40:56Z,2
28,Ugzh6G4KMafgPnPTov14AaABAg,Cindy Moss,Do you think if she's proven to be the abuser & is publicly humiliated that she would attempt to permanently harm JD?,2021-05-13T19:36:20Z,0
29,Ugzh6G4KMafgPnPTov14AaABAg,Bella Evans,"From the start of all this mess, I said, the truth about that bitch will come out and she is going down, she will be just a distant memory, and then Johnny can finally go on with his life, and find peace and happiness,",2020-11-25T01:54:28Z,5
30,Ugzh6G4KMafgPnPTov14AaABAg,alex silva,"💖 I´ve said this a couple of times too - time will reveal the truth. Its a long life and she will 100% show her true colors in the future. Meanwhile, we all hanker for instant justice, of course we do. It will take much longer than we are hoping, I think - the only thing I worry about is JD´s resilience. He has to keep it together until the truth is proved and people are made to eat their words. The possibility of someone (else) getting seriously hurt by her hand is also a worry. I´m trying not to become a cynic, but anyone venturing into a relationship with her has had plenty of red flags waved right up in their face, so...""at your own peril"" maybe?",2020-11-19T20:06:55Z,7
31,UgyK2n7Kr1wh7Tn3aUJ4AaABAg,Fatgoat,"Just like Australia, UK media is full leftard",2020-11-29T14:49:14Z,0
32,UgzFIDTE7_BFAU_QaWd4AaABAg,Sufian Ramli,"You forgot to add proven non-violent under influence alcoholic drug addicts. There, fixed it for you",2020-11-20T06:35:28Z,0
33,UgxwLg7EFOnMVD2ggVx4AaABAg,Debbie California,"@Beats Beats well. I’m a psychologist, just so you know. I suggest YOU get some therapy. NOT trying to dis you, but BOTH sexes CAN BE violent. To classify this as “normal” from ANYONE is a gross misperception. I believe JD and Scamber has brought to the forefront that MEN AND WOMEN can be both “agressor” and “agressee”. It in NO WAY suggests either are normal, however. 😓",2021-02-19T04:30:00Z,3
34,UgxwLg7EFOnMVD2ggVx4AaABAg,ondkami,"the judge needs to be prosecuted, else this is just laughable....",2021-02-09T16:11:09Z,2
35,UgxwLg7EFOnMVD2ggVx4AaABAg,Vikki,You and me both! I am horrified by this!,2020-11-26T12:14:29Z,3
36,Ugy5mW7MV56T7BGWDkx4AaABAg,ThatUmbrellaGuy,"my livestreams are backed up to the channel Korono. I dont keep them up here because of flagging attempts on the channel, and very little protections against it for streams. check them out there, though, he uploads them in their entirety.",2020-11-19T07:06:48Z,0
37,UgzAIT5lwka6kqRooNF4AaABAg,ThatUmbrellaGuy,thanks for trying!,2020-11-19T07:07:42Z,0
38,UgwLseHmjBB6BxCHZ0N4AaABAg,eHacker,@ThatUmbrellaGuy I don’t trust the legal system or that any system (in the west) hasn’t been touched by identity politics. This is good but I’ll expect the worst and hope for the best.,2020-11-19T07:34:39Z,0
39,UgwLseHmjBB6BxCHZ0N4AaABAg,ThatUmbrellaGuy,"This decision isn't about the courtroom; its about what the media would do to this person if they lied about 7million little applause lol. oooo, i cant wait to see it.",2020-11-19T07:08:36Z,0
40,Ugz-NoEcUDI082arFah4AaABAg,Regina Myers,"@Sasuke19_32 you are ignorant of reality if you didn't get what I was saying. I was actually agreeing with you. 'Woke' is a disparaging word. I'm sure most people fully know it's meaning. Uh, all but you! Go ahead & rant some more, but I'm done with histrionics.",2020-11-19T10:51:03Z,0
