,parentId,authorDisplayName,replyComment,publishedAt,likeCount
0,UgxmaP-z665xnJh9THJ4AaABAg,GamingDeadpoolman009 LastManstanding,Nice Harry Potter reference there,2021-03-01T02:39:34Z,1
1,UgzcKdKIpi2QblARoJN4AaABAg,The Spotlight,We agree!,2021-02-24T16:39:56Z,1
