kind,etag,id,snippet.videoId,snippet.topLevelComment.kind,snippet.topLevelComment.etag,snippet.topLevelComment.id,snippet.topLevelComment.snippet.videoId,snippet.topLevelComment.snippet.textDisplay,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.authorDisplayName,snippet.topLevelComment.snippet.authorProfileImageUrl,snippet.topLevelComment.snippet.authorChannelUrl,snippet.topLevelComment.snippet.authorChannelId.value,snippet.topLevelComment.snippet.canRate,snippet.topLevelComment.snippet.viewerRating,snippet.topLevelComment.snippet.likeCount,snippet.topLevelComment.snippet.publishedAt,snippet.topLevelComment.snippet.updatedAt,snippet.canReply,snippet.totalReplyCount,snippet.isPublic,replies.comments,snippet.topLevelComment.snippet.moderationStatus
youtube#commentThread,6u4IRxxIr38AXqwUA7Jm4VMzzrM,UgjTSrp6MCQXSXgCoAEC,jGeIphYrmb4,youtube#comment,OahKNF_FTxg2PcSNDV_xtT6HvZE,UgjTSrp6MCQXSXgCoAEC,jGeIphYrmb4,YAY! I love Amber Benson!!! &lt;3,YAY! I love Amber Benson!!! <3,Bonnie Burton,https://yt3.ggpht.com/ytc/AKedOLTE64g5UcjK0tfJ-JAv6CqbmBX7xxh8CGHJ8DkRdw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCqiN-Bw5iqQELgtLZpWmLvg,UCqiN-Bw5iqQELgtLZpWmLvg,True,none,84,2017-04-04 23:39:26+00:00,2017-04-04T23:39:26Z,True,0,True,,
youtube#commentThread,P7gDwl2h38M53cfzGztxwWGZKAY,Ugh44aigGT5pl3gCoAEC,jGeIphYrmb4,youtube#comment,l8liRnd2xmveYndkwHno-tnzxFI,Ugh44aigGT5pl3gCoAEC,jGeIphYrmb4,Too cute ugh i miss this show i wish they did an anime on adult swim i would die,Too cute ugh i miss this show i wish they did an anime on adult swim i would die,Boopi3,https://yt3.ggpht.com/ytc/AKedOLRHGh75ZCoYvjxgtCHl4rKUrb8VZ2ZH69nct5lS=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCW4QgI2GEvW5_iVXoM7FJpQ,UCW4QgI2GEvW5_iVXoM7FJpQ,True,none,23,2017-04-04 12:43:48+00:00,2017-04-04T12:43:48Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': '79G4WqT6em5lEEDB-24scpnkTrU', 'id': 'Ugh44aigGT5pl3gCoAEC.8QwBs2DVCkO8RBUy8jBsNM', 'snippet': {'videoId': 'jGeIphYrmb4', 'textDisplay': 'That&#39;s why they don&#39;t, to keep you alive.', 'textOriginal': ""That's why they don't, to keep you alive."", 'parentId': 'Ugh44aigGT5pl3gCoAEC', 'authorDisplayName': 'JohnZ117', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLRlPYXpGP-W-M9pupgTpUQxxusfTYmguGuE9zNv=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCR18LmxK8n1YcU3m2yOeIpA', 'authorChannelId': {'value': 'UCR18LmxK8n1YcU3m2yOeIpA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 15, 'publishedAt': '2017-04-10T20:38:30Z', 'updatedAt': '2017-04-10T20:38:30Z'}}]",
youtube#commentThread,4SUJUZIvqtVp-coPd5yd_KFLDsE,UgiI7bUqr8r8RXgCoAEC,jGeIphYrmb4,youtube#comment,v2gJUtutj6GQf_FWMMKC0bPGs7U,UgiI7bUqr8r8RXgCoAEC,jGeIphYrmb4,❤ maravilhosas 😍,❤ maravilhosas 😍,Raul Felipe,https://yt3.ggpht.com/ytc/AKedOLTs0lhTxygf0mDgE21TdQHFJxxqoVs6kUrBcHas7w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCoad-uYkH7Np67JYdv3jICg,UCoad-uYkH7Np67JYdv3jICg,True,none,3,2017-04-04 01:02:15+00:00,2017-04-04T01:02:15Z,True,0,True,,
youtube#commentThread,ulnuTHAJ4e0lPQ5E0y-feS0YCC4,Ugi6C4dJQ2-63HgCoAEC,jGeIphYrmb4,youtube#comment,SaN0WqrDVzqDx8CMs-IdqNp4WZM,Ugi6C4dJQ2-63HgCoAEC,jGeIphYrmb4,They are still adorable together,They are still adorable together,Ben Wasserman,https://yt3.ggpht.com/ytc/AKedOLRjnOLlvH9H_lnApt3Y69g7OFEY_1CBYA7srLU9=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVDAjmDHK_soZ3QBDAdZJIg,UCVDAjmDHK_soZ3QBDAdZJIg,True,none,127,2017-04-04 00:17:27+00:00,2017-04-04T00:17:27Z,True,0,True,,
youtube#commentThread,QEIjqTLGJ7JcuRkEPZJPnAB69fY,UgiDuRbHsMVSCHgCoAEC,jhRPRa8sT34,youtube#comment,PglEeI4-1A9lFwD8M7dwJpcFbts,UgiDuRbHsMVSCHgCoAEC,jhRPRa8sT34,Song ?,Song ?,Bizzle Drew,https://yt3.ggpht.com/ytc/AKedOLR7bCTWudNhk2mKSb3_2FlTQdCc86D5rQXqHXlE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCyZkgQa7uZ_mjIrml2AQilA,UCyZkgQa7uZ_mjIrml2AQilA,True,none,3,2017-05-30 17:56:18+00:00,2017-05-30T17:56:18Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'bVB-9C-7ta6v71E8z_NE_o6f4Yc', 'id': 'UgiDuRbHsMVSCHgCoAEC.8TBx8qWGRle8pZcVFZ2PY_', 'snippet': {'videoId': 'jhRPRa8sT34', 'textDisplay': 'Its hozier&#39;s work song', 'textOriginal': ""Its hozier's work song"", 'parentId': 'UgiDuRbHsMVSCHgCoAEC', 'authorDisplayName': 'Blue Bubbles', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLRCojXKc1D2XWdAbehVO6dSXx3MAq67AJWkxA=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCkD0Wa0IJb1bTocKB78JPeA', 'authorChannelId': {'value': 'UCkD0Wa0IJb1bTocKB78JPeA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2019-01-01T14:39:41Z', 'updatedAt': '2019-01-01T14:39:41Z'}}]",
youtube#commentThread,UfBep1URQPIsLC_vVWgvtrsFGSU,UgjveyYcj6MeYXgCoAEC,jhRPRa8sT34,youtube#comment,YLZFcrrGegV1UeJTZeT9QylnpfU,UgjveyYcj6MeYXgCoAEC,jhRPRa8sT34,What&#39;s the name of this song?,What's the name of this song?,Gem611,https://yt3.ggpht.com/ytc/AKedOLSNyZH_f77Bjb2X13NSoz-CKxCRI4j6yBC6g32OgA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCoKkHJHq22EZJQxjbjxWo6Q,UCoKkHJHq22EZJQxjbjxWo6Q,True,none,1,2017-04-16 19:27:45+00:00,2017-04-16T19:27:45Z,True,0,True,,
youtube#commentThread,v10bhlFvtlMbdhNoHdpUH9cwspU,Uggu2mrZ88vClXgCoAEC,jhRPRa8sT34,youtube#comment,U9btx7zNWVBKZVCzBZ9Xy66Hv20,Uggu2mrZ88vClXgCoAEC,jhRPRa8sT34,ola o quarto  livro... não está mais disponível.... não acho...,ola o quarto  livro... não está mais disponível.... não acho...,Ilisa daCruz,https://yt3.ggpht.com/ytc/AKedOLRK1xmEcjRrOWEbpS64o_n7uVC_ZK50a3hqG8HeoQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCmhywrEblp51b8341GTymNg,UCmhywrEblp51b8341GTymNg,True,none,0,2017-01-21 08:05:42+00:00,2017-01-21T08:05:42Z,True,0,True,,
youtube#commentThread,n6FVqcsTrWRDfofGTJIRPdXl1cE,Ugx80CcF_ovSIJuUc3t4AaABAg,jTl1EZZRcC0,youtube#comment,3k4RRu38QIFCBo4Fw5H_Mq3Fjh8,Ugx80CcF_ovSIJuUc3t4AaABAg,jTl1EZZRcC0,"Vieux schnock il a largué vanesssa pôur des amours illusoires... punaise je croyais que c&#39;était digne de s acteurs muets et je ne vous qu&#39;un vieux con mauvais ... mais qui myatonie joue super noen ... oh hé voyez lzcvtalent de cet etre et filez lui pleins décroche,es nouveaux  amen","Vieux schnock il a largué vanesssa pôur des amours illusoires... punaise je croyais que c'était digne de s acteurs muets et je ne vous qu'un vieux con mauvais ... mais qui myatonie joue super noen ... oh hé voyez lzcvtalent de cet etre et filez lui pleins décroche,es nouveaux  amen",Sandrine Rousseau,https://yt3.ggpht.com/ytc/AKedOLSAu7J9-yAq7m1LAMXcGl0w6VzNPQtAzv_SpQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCA-xspQqhbuTuAFjfJUceg,UCCA-xspQqhbuTuAFjfJUceg,True,none,1,2017-10-21 14:23:21+00:00,2017-10-21T14:23:21Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'vMqJ0Q1B-vYVW0J41WBaRu4TUMo', 'id': 'Ugx80CcF_ovSIJuUc3t4AaABAg.8YzMFCE3dTc9CgibILT921', 'snippet': {'videoId': 'jTl1EZZRcC0', 'textDisplay': 'Non, il ne l&#39;a pas fait, Johnny n&#39;a jamais abandonné Vanessa pour Amber.', 'textOriginal': ""Non, il ne l'a pas fait, Johnny n'a jamais abandonné Vanessa pour Amber."", 'parentId': 'Ugx80CcF_ovSIJuUc3t4AaABAg', 'authorDisplayName': 'LaraCroftEyes1', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLQ-w9WGEYPYWzAQf_ECcHgGLNmqs14CT021h2Tmvw=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UC29iSjj0THgCplvdWV4t67w', 'authorChannelId': {'value': 'UC29iSjj0THgCplvdWV4t67w'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-08-23T06:40:28Z', 'updatedAt': '2020-08-23T06:40:28Z'}}]",
youtube#commentThread,4SO7WGoItcnwCzKBTuHiIF86rUY,UgyYbxP5JWKXpP5_Orl4AaABAg,jTl1EZZRcC0,youtube#comment,rCuqfoEfq_-2xFLl54rFrLoWK8Y,UgyYbxP5JWKXpP5_Orl4AaABAg,jTl1EZZRcC0,"Wesh c bien m gueule fourre ma bien et fais nous pu chier... écoutes je te préférais quand tu faisais de jolis films poétiques  maintenant tu a été pris au piège du show bizzzzzzz nesss do t on s&#39;en bat la race ..,  est ta vie ... bon vent... et pensees un minimum à tes enfants. Sa,uut vueyx  nazez","Wesh c bien m gueule fourre ma bien et fais nous pu chier... écoutes je te préférais quand tu faisais de jolis films poétiques  maintenant tu a été pris au piège du show bizzzzzzz nesss do t on s'en bat la race ..,  est ta vie ... bon vent... et pensees un minimum à tes enfants. Sa,uut vueyx  nazez",Sandrine Rousseau,https://yt3.ggpht.com/ytc/AKedOLSAu7J9-yAq7m1LAMXcGl0w6VzNPQtAzv_SpQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCA-xspQqhbuTuAFjfJUceg,UCCA-xspQqhbuTuAFjfJUceg,True,none,0,2017-10-21 14:15:49+00:00,2017-10-21T14:15:49Z,True,2,True,"[{'kind': 'youtube#comment', 'etag': 'JnrPRGL92rYES85TplNyiVt7pAU', 'id': 'UgyYbxP5JWKXpP5_Orl4AaABAg.8YzLO0inHyx8YzMY7dz-O7', 'snippet': {'videoId': 'jTl1EZZRcC0', 'textDisplay': 'T&#39;yah mais y&#39;a des cobs qui transforme mes proposs', 'textOriginal': ""T'yah mais y'a des cobs qui transforme mes proposs"", 'parentId': 'UgyYbxP5JWKXpP5_Orl4AaABAg', 'authorDisplayName': 'Sandrine Rousseau', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLSAu7J9-yAq7m1LAMXcGl0w6VzNPQtAzv_SpQ=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCCA-xspQqhbuTuAFjfJUceg', 'authorChannelId': {'value': 'UCCA-xspQqhbuTuAFjfJUceg'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2017-10-21T14:25:56Z', 'updatedAt': '2017-10-21T14:25:56Z'}}, {'kind': 'youtube#comment', 'etag': '3jp61JXYsHWqW8JTcJixlUxz74Y', 'id': 'UgyYbxP5JWKXpP5_Orl4AaABAg.8YzLO0inHyx8YzMLZ34v-m', 'snippet': {'videoId': 'jTl1EZZRcC0', 'textDisplay': 'S', 'textOriginal': 'S', 'parentId': 'UgyYbxP5JWKXpP5_Orl4AaABAg', 'authorDisplayName': 'Sandrine Rousseau', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLSAu7J9-yAq7m1LAMXcGl0w6VzNPQtAzv_SpQ=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCCA-xspQqhbuTuAFjfJUceg', 'authorChannelId': {'value': 'UCCA-xspQqhbuTuAFjfJUceg'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2017-10-21T14:24:13Z', 'updatedAt': '2017-10-21T14:24:13Z'}}]",
youtube#commentThread,NhHCdv8rrA6slm1zCBRZPQPTPXU,UgguHDmqNvUka3gCoAEC,jTl1EZZRcC0,youtube#comment,mIOdn_zzBeAo47Wc004Ua2yMKJU,UgguHDmqNvUka3gCoAEC,jTl1EZZRcC0,Amber Heard be salty after that LOOOOONG hug!,Amber Heard be salty after that LOOOOONG hug!,d. roderick,https://yt3.ggpht.com/ytc/AKedOLS_9OCUxUxB4IWv6OzxS7-n1lSkJKAVJC83zjIvpQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCjCO_0YXZgoSsdYAFSbwMzg,UCjCO_0YXZgoSsdYAFSbwMzg,True,none,50,2017-02-16 01:46:36+00:00,2017-02-16T01:46:36Z,True,0,True,,
youtube#commentThread,J2TEqxRvhHb7TfKY4rNA4Ux9tm8,UgwSOm_RS0nDBGgda9p4AaABAg,jtojmEZmt0o,youtube#comment,jsMITVO23GddelbXi4_cdXGj4bU,UgwSOm_RS0nDBGgda9p4AaABAg,jtojmEZmt0o,"Why is this still being passed around as news?  Is Amber&#39;s need for attention so great that she&#39;ll stoop to this kind of circus?  This isn&#39;t only old news...it&#39;s fake news...she was never abused but HE was abused by her.  And SHE was arrested...ARRESTED for beating her then wife, Tasha Van Ree in Seattle.  ARRESTED...Tasha had marks all over her and the gay policewoman that arrested Amber felt the altercation was serious enough to keep her in jail overnight.  Why does everyone forget this?  Enough already.  She lied, he fried...it was nothing but a big shite show.   And all these months later...who is still in demand and working on many projects and loved by the public?  Johnny...Amber who?","Why is this still being passed around as news?  Is Amber's need for attention so great that she'll stoop to this kind of circus?  This isn't only old news...it's fake news...she was never abused but HE was abused by her.  And SHE was arrested...ARRESTED for beating her then wife, Tasha Van Ree in Seattle.  ARRESTED...Tasha had marks all over her and the gay policewoman that arrested Amber felt the altercation was serious enough to keep her in jail overnight.  Why does everyone forget this?  Enough already.  She lied, he fried...it was nothing but a big shite show.   And all these months later...who is still in demand and working on many projects and loved by the public?  Johnny...Amber who?",Carlotta Vigna,https://yt3.ggpht.com/ytc/AKedOLSrNzCERTyHqPg_ttws44RSGRCUGDB6Zq1Keqdo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC4Z1aEJk80i9cKE7XiiP5Jw,UC4Z1aEJk80i9cKE7XiiP5Jw,True,none,0,2017-03-25 19:00:19+00:00,2017-03-25T19:00:19Z,True,0,True,,
youtube#commentThread,6XDSYFcxNt6-uExU6yHh-x-O9KM,Ugy7FRO9Zgx-E91wQpV4AaABAg,JXwMgIlmoaM,youtube#comment,wPFYuUmNc2kqksmdJzN_QcvZkgU,Ugy7FRO9Zgx-E91wQpV4AaABAg,JXwMgIlmoaM,A song about schizophrenia perhaps?,A song about schizophrenia perhaps?,Kim.,https://yt3.ggpht.com/ytc/AKedOLSxANbmgox2sULqMuhMlFx4VMEl1cTDEgEQb1bzLQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCIDT58qazg1F9UV02BWAqtg,UCIDT58qazg1F9UV02BWAqtg,True,none,0,2017-12-22 10:08:03+00:00,2017-12-22T10:08:03Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'FBs9zJz89cWJlJHEoIAagxuT0js', 'id': 'Ugy7FRO9Zgx-E91wQpV4AaABAg.8aTYJUh7TcN9FpJXU5prff', 'snippet': {'videoId': 'JXwMgIlmoaM', 'textDisplay': 'Or manic depression perhaps?', 'textOriginal': 'Or manic depression perhaps?', 'parentId': 'Ugy7FRO9Zgx-E91wQpV4AaABAg', 'authorDisplayName': 'n nicraith', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLTyRDBukSoUHL0d8eJz48naK7B9-LTefvQcPeRq=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCo8Ry6lhLbOMnv-HQ-K0Fyw', 'authorChannelId': {'value': 'UCo8Ry6lhLbOMnv-HQ-K0Fyw'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2020-11-09T04:19:58Z', 'updatedAt': '2020-11-09T04:19:58Z'}}]",
youtube#commentThread,7XV8GBz8rqH2JQolzNXWENXJEgo,UghZbLDFLTJWqHgCoAEC,JXwMgIlmoaM,youtube#comment,lWR_i9fvHZ5XgUkO9mpYF4kXjgE,UghZbLDFLTJWqHgCoAEC,JXwMgIlmoaM,the ike isaacs trio gildo mohnes p. jimmy wormsworth d.?,the ike isaacs trio gildo mohnes p. jimmy wormsworth d.?,sam gilford,https://yt3.ggpht.com/Y4NQKC2g-2_-6xENxic33kcFM2jZA0zL4vtX7s11qOdU-IoJetqMgdfD74ffonXkvysLGihRCg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCgXpla0j1hFe0yOvGEtmSMQ,UCgXpla0j1hFe0yOvGEtmSMQ,True,none,0,2017-05-10 08:54:20+00:00,2017-05-10T08:54:20Z,True,0,True,,
youtube#commentThread,axSi9SMS1M5-Vl3nnI7ajJVa-lE,UgxaQ78Yr3ZQu76mxI54AaABAg,K690V70VPNA,youtube#comment,Ev4dXA9oeIkqpxe9JdoBB4c0O4E,UgxaQ78Yr3ZQu76mxI54AaABAg,K690V70VPNA,AMBER HEARD WAS SO GREAT IN MAGIC MIKE XXL II !!!,AMBER HEARD WAS SO GREAT IN MAGIC MIKE XXL II !!!,Andrew Flood,https://yt3.ggpht.com/ytc/AKedOLTSzCZdxXXzGpYkZA5sN5YmUxX6PXStuDX0wQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnxrJ_v7C_aprbkKSr7MsCA,UCnxrJ_v7C_aprbkKSr7MsCA,True,none,5,2017-09-12 04:51:04+00:00,2017-09-12T04:51:04Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'qDL8hQe_ebQs5uXonepUWfmiUnc', 'id': 'UgxaQ78Yr3ZQu76mxI54AaABAg.8XOukZfX_hn9LgbV2oVbpV', 'snippet': {'videoId': 'K690V70VPNA', 'textDisplay': 'Nope! Shit actor.', 'textOriginal': 'Nope! Shit actor.', 'parentId': 'UgxaQ78Yr3ZQu76mxI54AaABAg', 'authorDisplayName': 'Alyss Kennedy', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLSr_E1eVgbrIW7YYmk72UUQsqLmIATPyA6IQ2Q=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UC8chUEI5nBCwXqkXb8FQB0Q', 'authorChannelId': {'value': 'UC8chUEI5nBCwXqkXb8FQB0Q'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 2, 'publishedAt': '2021-04-03T22:20:51Z', 'updatedAt': '2021-04-03T22:20:51Z'}}]",
youtube#commentThread,RsmeMWYhaFO3i4JMDINIgwHKRXI,Ugz0ic0yP9_SrSutqc14AaABAg,kGlya4l1gGg,youtube#comment,bvNDY-H9QMAuCs8b_qJ2ZvN3AxU,Ugz0ic0yP9_SrSutqc14AaABAg,kGlya4l1gGg,Paparazzi are cunts.,Paparazzi are cunts.,edward kay,https://yt3.ggpht.com/ytc/AKedOLTp4MA0s6cXIlwPaZz36ZABIkPsB2gNGtVPjQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC8gKQy76xAwSsgraqAhlptA,UC8gKQy76xAwSsgraqAhlptA,True,none,0,2017-11-05 18:08:58+00:00,2017-11-05T18:10:39Z,True,0,True,,
youtube#commentThread,6awycyxLYrQbgb-MIItmBgG0qn0,Ugjswwf816q-w3gCoAEC,kNcnDxFtMQE,youtube#comment,6ePRvY7WSzc_8BJ6XqTqzGChb9c,Ugjswwf816q-w3gCoAEC,kNcnDxFtMQE,잘그리사네요^^,잘그리사네요^^,김준형,https://yt3.ggpht.com/ytc/AKedOLS2VlLN_a7_u2LWi853zPs2ziu6fpT94dimekIBhQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCukZ9LKIxJZa9Z1WMjunGQQ,UCukZ9LKIxJZa9Z1WMjunGQQ,True,none,1,2017-02-25 04:32:49+00:00,2017-02-25T04:32:49Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'Y0jB5J5QEJhzjNRnV_0I6rnvrOg', 'id': 'Ugjswwf816q-w3gCoAEC.8POTTkRnoGc8POTV2r0YEx', 'snippet': {'videoId': 'kNcnDxFtMQE', 'textDisplay': '그리시네요', 'textOriginal': '그리시네요', 'parentId': 'Ugjswwf816q-w3gCoAEC', 'authorDisplayName': '김준형', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLS2VlLN_a7_u2LWi853zPs2ziu6fpT94dimekIBhQ=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCukZ9LKIxJZa9Z1WMjunGQQ', 'authorChannelId': {'value': 'UCukZ9LKIxJZa9Z1WMjunGQQ'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2017-02-25T04:33:00Z', 'updatedAt': '2017-02-25T04:33:00Z'}}]",
youtube#commentThread,mhUdmmjgRnBGO9M99prELDvOdBM,UggGHr9kqi0N83gCoAEC,kNcnDxFtMQE,youtube#comment,j0BnEX8NX9eoYAPM1wX4Nj87odg,UggGHr9kqi0N83gCoAEC,kNcnDxFtMQE,와우~~,와우~~,baeng shim,https://yt3.ggpht.com/ytc/AKedOLRM4qCNMb8drHZYNxhJ-qzUSwllDwUEp0cFn-Ly=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_b3yl6GtDg1SfQiqYdSUoQ,UC_b3yl6GtDg1SfQiqYdSUoQ,True,none,1,2017-02-25 03:54:48+00:00,2017-02-25T03:54:48Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'pULRSrSSJTiGrbIx_Re03ouzSV0', 'id': 'UggGHr9kqi0N83gCoAEC.8POP7ID52S_8POQApTGsxQ', 'snippet': {'videoId': 'kNcnDxFtMQE', 'textDisplay': '크~~ :D', 'textOriginal': '크~~ :D', 'parentId': 'UggGHr9kqi0N83gCoAEC', 'authorDisplayName': 'White Canvas', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLSqd5hmov7AE6VY6iN5EnsM0CXRfVm_qaZkmOOEVg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCnklGcnVwLtVv1TyDvUB8_g', 'authorChannelId': {'value': 'UCnklGcnVwLtVv1TyDvUB8_g'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 1, 'publishedAt': '2017-02-25T04:04:01Z', 'updatedAt': '2017-02-25T04:04:01Z'}}]",
youtube#commentThread,6u1G2Au0ql0Y-0QH-IBat9xjfcU,UgjKUeVUMhJr73gCoAEC,ks17vneF32w,youtube#comment,prK0zpqj_pHwJ_l6wzlZ9fo7ac8,UgjKUeVUMhJr73gCoAEC,ks17vneF32w,super underrated movie,super underrated movie,Antone Anania,https://yt3.ggpht.com/ytc/AKedOLS43oPdagHSYgk3Q3Ep1WixgCbV_DUGBdZLKfkb=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCQOZKnoCWAA6l__Ojo8cjHQ,UCQOZKnoCWAA6l__Ojo8cjHQ,True,none,6,2017-02-11 07:42:15+00:00,2017-02-11T07:42:15Z,True,0,True,,
youtube#commentThread,6tiISGB7RwU9KkF1MEImIcCmXc8,UgjxRDu1X_Ho9HgCoAEC,KUsDq0Za078,youtube#comment,tDh1vdeVQMk0c__QDnQuYxb3Krw,UgjxRDu1X_Ho9HgCoAEC,KUsDq0Za078,This is like my favorite song right now!,This is like my favorite song right now!,justine,https://yt3.ggpht.com/ytc/AKedOLSNDLFH4BVSestBlUOmFmbvVVW0B40JkbiiMB0tvg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCoTwIlABxwfLSxeyFVziqaw,UCoTwIlABxwfLSxeyFVziqaw,True,none,0,2017-07-08 16:55:12+00:00,2017-07-08T16:55:12Z,True,0,True,,
youtube#commentThread,r5dDZg5u4n9xJm9r6CNQmbQ3_8U,UggLjFILDt2z1XgCoAEC,KUsDq0Za078,youtube#comment,xd5kYuo0pzkleKojrSJNi3EGjUo,UggLjFILDt2z1XgCoAEC,KUsDq0Za078,the videos stuck???,the videos stuck???,Clorox Bleach,https://yt3.ggpht.com/ytc/AKedOLS3baQ5Pt_zFjfsMqOpliLItZyJr_PZOM9lGbY6Ow=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCKcGzxew7eUwcuguV-Ox6JQ,UCKcGzxew7eUwcuguV-Ox6JQ,True,none,0,2017-05-10 11:15:05+00:00,2017-05-10T11:15:05Z,True,1,True,"[{'kind': 'youtube#comment', 'etag': 'R_OBGEWS1FAJ-V1JtKJ_nxFgol4', 'id': 'UggLjFILDt2z1XgCoAEC.8SNjKnwEf4J8j3J64AFTtr', 'snippet': {'videoId': 'KUsDq0Za078', 'textDisplay': 'DibblesDildo no it’s da pic', 'textOriginal': 'DibblesDildo no it’s da pic', 'parentId': 'UggLjFILDt2z1XgCoAEC', 'authorDisplayName': 'mel', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AKedOLTgTcMiwDskPocrgzBsjfBZd3-DDzaU8ewe2ArUoTA=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UC2A7CydeAPRFe_MjUachKfQ', 'authorChannelId': {'value': 'UC2A7CydeAPRFe_MjUachKfQ'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2018-07-23T22:17:26Z', 'updatedAt': '2018-07-23T22:17:26Z'}}]",
youtube#commentThread,LlAxCUurfkX3se7SS_x2vJG6_JA,Ugiwk_Ad8PXRoHgCoAEC,kVXFKDAMeuA,youtube#comment,e5CNdViHoV2tzL-14urPDpC3_Vs,Ugiwk_Ad8PXRoHgCoAEC,kVXFKDAMeuA,I have news for you. Brangelina don&#39;t exist anymore. Depp-Heard don&#39;t exist anymore. Sad. :(,I have news for you. Brangelina don't exist anymore. Depp-Heard don't exist anymore. Sad. :(,Mila Lani,https://yt3.ggpht.com/ytc/AKedOLSiUXbrDGgas6JqOsYIleVgZRNrdv1gNlhYUw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCLaFU50MsqxON7uzFTUUnkw,UCLaFU50MsqxON7uzFTUUnkw,True,none,3,2017-02-27 17:06:36+00:00,2017-02-27T17:06:44Z,True,0,True,,
